Station;042 Neukölln;042 Neukölln;042 Neukölln;042 Neukölln;042 Neukölln;042 Neukölln;042 Neukölln
Messkomponente;Feinstaub (PM10);Stickstoffmonoxid;Stickstoffdioxid;Stickoxide;Ozon;Benzol;Toluol
Einheit;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³;µg/m³
Messzeit (Angaben in MESZ bzw. MEZ);Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte;Stundenwerte

05.06.2021 03:00;17;0;7;7;82;0.7;0.6
05.06.2021 04:00;17;0;8;8;77;0.7;0.6
05.06.2021 05:00;17;0;10;10;72;0.7;0.6
05.06.2021 06:00;17;0;8;9;71;0.7;0.6
05.06.2021 07:00;17;1;10;11;73;0.7;0.7
05.06.2021 08:00;15;1;7;8;86;0.7;0.7
05.06.2021 09:00;15;1;6;7;97;0.7;0.6
05.06.2021 10:00;14;1;8;9;106;0.6;0.5
05.06.2021 11:00;12;1;6;7;112;0.6;0.5
05.06.2021 12:00;12;0;5;5;122;0.7;0.5
05.06.2021 13:00;12;0;6;6;126;0.7;0.5
05.06.2021 14:00;12;0;5;5;129;0.7;0.7
05.06.2021 15:00;10;0;3;4;129;0.8;0.8
05.06.2021 16:00;10;0;4;5;127;0.6;0.4
05.06.2021 17:00;11;0;4;5;125;0.6;0.4
05.06.2021 18:00;11;0;5;5;122;0.6;0.5
05.06.2021 19:00;11;0;6;7;120;0.7;0.7
05.06.2021 20:00;15;1;8;9;118;0.7;0.8
05.06.2021 21:00;18;0;10;11;117;0.8;0.7
05.06.2021 22:00;21;0;17;17;102;0.8;0.8
05.06.2021 23:00;21;0;18;18;95;1.0;1.9
06.06.2021 00:00;21;0;16;17;89;1.0;1.7
06.06.2021 01:00;19;0;12;13;85;1.0;1.8
06.06.2021 02:00;18;0;8;9;81;0.9;1.2
06.06.2021 03:00;20;0;7;7;81;0.8;1.1
06.06.2021 04:00;21;0;7;7;78;0.8;1.4
06.06.2021 05:00;22;0;8;8;71;0.7;0.9
06.06.2021 06:00;23;0;8;8;62;0.8;1.0
06.06.2021 07:00;26;0;7;8;65;0.8;1.1
06.06.2021 08:00;28;1;16;18;66;0.8;1.1
06.06.2021 09:00;26;1;12;12;85;0.7;1.0
06.06.2021 10:00;21;0;8;9;106;0.8;0.8
06.06.2021 11:00;17;0;6;6;122;0.7;0.8
06.06.2021 12:00;13;0;3;3;125;0.7;0.6
06.06.2021 13:00;12;0;3;3;126;0.6;0.5
06.06.2021 14:00;14;0;5;5;127;0.7;0.9
06.06.2021 15:00;13;0;3;3;132;0.7;0.9
06.06.2021 16:00;12;0;3;3;135;0.7;0.6
06.06.2021 17:00;14;0;5;6;133;0.6;0.6
06.06.2021 18:00;15;1;9;10;128;0.9;1.6
06.06.2021 19:00;18;0;7;7;123;1.0;1.9
06.06.2021 20:00;18;0;9;10;119;1.0;2.2
06.06.2021 21:00;18;2;16;19;105;0.9;1.8
06.06.2021 22:00;15;1;16;17;95;1.1;2.6
06.06.2021 23:00;12;1;12;13;87;0.9;2.6
07.06.2021 00:00;11;0;7;8;86;0.9;2.2
07.06.2021 01:00;11;0;5;5;89;0.8;1.7
07.06.2021 02:00;11;0;6;6;86;0.7;1.5
07.06.2021 03:00;12;0;7;6;85;0.6;1.3
07.06.2021 04:00;13;0;7;7;83;0.6;1.1
07.06.2021 05:00;13;0;10;11;75;0.6;1.0
07.06.2021 06:00;13;0;10;10;75;0.7;0.9
07.06.2021 07:00;13;3;19;24;67;0.7;1.0
07.06.2021 08:00;15;5;25;32;67;0.8;1.6
07.06.2021 09:00;17;3;19;24;76;1.1;2.2
07.06.2021 10:00;19;2;12;14;86;0.9;1.6
07.06.2021 11:00;18;1;9;11;95;0.8;1.3
07.06.2021 12:00;17;1;9;10;103;0.9;1.3
07.06.2021 13:00;15;1;9;10;106;0.9;1.4
07.06.2021 14:00;16;2;8;11;108;0.9;1.4
07.06.2021 15:00;14;1;7;8;105;0.8;1.4
07.06.2021 16:00;14;1;8;9;106;0.8;1.3
07.06.2021 17:00;15;1;9;11;105;0.8;1.5
07.06.2021 18:00;14;1;6;8;108;0.8;1.6
07.06.2021 19:00;13;1;9;11;105;0.7;1.5
07.06.2021 20:00;16;1;10;11;104;0.8;1.8
07.06.2021 21:00;22;5;28;36;83;0.9;2.7
07.06.2021 22:00;24;0;26;26;80;1.2;3.8
07.06.2021 23:00;20;0;22;22;81;1.6;4.8
08.06.2021 00:00;18;0;20;20;78;1.3;3.9
08.06.2021 01:00;16;0;13;13;81;1.0;2.6
08.06.2021 02:00;17;0;13;13;77;0.9;2.1
08.06.2021 03:00;18;0;15;15;69;0.8;1.9
08.06.2021 04:00;17;0;21;21;59;0.9;2.1
08.06.2021 05:00;18;0;23;24;53;0.9;2.4
08.06.2021 06:00;19;0;16;16;62;0.9;2.4
08.06.2021 07:00;21;0;19;19;69;0.8;1.6
08.06.2021 08:00;22;2;25;28;75;0.8;1.7
08.06.2021 09:00;23;3;29;34;74;1.0;2.1
08.06.2021 10:00;24;3;24;29;80;1.1;2.5
08.06.2021 11:00;19;3;18;23;94;0.9;1.9
08.06.2021 12:00;19;1;13;15;112;1.0;1.7
08.06.2021 13:00;17;1;10;12;117;0.9;1.8
08.06.2021 14:00;20;2;13;16;108;0.9;1.9
08.06.2021 15:00;20;2;12;15;105;0.7;1.3
08.06.2021 16:00;18;0;9;9;106;1.0;1.8
08.06.2021 17:00;16;1;9;11;106;0.9;1.9
08.06.2021 18:00;17;1;9;10;107;1.1;3.9
08.06.2021 19:00;18;1;11;12;105;0.8;1.9
08.06.2021 20:00;17;0;10;10;103;0.8;1.7
08.06.2021 21:00;15;0;7;7;102;0.8;1.9
08.06.2021 22:00;14;0;9;9;94;0.7;1.6
08.06.2021 23:00;13;0;10;10;87;0.8;1.7
09.06.2021 00:00;11;0;8;7;80;0.8;1.8
09.06.2021 01:00;7;0;5;5;76;0.7;1.2
09.06.2021 02:00;9;0;6;6;70;0.6;1.1
09.06.2021 03:00;6;0;6;6;68;0.7;1.0
09.06.2021 04:00;6;0;7;7;66;0.6;0.8
09.06.2021 05:00;7;0;11;11;58;0.6;0.9
09.06.2021 06:00;8;0;13;13;51;0.7;1.0
09.06.2021 07:00;10;1;23;25;49;0.9;1.0
09.06.2021 08:00;11;2;20;23;59;1.0;2.0
09.06.2021 09:00;10;2;15;17;73;0.9;1.8
09.06.2021 10:00;10;2;11;14;82;0.8;1.5
09.06.2021 11:00;11;2;10;13;86;0.8;1.3
09.06.2021 12:00;11;1;6;8;97;0.8;1.2
09.06.2021 13:00;13;0;5;5;105;0.8;1.0
09.06.2021 14:00;15;2;7;10;107;0.8;1.0
09.06.2021 15:00;12;1;6;7;111;0.8;1.4
09.06.2021 16:00;14;0;7;7;112;0.8;1.0
09.06.2021 17:00;10;0;7;7;106;0.7;1.1
09.06.2021 18:00;9;0;5;5;104;0.7;1.1
09.06.2021 19:00;9;1;7;8;96;0.7;1.2
09.06.2021 20:00;9;0;6;6;92;0.8;1.7
09.06.2021 21:00;11;0;10;10;82;0.8;1.7
09.06.2021 22:00;33;0;18;19;67;1.0;2.0
09.06.2021 23:00;21;1;35;37;41;1.3;4.0
10.06.2021 00:00;28;0;42;42;30;1.6;5.8
10.06.2021 01:00;22;2;50;53;18;1.7;5.2
10.06.2021 02:00;18;0;29;29;32;1.7;5.8
10.06.2021 03:00;15;0;30;30;32;1.5;4.6
10.06.2021 04:00;16;0;24;25;27;0.9;2.4
10.06.2021 05:00;16;1;26;27;23;1.5;3.8
10.06.2021 06:00;17;2;40;44;17;1.1;3.6
10.06.2021 07:00;18;2;24;28;34;1.3;4.3
10.06.2021 08:00;19;6;30;39;40;1.2;3.0
10.06.2021 09:00;24;6;32;42;50;1.1;2.2
10.06.2021 10:00;16;2;15;18;91;1.2;2.4
10.06.2021 11:00;21;1;11;12;112;0.8;1.5
10.06.2021 12:00;20;1;9;10;123;0.8;1.2
10.06.2021 13:00;18;1;8;9;129;1.0;2.1
10.06.2021 14:00;17;1;8;9;127;0.8;1.5
10.06.2021 15:00;17;1;8;9;126;0.8;1.3
10.06.2021 16:00;17;1;7;8;128;0.8;1.1
