,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre,year
2899,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,2TOzTqQXNmR2zDJXihjZ2e,202827,4,4,2021
2900,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,2tGvwE8GcFKwNdAXMnlbfl,175933,3,4,2021
2901,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,0MMyJUC3WNnFS1lit5pTjk,173160,4,4,2021
2902,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,5JCoSi02qi3jJeHdZXMmR8,152667,4,4,2021
2903,0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,77.253,1zejeOnykpCoyVSit6Bwp3,209560,4,4,2021
2904,0.787,0.208,7,-14.935,0,0.111,0.115,4.74e-05,0.106,0.245,124.952,6kDjjWnoEG66FbtLioDmLZ,217964,4,4,2020
2905,0.725,0.563,1,-7.553,1,0.0877,0.0179,0.0,0.0776,0.317,100.021,6BUhzQfq3tEyZotDSMa2Ux,241853,4,4,2015
2906,0.742,0.511,11,-8.176,1,0.477,0.398,0.0,0.545,0.572,171.789,7Hl0H2H00vZIDHOO590J8n,181933,4,4,2015
2907,0.834,0.757,11,-3.708,0,0.385,0.284,6.59e-06,0.0787,0.878,173.001,4lWAXUsmnxeG8lMBJlXSXn,177733,4,4,2015
2908,0.753,0.397,11,-8.763,0,0.17,0.189,0.0,0.342,0.198,114.641,1d9AWpbn0IF95ZlgsfqAKE,275840,4,4,2015
2909,0.823,0.449,7,-10.452,0,0.294,0.555,1.27e-06,0.136,0.564,95.024,4T7T4PvMwwRVt3lZLsNuvD,310933,4,4,2015
2910,0.905,0.505,2,-8.598,1,0.0589,0.015,3.47e-05,0.371,0.118,110.017,5jangMgDgpE6CdtpqYBdDl,177840,4,4,2015
2911,0.856,0.622,2,-8.737,1,0.0918,0.0252,1.01e-06,0.127,0.498,105.464,3Zic3PCYJaSWEwP0y9s2T1,180667,4,4,2015
2912,0.539,0.391,3,-8.052,1,0.194,0.729,1.07e-05,0.2,0.174,147.209,1crrtpW6HanJsSxRdiLICD,294973,4,4,2015
2913,0.592,0.506,2,-8.127,1,0.412,0.181,8.34e-05,0.104,0.354,130.767,3h1YSC7jNGnQkfaf7qoEII,236973,4,4,2015
2914,0.345,0.468,9,-8.189,0,0.0517,0.706,5.42e-06,0.217,0.194,135.502,1mkg49J8lwloQZ9QYcNEE0,212280,4,4,2015
2915,0.922,0.366,10,-9.138,0,0.112,0.0798,0.00237,0.0808,0.356,95.993,4fSgrtUvT4MnE0Otv3rLlG,268480,4,4,2015
2916,0.773,0.54,8,-9.268,1,0.401,0.232,0.0,0.114,0.326,158.109,6I9CRrzpTrfkqo6KTfkpYZ,167653,4,4,2015
2917,0.506,0.488,1,-7.48,1,0.0338,0.114,0.0,0.101,0.0837,107.905,4duKW2RFtPkqr0g6uSz87k,281320,4,4,2015
2918,0.659,0.544,7,-8.227,1,0.0522,0.0373,0.0,0.166,0.11,107.547,5KhF2eRRYnHF0zQDpnaQJO,252640,4,4,2015
2919,0.582,0.47,3,-7.473,1,0.264,0.169,0.0,0.131,0.204,153.969,7bqtkOsSx4q6YUtmv60ffR,264907,4,4,2015
2920,0.685,0.226,7,-8.694,1,0.0466,0.618,0.000229,0.107,0.418,99.786,0mnABjjVAEmnSsoqzAX9E1,320400,4,4,2015
2921,0.488,0.846,5,-4.206,1,0.315,0.0946,0.0,0.156,0.366,89.752,1ZjszRH3TqCczl85AFFmag,283307,4,4,2015
2922,0.513,0.277,0,-10.587,1,0.0296,0.869,0.0,0.0621,0.132,135.926,5GWOpEPh1YAu1c25EENFlF,267185,4,4,2020
2923,0.583,0.269,7,-9.823,1,0.0882,0.795,0.0,0.0938,0.5,106.921,3KKUAEaehogQNQUSIlZxF1,203505,4,4,2020
2924,0.602,0.363,8,-8.393,1,0.0362,0.823,0.0,0.091,0.483,177.954,6b2WZQaW8BWRCY7AMHaMP1,142715,4,4,2020
2925,0.583,0.633,2,-7.662,1,0.0279,0.571,0.000816,0.156,0.379,95.037,0nCfCedKIf6EjWFt55AXum,185687,4,4,2020
2926,0.51,0.229,6,-11.394,1,0.0352,0.86,3.03e-05,0.118,0.107,93.309,1ERCrZMVMSpqDW4zmr4sRc,175321,4,4,2020
2927,0.396,0.418,6,-8.504,0,0.0294,0.731,9.46e-06,0.164,0.142,126.083,3tlYKGhlexHCt8Ac5pYG49,277924,4,4,2020
2928,0.558,0.178,4,-12.816,0,0.0396,0.907,0.0,0.132,0.373,79.53,60FOYIclKOq7bdwY5z5GRw,188914,4,4,2020
2929,0.278,0.552,0,-6.305,1,0.0518,0.482,0.000174,0.101,0.193,161.958,0v0o4Otymd018Md9coeR4i,186600,3,4,2020
2930,0.383,0.238,10,-13.231,1,0.0288,0.873,0.917,0.0716,0.0369,102.042,5l3HdNxHfzukubdqakV6hL,559962,3,4,2020
2931,0.752,0.336,9,-13.032,1,0.0377,0.686,0.000133,0.11,0.521,95.996,4Ad8uVajbb6QpUNQSmuswp,156772,3,4,2020
2932,0.48,0.282,10,-10.37,1,0.0824,0.809,0.0,0.112,0.498,199.724,0Om29oA0R3YPxVuf8Okowh,174452,4,4,2020
2933,0.456,0.349,7,-9.298,1,0.0386,0.62,0.0,0.0778,0.276,139.609,6Y9HBKuFzPRzmW1Cc4j3Rs,172495,4,4,2020
2934,0.436,0.473,0,-8.986,1,0.0426,0.703,0.0,0.089,0.351,186.078,3f8zH05JnpK8wtuTqvSFsg,211553,4,4,2020
2935,0.485,0.762,2,-7.843,1,0.0379,0.00711,0.0132,0.12,0.052,115.956,7iG6ySNM8AjH8zR3N3F4FY,267117,4,4,2020
2936,0.633,0.418,1,-9.454,0,0.0349,0.587,0.000273,0.0893,0.519,77.978,2aA86ZJwbNDQYnMLCLC8kW,215765,4,4,2020
2937,0.645,0.433,10,-10.95,1,0.0244,0.0515,0.0,0.0901,0.342,94.457,4PHld19cwLHcLCKMmBsSB1,260733,4,4,1981
2938,0.75,0.799,0,-10.016,1,0.03,0.00523,0.0043,0.07,0.848,127.547,7zFqqq4T32SRxl4nHEZUfq,245440,4,4,1981
2939,0.666,0.403,9,-12.581,1,0.0255,0.15,0.0,0.192,0.434,87.76,7Eaqqq8ApIRRcgq6rTmkMF,261733,4,4,1981
2940,0.698,0.401,10,-13.189,1,0.0368,0.131,0.0,0.3,0.492,123.43,2L1gm3dJIoCSEJyS1puHav,297067,4,4,1981
2941,0.528,0.694,2,-10.819,0,0.0345,0.102,1.22e-05,0.0826,0.583,83.967,52hqnL1eGdYc1mACQaqpEr,268160,4,4,1981
2942,0.512,0.39,4,-15.882,1,0.0283,0.113,0.0,0.0843,0.513,135.981,41fVI5YpPAVXjShqgDQVXR,267573,4,4,1981
2943,0.659,0.47,7,-14.009,1,0.0255,0.108,1.7e-05,0.256,0.633,110.51,64VDrhPKkALic0srXfxHIo,266960,4,4,1981
2944,0.609,0.418,7,-12.265,0,0.032,0.406,1.52e-06,0.0838,0.361,87.004,4xF6dRxGOcsUm01lldQIAe,253907,4,4,1981
2945,0.781,0.606,1,-11.127,1,0.0397,0.0207,0.000158,0.0474,0.725,125.083,7e4aKvWI6ZYr2stsauC4rb,245560,4,4,1981
2946,0.314,0.141,7,-15.812,0,0.034,0.73,0.0147,0.0868,0.117,135.778,7JlYszne9Ral2mfsNkw568,402733,4,4,1981
2947,0.668,0.563,11,-6.433,1,0.0522,0.0493,0.0,0.119,0.305,103.116,3BZbIti1G5x09U2CkwxnZV,169632,4,4,2021
2948,0.579,0.299,11,-8.104,1,0.0661,0.855,0.0,0.133,0.315,133.037,2wcseriGAqeodDazDXgmaq,151674,5,4,2021
2949,0.627,0.697,5,-7.783,1,0.0311,0.0918,1.69e-05,0.0739,0.415,136.033,5yagb325kUI6qMfpmYM3Xl,225848,4,4,2021
2950,0.426,0.539,1,-7.75,0,0.231,0.0888,1.83e-06,0.187,0.537,81.528,716nmaj09JmYcrKZAZL9H3,159018,4,4,2020
2951,0.489,0.284,10,-8.699,0,0.0508,0.841,0.0,0.137,0.335,186.337,4y8OZW2dyWRobsi2w0C64W,194542,4,4,2020
2952,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,5flMobLspM4oVHpNmMkejM,190185,4,4,2014
2953,0.512,0.474,2,-8.36,1,0.0371,0.0787,0.00345,0.134,0.194,183.991,3LlESXmjxOrMmAbkSws3AT,234286,4,4,2014
2954,0.544,0.744,6,-5.007,1,0.0889,0.185,0.0,0.336,0.572,73.699,2t7D3y0jvYjR8IP9Bosyew,183947,4,4,2020
2955,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,5Wn0mCHOPH6TbbWoNIG3BU,234653,4,4,2017
2956,0.75,0.485,6,-10.337,1,0.252,0.157,0.0049,0.133,0.462,107.923,0fK5R7Z44yzNHXfcv2QCfK,197236,4,4,2017
2957,0.78,0.436,10,-5.448,1,0.0614,0.301,1.52e-05,0.097,0.242,107.016,1iEvAoG05TQvIed18AUQf7,189796,4,4,2017
2958,0.664,0.382,0,-9.977,1,0.047,0.239,0.00749,0.0943,0.126,123.214,0MYIrBXK8cmJwY0Ny98L7x,271088,4,4,2017
2959,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,0p09nVtk8gkpHJsyi0Ha5g,171728,4,4,2017
2960,0.427,0.442,1,-10.941,0,0.187,0.0354,0.0112,0.0778,0.181,194.03,63qxXTRmQUjZ9sxb6lKuRi,367391,4,4,2017
2961,0.54,0.32,11,-11.624,1,0.0448,0.143,8.49e-06,0.073,0.103,112.996,43GD40JjZ4NLPEJ5gFgX8A,178639,4,4,2017
2962,0.325,0.271,7,-8.069,1,0.0418,0.73,0.0,0.301,0.279,71.855,3ekoyjBfO9cCAp83JUcoVk,216611,4,4,2017
2963,0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852,5hCV3Wp2kUWwXYboT7wZQu,277506,4,4,2017
2964,0.553,0.281,0,-12.079,1,0.065,0.904,0.0,0.111,0.285,77.671,2oIDOl0I0nHPi1haUSAdfk,136020,4,4,2017
2965,0.616,0.574,1,-5.323,0,0.0507,0.00288,1.99e-05,0.111,0.525,104.174,24R0xROgtKAl9ST4GpHkMD,221874,4,4,2017
2966,0.572,0.516,10,-6.51,0,0.0599,0.0374,1.78e-06,0.101,0.312,89.965,71eK5iQ3Yn1yiTJ0pyoCxw,208607,4,4,2019
2967,0.849,0.694,6,-5.715,0,0.0341,0.0731,1.36e-06,0.109,0.892,132.919,3liQLEfjeFB7x67yo8P2NT,200427,4,4,2019
2968,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,4V1rvEOILZVn2rRyAEJaSr,184060,4,4,2019
2969,0.569,0.301,0,-7.202,1,0.0279,0.708,2.79e-05,0.0834,0.141,103.825,6nEo6wNlTpxmO9SMEU2BJI,230009,4,4,2019
2970,0.716,0.553,6,-3.262,0,0.0504,0.253,1.08e-05,0.0814,0.324,148.078,3Sz7TREpZ6Htg8PiKdiUzs,218040,4,4,2019
2971,0.712,0.476,9,-5.162,0,0.0388,0.176,0.0,0.389,0.375,116.879,34pL5klJMh2dt3JbYm9g5g,223283,3,4,2019
2972,0.596,0.676,8,-4.988,0,0.0479,0.0415,0.0,0.187,0.323,176.058,0catNPLhrEr0rQ4U2yf488,210299,4,4,2019
2973,0.757,0.748,5,-4.679,1,0.0705,0.0927,6.38e-06,0.149,0.412,108.038,3rmkHRpd8aVKn3P5YgNDZ6,206105,4,4,2019
2974,0.493,0.75,6,-4.284,0,0.0537,0.00666,0.00547,0.13,0.319,159.782,5AMobw5iHrfOqqWbOmeXkC,174947,4,4,2019
2975,0.697,0.671,5,-5.741,0,0.0325,0.0334,0.0152,0.3,0.537,98.993,2GisIUQQsmACGmgRYll6ph,185377,4,4,2019
2976,0.813,0.616,6,-4.837,0,0.0358,0.0956,0.0208,0.0637,0.779,129.933,2gbdEfz2M4ax8HGQ9SIu5D,198187,4,4,2019
2977,0.726,0.258,5,-13.158,0,0.0569,0.851,0.00126,0.106,0.281,145.643,2wR6pbdHUIh9Mb2ndyztPX,77044,5,4,2019
2978,0.49,0.606,7,-6.604,0,0.0424,0.169,0.00106,0.0704,0.119,126.553,5DMrREzztuMUkLMDjMpJNY,236170,4,4,2019
2979,0.607,0.955,7,-3.613,0,0.102,0.0163,0.121,0.0725,0.501,125.984,4QLBvvP45zE6m0RJCCtKJJ,230476,4,4,2019
2980,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,2ez6qvOTHKeI3ss80NGqnI,184280,4,4,2019
2981,0.66,0.634,11,-5.715,0,0.0339,0.00174,3.17e-05,0.1,0.507,116.011,2QHip7ofEwukL2M2f4fdZF,258004,4,4,2021
2982,0.494,0.575,7,-6.893,1,0.105,0.0212,0.0,0.143,0.419,113.182,5lRa1bS31VVRIXOjQQlvGH,206720,4,4,2017
2983,0.645,0.779,2,-3.822,1,0.0553,0.000459,0.0,0.109,0.419,117.128,2bNw3ZXZ7yZwABD6jRERJj,203747,4,4,2017
2984,0.52,0.87,3,-4.226,0,0.0764,0.0138,0.0,0.0622,0.528,110.082,44TmMmKVEoULcnbOC0rq4P,190093,4,4,2017
2985,0.594,0.644,7,-3.832,0,0.0572,0.126,1.05e-05,0.0593,0.398,174.906,4htIbhPqRnbHdWPrZlXx5M,204840,4,4,2017
2986,0.835,0.552,7,-5.662,1,0.0871,0.0474,0.0,0.0767,0.531,97.004,1XrzQqBNii8fUo3X0SvAoH,218173,4,4,2017
2987,0.693,0.772,2,-5.382,0,0.105,0.0215,0.0,0.0791,0.496,108.914,6KnWE3VTumLX4iIz7bvRh3,179387,4,4,2017
2988,0.462,0.828,10,-4.005,0,0.147,0.00484,0.0,0.145,0.437,151.415,2iCz9ku1vr69KStWA1g49V,227947,4,4,2017
2989,0.684,0.714,0,-4.924,1,0.0415,0.00807,0.0,0.0814,0.3,108.965,5Ds8cLgJLZ2xTWz0P77FDE,216080,4,4,2017
2990,0.793,0.443,4,-5.445,0,0.0532,0.124,0.0,0.0924,0.418,90.942,2snbKT7GGNyZ1EKO2F8VdO,172627,4,4,2017
2991,0.764,0.718,9,-5.18,0,0.0703,0.00261,1.11e-05,0.113,0.596,116.01,3QftqIoFrzYaEOGrQdjWe7,212000,4,4,2017
2992,0.709,0.795,5,-4.58,0,0.0377,0.0253,0.0,0.307,0.328,106.013,4mJEnQgUzJvASoJcr0RMwE,194107,4,4,2017
2993,0.502,0.223,6,-8.694,1,0.037,0.947,0.0,0.113,0.403,129.731,13XFhaZRfCl1BMp5H8Chqa,230480,4,4,2017
2994,0.727,0.832,9,-4.58,0,0.0666,0.0682,0.0,0.331,0.884,104.968,0EnuBzeI4oH6f0fqK9oaXI,220240,4,4,2017
2995,0.566,0.488,9,-5.786,1,0.0343,0.397,1.66e-05,0.179,0.357,75.933,1tQCe6mu2dT57OejEFARhy,210720,4,4,2017
2996,0.578,0.619,1,-8.791,1,0.0486,0.205,1.95e-06,0.0977,0.33,90.284,3XMYAchut9S1szthqie1K7,242493,4,4,2017
2997,0.702,0.631,5,-6.342,0,0.0284,0.00715,0.0,0.484,0.422,103.969,2qyl4SHwE4tCD1UirhReBz,238827,4,4,2017
2998,0.605,0.571,8,-5.701,0,0.0414,0.023,0.0,0.0719,0.339,135.849,4qFflohGJN3Vpdd8yEG5TT,231613,4,4,2017
2999,0.572,0.691,8,-4.783,0,0.123,0.0788,0.000132,0.0593,0.318,92.082,3t8ZdlIkvj5u9qfgeiWDjF,212040,4,4,2017
3000,0.62,0.694,10,-3.739,0,0.0311,0.0178,0.0,0.19,0.319,98.002,5kejO8QMohmm2U4Z1yfiTu,221947,4,4,2017
3001,0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,0UFm20Nq9Si8dynAEFsUQ3,189173,4,4,2017
3002,0.797,0.819,9,-4.351,0,0.12,0.0371,3.42e-05,0.0773,0.581,124.022,4pO2sqvptJF4eEl8ksF1M4,214987,4,4,2017
3003,0.575,0.656,0,-6.764,1,0.0443,0.0128,5.42e-06,0.0993,0.509,118.104,7EJQtFlRZr3du4winFgP9Y,261173,4,4,2017
3004,0.568,0.525,1,-7.789,0,0.0594,0.0791,0.0,0.273,0.203,137.846,3EYgr4w5S3OgFD666JtM1t,221427,4,4,2017
3005,0.74,0.872,7,-3.482,1,0.12,0.0441,0.0,0.26,0.467,102.019,1nZ75qR5XpKnbdck16pI7L,221400,4,4,2017
3006,0.605,0.858,9,-6.419,0,0.0511,0.0108,0.0,0.357,0.519,115.966,3OaQYEEnLUQ0GvG5pcizOQ,275160,4,4,2017
3007,0.665,0.707,11,-5.144,1,0.03,0.193,0.0,0.219,0.391,144.952,4lj28SeDWzreBKHmdVmGYg,156331,4,4,2021
3008,0.643,0.894,0,-6.302,1,0.0596,0.000686,0.00949,0.335,0.4,126.005,0Lhvwdd9mtdmhdNAiKgk7P,166890,4,4,2020
3009,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,6sy3LkhNFjJWlaeSMNwQ62,257840,4,4,2014
3010,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022,5BJSZocnCeSNeYMj3iVqM7,224227,4,4,2014
3011,0.482,0.713,2,-6.017,1,0.0487,0.0969,0.0,0.111,0.263,140.069,7hIRQZhDjab4YgqkkkehV9,241640,4,4,2014
3012,0.467,0.815,7,-7.929,0,0.0524,0.0198,1.23e-06,0.118,0.335,140.047,75hLNJfiXV5k2YGrbGEW51,185080,4,4,2014
3013,0.554,0.85,0,-7.428,1,0.0401,0.00243,0.172,0.108,0.244,120.011,21fq2CKL93mfnYHItpitxg,241107,4,4,2014
3014,0.599,0.854,9,-5.429,1,0.0436,0.0746,0.0,0.278,0.311,119.986,7D49Iig0avHre9RFSUMkd2,234547,4,4,2014
3015,0.46,0.932,9,-5.642,1,0.104,0.0251,0.0761,0.184,0.294,139.95,1Ib5tLTFz8teJPcxZycpj3,250200,4,4,2014
3016,0.634,0.737,0,-5.732,1,0.03,0.113,0.000427,0.114,0.27,89.994,62EsBz11VlUwSu3jFy7Rlo,249573,4,4,2014
3017,0.524,0.518,2,-9.427,1,0.0286,0.905,0.298,0.121,0.133,117.059,1p50TN8eyDm3mJHZVgcTxm,290480,4,4,2014
3018,0.579,0.739,1,-5.266,1,0.0258,0.051,0.0,0.083,0.235,97.976,3qd6wKpFQf4JljGU7y18CJ,257573,4,4,2014
3019,0.683,0.601,7,-6.927,1,0.0308,0.164,0.0,0.119,0.62,98.97,4KANJH1baadr3U7XsVbM17,241267,4,4,2014
3020,0.479,0.708,1,-4.393,1,0.0275,0.106,0.0,0.736,0.342,140.032,4XOVGSQjmxtSbt3pKk0Ouh,247987,4,4,2014
3021,0.294,0.416,2,-11.381,1,0.0432,0.0258,0.888,0.121,0.0615,114.824,22PSLtxaajzAAOPiOzcViz,99760,4,4,2014
3022,0.218,0.891,9,-3.512,1,0.0784,0.000599,1.34e-06,0.0877,0.285,126.917,2JDMJhjJmx2GtMz5HFSTim,202840,4,4,2014
3023,0.523,0.782,2,-4.846,1,0.041,0.219,1.03e-05,0.133,0.164,125.998,1hZk9dktp4yRFTm0TrycuH,214813,4,4,2014
3024,0.738,0.587,10,-6.383,1,0.0661,0.11,5.84e-06,0.0662,0.256,134.971,2bPTlIYvGSBu465KNhW9A2,195556,4,4,2016
3025,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375,1he88AZd2sM9ECcNvVz6TP,250053,4,4,2020
3026,0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077,1g3yj5qV7qrryg5w7hBDQu,239973,4,4,2020
3027,0.467,0.608,10,-7.847,1,0.0704,0.0909,8.83e-05,0.125,0.108,80.957,3EBPojc6Qiy9JArPLmwQFT,211400,4,4,2020
3028,0.498,0.498,0,-8.24,1,0.0494,0.131,0.0,0.0929,0.196,88.085,3dMfqx5iDMUiaOxW6i81Io,191307,4,4,2020
3029,0.704,0.552,0,-7.648,1,0.0964,0.175,0.000169,0.123,0.279,148.044,6SJbe5dxOdk8NQ3cB5kr3m,247187,4,4,2020
3030,0.41,0.482,5,-9.04,0,0.0427,0.062,0.00595,0.161,0.195,145.929,5lEzp5r5nDYtaaSIZgRtpk,355960,4,4,2020
3031,0.614,0.758,10,-5.434,0,0.0774,0.0281,1.18e-06,0.137,0.25,84.969,5PKKJ4fo3ZuGcYKkI79fgf,198267,4,4,2020
3032,0.457,0.578,0,-7.263,0,0.0629,0.614,0.0633,0.144,0.144,87.98,1XHDB8m5YwG3WJ4Tv5TMh2,283227,4,4,2020
3033,0.515,0.731,1,-5.934,1,0.0592,0.00146,9.59e-05,0.0897,0.336,171.004,0kPmcPPkjoyfLhUwHLWrk0,200040,4,4,2020
3034,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,2jo3etFarByI6akx5cyPDg,237520,4,4,2020
3035,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,5AG3LHmg3FyVbRESspoPAD,215627,4,4,2020
3036,0.315,0.616,0,-8.163,1,0.0329,0.0326,0.00247,0.105,0.118,94.987,2cdSh2bMoXZ97vu2zrljRU,195813,4,4,2020
3037,0.665,0.572,5,-6.103,0,0.0303,0.0815,0.00615,0.121,0.139,108.973,5E7FaORv5mrP2xylB1aOHs,361027,4,4,2020
3038,0.245,0.394,0,-9.887,0,0.0374,0.423,2.9e-05,0.093,0.148,115.233,0DpjWHMsfhhTCz3VBLQPDx,190173,3,4,2020
3039,0.586,0.255,0,-9.915,1,0.0388,0.967,0.000111,0.124,0.313,85.057,4DyYFJt4ihkt5cRU5TC3Hx,200470,4,4,2020
3040,0.633,0.634,5,-8.06,0,0.032,0.213,0.000119,0.117,0.6,150.939,4eZEMx539c9l1lLltt88kc,184768,4,4,2020
3041,0.548,0.742,9,-5.741,1,0.0498,0.0184,0.0,0.153,0.31,122.007,078HzFqPH3jEz9oxeDiswD,230573,4,4,2008
3042,0.471,0.849,11,-5.563,1,0.0713,0.015,0.0,0.109,0.196,116.404,79Sb0phmxVj1yyZeXqHJeS,240573,4,4,2008
3043,0.492,0.859,4,-4.274,1,0.0332,0.0659,0.0,0.0756,0.251,92.474,4FOPZ2Gqlc5SfpRzDVHWby,223853,4,4,2008
3044,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,45EcHn5mLcQk963JhfX89K,208107,4,4,2008
3045,0.48,0.719,9,-8.216,1,0.0295,0.119,0.000337,0.078,0.179,150.064,47QnNbbu9LPIN00W6fPO6l,212347,4,4,2008
3046,0.502,0.816,7,-4.826,1,0.03,0.241,0.0,0.107,0.419,92.512,2RcCmXf6FVjQYodJjPU26Z,244440,4,4,2008
3047,0.373,0.902,11,-4.459,0,0.0392,0.113,1.32e-05,0.102,0.268,145.147,3iMkX38lGaH4aVCG9vzZWR,302867,4,4,2008
3048,0.181,0.488,2,-6.485,1,0.0328,0.567,1.1e-06,0.125,0.221,179.502,3gw2yRkdZ5dOHq5W4hJjvm,235147,4,4,2008
3049,0.384,0.568,6,-7.009,0,0.0278,0.379,0.0,0.122,0.3,91.96,0v8FZMsgoKzOW9SkOCzgRB,302667,4,4,2008
3050,0.397,0.817,2,-5.495,1,0.042,0.0966,8.16e-06,0.316,0.416,158.004,4xMTTtwiQzFSSNQ3qLIVjN,266227,4,4,2008
3051,0.315,0.824,9,-4.143,1,0.0336,0.0309,0.0,0.2,0.692,174.01,752hHrDAaLkYUIr6A3oiFE,252733,4,4,2008
3052,0.521,0.155,0,-12.147,1,0.0286,0.947,9.32e-06,0.103,0.16,75.003,3ZkkNU0bFIFKFtiaolalUi,261653,4,4,2008
3053,0.203,0.359,0,-9.943,1,0.0317,0.498,0.00055,0.0652,0.161,174.405,3S7W1ljTNvR8VJNBffVf9S,279320,4,4,2008
3054,0.464,0.698,6,-4.621,0,0.0305,0.348,0.0,0.27,0.158,96.019,2iVun2bQoBharafmFnVtor,182213,3,4,2008
3055,0.657,0.587,8,-6.074,1,0.0279,0.034,0.0,0.0978,0.0968,118.04,6vlhT8tOO7LLtLCiJsvZcZ,184707,4,4,2008
3056,0.224,0.675,2,-5.417,0,0.0373,0.0338,0.000284,0.299,0.111,100.109,3w08ubc7y11UxdZ55tJZvI,354080,3,4,2008
3057,0.382,0.311,0,-9.183,1,0.0283,0.937,2.18e-05,0.129,0.323,75.918,6WXiLXTFg3x1S5sR0jB2nt,258333,4,4,2008
3058,0.572,0.538,2,-6.042,0,0.0306,0.208,0.0,0.133,0.839,131.191,1UvgTNJKD5Ym8lWXFVrDKW,223867,4,4,2008
3059,0.422,0.649,11,-7.114,0,0.0281,0.639,0.0,0.124,0.384,91.145,66X2weQFS8JxfOcPz3L6oy,249240,4,4,2008
3060,0.248,0.511,2,-8.051,1,0.0338,0.68,1.56e-05,0.0982,0.12,173.282,0hT8qdfYu1DBhOQPvGHY6M,251693,4,4,2008
3061,0.778,0.715,1,-5.691,1,0.0328,0.00584,2.37e-05,0.173,0.358,110.001,2dnzykBxQ0KIGdBSjVJ8Hv,150545,4,4,2020
3062,0.501,0.547,0,-10.29,1,0.0319,0.489,0.0324,0.07,0.574,99.853,4mxq9bovQWmjuVKhLOjxku,257600,4,4,2021
3063,0.392,0.264,2,-11.283,1,0.0374,0.885,2.1e-06,0.1,0.337,151.038,056bew5C6In3MlmRm1iFTL,183293,5,4,2021
3064,0.429,0.319,0,-7.697,1,0.0376,0.626,0.0,0.105,0.311,133.858,4KQlxocV5RM2aEDKsx7VzF,246413,4,4,2021
3065,0.67,0.301,11,-9.346,1,0.0316,0.763,0.0,0.234,0.271,113.914,5zYM3YPLXdVURSImtnqvfC,229013,4,4,2021
3066,0.46,0.324,7,-11.881,1,0.0329,0.832,0.0,0.106,0.222,106.113,02YYtvQdE8c2faQUYE7ncd,189480,4,4,2021
3067,0.457,0.349,9,-11.682,0,0.0481,0.829,0.000366,0.144,0.252,71.993,7GrQQUroNTPIVZe18tmRwA,185147,3,4,2021
3068,0.553,0.348,0,-9.067,1,0.0533,0.356,0.0,0.0742,0.388,89.504,2swnIBFHFPImuJEecAMrgR,173107,4,4,2021
3069,0.605,0.361,0,-10.696,1,0.0454,0.719,1.26e-06,0.0687,0.37,127.917,5gRmdNuSG0LR6CozEpVKJM,174413,4,4,2021
3070,0.592,0.539,11,-9.43,0,0.0528,0.809,0.0,0.111,0.426,99.732,5xQgPu9gZKBSjS2FinyB8g,184573,4,4,2021
3071,0.557,0.596,7,-7.917,0,0.0574,0.191,0.0,0.11,0.461,83.97,6f2U3N7Ob6gj41N6FsL5Sw,173013,4,4,2021
3072,0.525,0.365,1,-12.589,1,0.0327,0.767,0.00999,0.104,0.0931,97.0,7rJHRlpQDxYmJA4ZA0Ffcy,309547,4,4,2021
3073,0.54,0.327,6,-11.349,0,0.0332,0.829,0.0,0.0947,0.336,96.504,6Syec1m9xRRdto08izXrY0,172880,4,4,2021
3074,0.489,0.669,2,-7.499,1,0.0375,0.00992,0.000168,0.18,0.294,174.014,3loxLNgQ9kjJOOTPzLNtcc,203147,4,4,2021
3075,0.575,0.466,6,-10.264,1,0.0472,0.8,7.67e-06,0.0953,0.286,94.841,1hjKTJI1b3RVwDgqU1hoPK,188280,4,4,2021
