,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,genre,year
0,0.378,0.566,9,-7.685,0,0.0482,0.149,0.0,0.382,0.196,87.691,7sBwAWyXfiIgrYQ8BaJESH,328907,3,4,2016
1,0.68,0.712,10,-7.184,1,0.0453,0.000803,0.000612,0.237,0.0379,100.009,1C7KSXR2GVxknex6I4ANco,255787,4,4,2016
2,0.429,0.43,2,-11.373,1,0.165,0.338,1.18e-05,0.138,0.125,174.983,03L2AoiRbWhvt7BDMx1jUB,297373,4,4,2016
3,0.582,0.677,7,-7.081,1,0.172,0.0312,6.6e-06,0.122,0.205,193.818,3cjF2OFRmip8spwZYQRKxP,240653,4,4,2016
4,0.787,0.635,4,-8.271,0,0.155,0.0253,0.0,0.357,0.237,130.018,5NFYuqu8V6QXc6mzcLImd6,209413,4,4,2016
5,0.623,0.74,1,-6.942,1,0.307,0.0635,0.0,0.366,0.35,82.877,4PA16FAl8LPmFmOhARawdV,253533,4,4,2016
6,0.694,0.314,0,-7.82,1,0.116,0.611,2.07e-06,0.117,0.341,119.905,4cRBqWBjuccCowYVHFlXK6,333947,4,4,2016
7,0.878,0.406,1,-9.961,1,0.248,0.134,0.000234,0.112,0.784,128.014,3aJkV6DUTSCqOwVwaBDG9B,195053,4,4,2016
8,0.536,0.449,1,-10.499,1,0.103,0.11,1.49e-05,0.284,0.171,99.889,2qLcJOLrh6Djda4uLbldSA,290133,4,4,2016
9,0.834,0.433,0,-9.607,1,0.174,0.0258,0.0,0.633,0.229,133.938,433P7tDcIAi6NLnf4Sh6tI,189853,3,4,2016
10,0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92.287,3O8NlPh2LByMU9lSRSHedm,245227,4,4,2016
11,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,1zi7xx7UVEFkmKfv06H8x0,173987,4,4,2016
12,0.676,0.432,1,-9.51,1,0.502,0.00163,3.84e-06,0.0799,0.12,145.869,5e574bhjycX1eH2l4Auage,220427,4,4,2016
13,0.746,0.475,10,-11.243,0,0.113,0.0175,1.1e-05,0.197,0.292,80.006,3NxAG2ni1lLa8RKL6a0INc,241400,4,4,2016
14,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053,5mPSyjLatqB00IkPqRlbTE,212947,4,4,2016
15,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,3BtuIIrQlkujKPuWF2B85z,263373,4,4,2016
16,0.699,0.255,4,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,3ppVO2tyWRRznNmONvt7Se,106333,3,4,2016
17,0.722,0.252,1,-14.411,0,0.0761,0.0671,0.0,0.0852,0.275,79.923,4BhGTc3Cgay2U1QcTS7vQe,238120,4,4,2016
18,0.395,0.852,5,-5.896,1,0.37,0.0657,0.0,0.262,0.112,76.428,7MjSipTto9QljYzZnloXOn,311960,4,4,2016
19,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,0wwPcA6wtMf6HUMpIRdeP7,267067,4,4,2016
20,0.552,0.153,1,-11.484,1,0.0446,0.961,0.000169,0.0979,0.324,114.094,4kvtTeARye5N1uVEatAyMO,231573,4,4,2021
21,0.748,0.3,10,-9.117,1,0.069,0.917,0.00177,0.0969,0.552,147.92,2fWqSdxPUvyRqhVWFoAh90,186707,4,4,2021
22,0.636,0.281,4,-9.51,1,0.126,0.928,2.98e-06,0.0986,0.574,104.4,5Ydns4nO6wAI5Lt6o9Ngxo,165632,4,4,2021
23,0.648,0.259,0,-8.883,1,0.0384,0.853,0.0,0.0981,0.327,120.94,5TzisjdKWNCJC3FuwbKsjg,228673,4,4,2021
24,0.616,0.147,8,-14.41,1,0.0375,0.813,0.0,0.0979,0.3,139.484,57Fuayo10umQQX4Rxn9jvA,221587,4,4,2021
25,0.542,0.303,8,-8.47,1,0.0328,0.771,0.0,0.119,0.27,157.818,4R6Nr3xQiNnphLCPb5Dyhd,185550,4,4,2021
26,0.695,0.731,10,-7.114,1,0.199,0.0606,0.0,0.317,0.556,126.066,5tmHc2HW2xaMkUmI4s15nC,166667,4,4,2021
27,0.265,0.929,2,-3.843,1,0.0486,0.00199,0.0,0.234,0.608,72.707,0BvovUjRDfBvC0bwe0pNnU,219813,4,4,2020
28,0.522,0.474,6,-7.542,1,0.0478,0.236,6.99e-05,0.0993,0.101,65.72,22IGB30RY5T1YhshQJPH7e,214440,4,4,2020
29,0.602,0.455,4,-9.319,0,0.0407,0.604,2.08e-06,0.0735,0.152,77.571,3QanoftWqAifldurYTfRP3,212253,4,4,2020
30,0.61,0.612,7,-7.72,0,0.0502,0.00393,1.2e-05,0.0779,0.297,126.195,0qUPgNfVwz0JLQJUsfcqXV,186920,4,4,2020
31,0.674,0.633,1,-5.774,1,0.0449,0.00445,0.0,0.0711,0.571,119.967,3B79I1HRHySOUsVU5STELN,191213,4,4,2020
32,0.5,0.599,10,-7.72,1,0.0471,0.224,5.86e-06,0.0989,0.168,149.993,4zJubtjFPx3GbPQwJLcLZx,257133,4,4,2020
33,0.457,0.621,10,-5.923,1,0.138,0.218,0.0,0.0944,0.634,85.359,5QZKcQDp0tCcvMdyqEciBV,224638,3,4,2020
34,0.6,0.207,10,-8.617,1,0.0389,0.908,0.0,0.0954,0.301,110.834,6NEdt9OryZ10nbRYpiqioN,165347,4,4,2021
35,0.735,0.689,7,-5.41,0,0.0513,0.00381,0.00146,0.409,0.71,116.94,5bPsRW5aoUmqgsR8jadWnc,156168,4,4,2021
36,0.534,0.65,8,-6.298,1,0.171,0.206,2.47e-06,0.0722,0.734,107.009,4nPlcbF1bvZJAYLuaM0Lu0,178075,4,4,2020
37,0.51,0.697,4,-5.128,0,0.0543,0.0326,9.05e-06,0.113,0.515,122.774,6WSkgEE44Z1OSnRBFiFNV2,188571,4,4,2020
38,0.871,0.815,4,-4.439,1,0.0477,0.127,6.18e-06,0.094,0.823,122.959,0IqCoZ168iRc9LqfrYgpZy,176575,4,4,2021
39,0.722,0.936,6,-4.404,1,0.178,0.00104,0.0764,0.304,0.118,127.95,6HeKrqik6GxcbdKsk7FRnt,215625,4,4,2021
40,0.615,0.965,7,-5.967,0,0.0615,0.000625,0.194,0.0954,0.133,128.038,10IWiPjcInaLTvKKrrhXxc,176250,4,4,2020
41,0.709,0.66,4,-5.387,1,0.0753,0.133,0.0,0.131,0.476,82.972,6MLA3OD1vBqdZPPJqKls8Q,146375,4,4,2020
42,0.584,0.547,7,-8.502,0,0.382,0.655,1.64e-06,0.134,0.56,83.917,3oOREk4EQiziBumyvPJx5p,160000,4,4,2021
43,0.291,0.296,9,-14.995,1,0.0328,0.613,0.0572,0.108,0.0387,138.255,72StImpp18scarSVgnZ6Ie,254093,4,4,2021
44,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,2xEy2Z8DY2Tl8ARKKKWZsP,239836,4,4,2021
45,0.576,0.766,10,-4.943,0,0.449,0.0278,1.71e-06,0.366,0.236,144.836,7ivAM9VQhCNKWqtO78Znz8,246761,4,4,2021
46,0.789,0.72,8,-5.652,0,0.217,0.223,0.0,0.129,0.664,122.031,44e8FdWwwkQwNmGcEhpGH3,166794,4,4,2021
47,0.874,0.497,6,-5.484,1,0.0562,0.22,0.0,0.0761,0.542,106.025,3XEQfEa0yTwJw6St23joQx,204502,4,4,2021
48,0.69,0.377,7,-13.609,0,0.11,0.39,0.917,0.131,0.0391,165.051,77XjgUZr97a2c3vH8mrcyY,105126,5,4,2021
49,0.832,0.549,1,-8.259,0,0.0602,0.168,0.0,0.11,0.384,140.045,3UPlsXbx5CM8jV8OD8qrQe,181496,4,4,2021
50,0.842,0.222,4,-16.292,1,0.0911,0.92,0.967,0.15,0.797,164.085,0bf2jADtGLwZIo6SIcNBlz,132891,4,4,2021
51,0.853,0.166,7,-16.23,1,0.178,0.909,0.948,0.0677,0.442,140.043,5EiVCNqwPZ5oCT216XZhSR,118606,4,4,2021
52,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,1iukebvkwAYDmaFCBNfXDz,152913,4,4,2021
53,0.597,0.527,10,-8.658,0,0.0412,0.127,0.0,0.14,0.535,123.946,1cc841nTsgfXRkAit7hebN,168387,4,4,2021
54,0.677,0.714,11,-5.637,1,0.0287,0.158,0.0,0.0717,0.354,94.958,2nVua38TDO3eHa0jYZkA2n,136568,4,4,2021
55,0.77,0.786,11,-3.909,1,0.368,0.189,0.0,0.129,0.837,126.764,7CIGC0ItIpwaJCuW5BIS9E,159715,4,4,2021
56,0.69,0.164,11,-19.241,0,0.0397,0.824,0.922,0.118,0.126,140.038,504RJ7UsxKWs3AxL4sIrvz,125657,4,4,2021
57,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979,60lU0SjKqcdOXCkVrFPOH5,189467,4,4,2021
58,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,2Y8odJTUfTIctdywdfwr4X,188344,1,4,2021
59,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,5ozNzIcIjEDg2q1Qg7GpKh,214290,4,4,2021
60,0.824,0.733,1,-5.474,1,0.0614,0.0362,0.0,0.325,0.395,97.971,6bwqBWzV9j6wzf5f0pORwp,284387,4,4,2021
61,0.538,0.0465,0,-13.602,1,0.0595,0.936,0.928,0.091,0.162,119.653,2bZKcF77WSymidnfZW7Htw,125609,4,4,2021
62,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.118,0.497,145.843,6QTiqn5J8FUD4wwM2Zi6pI,208520,4,4,2021
63,0.391,0.864,4,-2.841,0,0.0731,0.00409,0.0,0.1,0.523,176.016,7x6c1mXzvRL8phTMt7aBx8,228760,4,4,2021
64,0.391,0.339,1,-8.838,1,0.0336,0.954,0.762,0.112,0.0978,88.89,09dK9p0hrqBY1X6FD7UFHv,139369,4,4,2021
65,0.872,0.519,11,-6.531,1,0.177,0.203,0.0,0.108,0.154,95.006,4I845Hgcmn7gLRLjlqbYW5,175230,4,4,2021
66,0.862,0.631,7,-4.746,1,0.0515,0.291,0.000209,0.123,0.841,128.978,2si2Q6PrrdQD5ipbzN5wLf,223488,4,4,2021
67,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.029,5wQ13hLuDbBB2Pfg7nknNz,121680,4,4,2021
68,0.602,0.725,6,-3.054,1,0.0393,0.174,0.0,0.0786,0.304,122.803,1UQb9QuqpGcZYLfRx7wt7B,239853,4,4,2021
69,0.832,0.638,9,-7.307,1,0.19,0.000245,0.0,0.0925,0.574,173.873,7muMYAjyDEpBvJEj4ZJxsF,93920,4,4,2021
70,0.938,0.639,8,-4.696,1,0.188,0.0171,0.0,0.111,0.317,97.07,1eT3Ln7aDwAh0yXtdTk11f,158332,4,4,2021
71,0.871,0.646,11,-5.384,1,0.191,0.199,0.000756,0.056,0.812,124.984,0Ez3F4iAghlxm0YqJHbUES,207720,4,4,2021
72,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,22fdAz35zX3rOIPq5dDuWP,162547,4,4,2021
73,0.72,0.776,7,-4.92,0,0.153,0.551,1.34e-06,0.362,0.858,140.028,2RSaBzLhtLF0TvLZyTRPID,222857,4,4,2021
74,0.517,0.747,6,-4.74,0,0.295,0.0189,7.32e-06,0.0821,0.506,102.033,18vYMGQ6gpFS8qLUGsNLgA,171980,4,4,2021
75,0.831,0.743,8,-5.355,0,0.0342,0.384,0.00147,0.0825,0.879,121.99,2D1dVw6rAUKvLnMpqxGhhS,203586,4,4,2021
76,0.827,0.757,6,-2.985,0,0.0564,0.283,1.56e-06,0.102,0.374,95.983,0SzXHSO5ui6DsQ0RppLOlu,185195,4,4,2021
77,0.855,0.331,7,-8.652,1,0.07,0.41,0.00131,0.152,0.652,98.03,6PlRzozu0eJlTMQfgl28i1,194776,4,4,2021
78,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,5PNC6aiCJxKskqn0IDeOvE,110886,4,4,2021
79,0.478,0.82,0,-5.093,1,0.373,0.222,0.0,0.575,0.473,79.228,506wV0pv5D13DL9Nuz5Nbb,220996,5,4,2021
80,0.528,0.733,7,-5.213,0,0.0558,0.137,0.00134,0.217,0.598,123.925,3OybCOdDtIgMFg70lenc82,205773,4,4,2021
81,0.448,0.352,0,-11.504,1,0.047,0.813,0.00119,0.14,0.221,72.111,0BzX1FvjgdpvDaSFCn8ZTz,185147,3,4,2021
82,0.865,0.511,0,-6.983,1,0.0362,0.544,9.38e-05,0.102,0.774,129.059,2vbmEqeL0h2iOsuFyThtGB,245755,4,4,2021
83,0.808,0.66,0,-6.237,0,0.0395,0.0358,0.0,0.138,0.804,107.994,3yqOJlivNEEKsoBuGfmvZs,235556,4,4,2021
84,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,51PPzG6DHQejNjYSqdvoJg,238805,4,4,2021
85,0.772,0.484,1,-6.997,1,0.0451,0.224,9.7e-05,0.0671,0.844,105.006,0TtWIZY6fsaneHh5fCJlc6,176286,4,4,2021
86,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,2b1DRacpUFiD3wbWGmApHA,173307,4,4,2021
87,0.743,0.685,4,-6.863,1,0.0973,0.0664,6.66e-05,0.0884,0.442,109.991,7Dr5Bc52bv8OO4uQDLiN9t,274320,4,4,2021
88,0.447,0.608,2,-7.294,1,0.103,0.587,9.44e-06,0.436,0.169,180.558,0pxSWLTNNDqVfCttX1iodN,215508,4,4,2021
89,0.559,0.641,0,-7.655,1,0.0378,0.173,0.00354,0.0965,0.355,74.294,4nPjlKryZ9OS3wdQYewhS5,231701,4,4,2020
90,0.778,0.601,2,-7.626,1,0.0422,0.0715,0.0197,0.123,0.874,141.962,2h1pysjswUCyF96jjHffk9,244979,4,4,2020
91,0.61,0.917,7,-4.288,0,0.0441,0.0341,0.00159,0.128,0.44,142.978,3cdHlC49mpIfyhynnyXIO5,213610,4,4,2020
92,0.861,0.62,7,-4.73,1,0.0552,0.305,4.99e-05,0.125,0.824,128.972,2jUaJxe16n1wcbR2yzEF6P,223488,4,4,2020
93,0.836,0.687,7,-4.855,1,0.0487,0.052,0.00437,0.0716,0.679,124.029,6by2bMg5jaHURxXhcY99hQ,180357,4,4,2020
94,0.826,0.544,1,-6.091,1,0.0709,0.251,2.73e-06,0.107,0.81,122.997,13YceywPGFZCIiFN5oyMPz,231898,4,4,2020
95,0.916,0.788,11,-3.656,1,0.0575,0.00497,1.73e-05,0.21,0.968,119.063,0hwwIaWzXWeRLtGJ458gHu,168737,4,4,2020
96,0.652,0.621,0,-4.954,0,0.0283,0.0984,0.00142,0.0778,0.813,99.01,1DOMesJ7CQqJy7pgzghCS4,187171,4,4,2020
97,0.743,0.359,2,-8.316,0,0.0268,0.435,0.00155,0.105,0.452,110.018,0CT0h50teLJ4SIkMQ6dDhg,198125,4,4,2020
98,0.84,0.624,9,-4.925,0,0.136,0.0155,0.0,0.051,0.472,89.052,2Qg785iZXTiejkPc8XJUfH,221865,4,4,2020
99,0.841,0.523,9,-8.617,0,0.034,0.0721,0.0494,0.132,0.481,113.017,4UbDt337jO61za8Up1HbLz,188367,4,4,2020
100,0.68,0.683,2,-7.098,1,0.0634,0.499,0.0607,0.0786,0.807,157.08,5cQvCj6Yk7tz9VKTt1yUiW,182336,4,4,2020
101,0.521,0.53,9,-11.511,0,0.036,0.554,0.000503,0.372,0.32,95.185,7AgL2BrY0cqigAUcjPbaCS,180533,4,4,2020
102,0.661,0.643,0,-7.655,1,0.0319,0.168,0.0034,0.0966,0.36,148.994,4Kjo34blxmLG5HNUKEvHRM,231701,4,4,2020
103,0.778,0.598,2,-7.626,1,0.0423,0.0718,0.0211,0.122,0.874,141.965,6gKjueO32MnERRo04gpJ8v,244979,4,4,2020
104,0.61,0.918,10,-4.288,1,0.0438,0.0342,0.00214,0.127,0.446,142.978,56Y6V54T1d4ywfZMfk8DUS,213610,4,4,2020
105,0.862,0.631,7,-4.746,1,0.0515,0.291,0.000209,0.123,0.841,128.978,3GZoWLVbmxcBys6g0DLFLf,223488,4,4,2020
106,0.838,0.688,7,-4.855,1,0.0488,0.0554,0.00543,0.0718,0.677,124.031,44BRUyCuz4zXCKZKbtexaI,180357,4,4,2020
107,0.824,0.545,1,-6.062,1,0.0708,0.269,0.0,0.0928,0.827,122.999,4CwcIiZQvy4d9SxAUn5OaJ,231898,4,4,2020
108,0.911,0.811,11,-3.637,1,0.0509,0.00492,6.21e-06,0.209,0.97,119.054,35arSG83D9FCN2Ts0qOuoc,168737,4,4,2020
109,0.652,0.617,0,-4.985,0,0.0282,0.0977,0.00101,0.0803,0.808,99.004,5onZuxRi4c5ABmTD7IePhI,187171,4,4,2020
110,0.74,0.359,2,-8.317,0,0.0269,0.433,0.00248,0.103,0.467,110.004,1973YYLwLdOLGOsUH9VOdd,198125,4,4,2020
111,0.712,0.625,9,-4.925,0,0.29,0.0154,0.0,0.0509,0.48,177.94,3VDOw02xemSobR1mdkn6sE,221865,4,4,2020
112,0.841,0.524,9,-8.617,0,0.034,0.0756,0.0536,0.132,0.481,113.021,3ssQwT97KP7BTUtWoQTm4x,188367,4,4,2020
113,0.679,0.682,2,-7.096,1,0.0627,0.494,0.0558,0.0786,0.799,157.064,14rNxRzrnsyqDZ8PRfV1k3,182336,4,4,2020
114,0.521,0.532,9,-11.492,0,0.0357,0.563,0.000435,0.386,0.326,95.19,6ImXK5OiLPL2e0KfikOur6,180533,4,4,2020
115,0.879,0.58,2,-4.797,1,0.0883,0.00626,0.0433,0.0653,0.312,92.004,1T3E8z6VMXSsACrBSQHTkN,211304,4,4,2018
116,0.529,0.981,1,-1.293,1,0.134,0.00217,0.0207,0.495,0.447,155.073,52wqMbmCqeTw37jd4zFAWr,199742,4,4,2020
117,0.614,0.948,6,-4.375,0,0.084,0.0042,0.511,0.28,0.215,106.488,7HNwrtEdU98eLfeB7ei3mt,306734,3,4,2020
118,0.639,0.644,7,-4.424,1,0.0649,0.00153,3.64e-06,0.0827,0.672,165.973,2ca3Fvpl9VVPrij19IHlqJ,194323,4,4,2019
119,0.515,0.609,0,-5.879,1,0.0683,0.000937,2.12e-05,0.21,0.434,158.63,3VljadXiA3G7Ggt7tBcihk,203571,3,4,2019
120,0.675,0.533,6,-6.944,0,0.0505,0.121,0.0,0.275,0.189,129.944,1Ea7TG6Cw4ujUDKRkqGGW6,217743,4,4,2019
121,0.758,0.719,4,-6.127,0,0.0384,0.00569,0.00119,0.0788,0.131,115.042,08rTawsConP932IiqH9mQg,233726,4,4,2019
122,0.75,0.816,5,-3.768,0,0.0405,0.169,0.0,0.0704,0.714,119.965,2EzWLwgvU7l6KGCmFt3OS4,157010,4,4,2019
123,0.667,0.249,0,-12.559,1,0.0349,0.86,2.25e-06,0.154,0.243,95.0,5CpjD7CFeD8fqASFiPflgA,137886,4,4,2019
124,0.69,0.849,4,-5.99,1,0.0406,0.0154,3.75e-05,0.122,0.468,129.917,7wUqVBfU93sWDbyTqGluGL,237786,4,4,2019
125,0.642,0.365,7,-7.78,1,0.0377,0.366,0.0,0.353,0.356,77.361,6GSuSa1nufVkfvGS4udfxQ,247962,4,4,2019
126,0.548,0.774,10,-4.97,1,0.0985,0.271,0.000137,0.282,0.294,149.98,6QuDHK5FwGn4wmzCZhQzA7,184320,4,4,2019
127,0.688,0.544,8,-4.826,1,0.0609,0.439,0.0,0.238,0.407,134.619,4r9N5SAdoLzLRQj4Zf4Bj5,168056,4,4,2019
128,0.643,0.584,7,-8.182,1,0.0614,0.00246,0.0858,0.0979,0.226,179.87,5O3XjW4uyd7FsX0uTVVsrc,214913,4,4,2019
129,0.552,0.153,1,-11.484,1,0.0446,0.961,0.000169,0.0979,0.324,114.094,2IlLQcASGHJjJGyZnKjRAN,231573,4,4,2019
130,0.79,0.857,6,-4.645,0,0.0625,0.00092,2.59e-06,0.0786,0.49,100.022,2u3RrPKXB3mb2v0i75x1Ir,175200,4,4,2020
131,0.691,0.64,0,-6.803,1,0.165,0.0365,0.0,0.119,0.552,89.002,0VcG40rmeEpUrAhPgPf6zh,146799,4,4,2021
132,0.849,0.312,1,-10.535,1,0.0613,0.0411,0.895,0.103,0.494,99.997,1reWqUNMwp5ciYLIufmWLI,149040,4,4,2019
133,0.616,0.801,2,-5.575,0,0.0602,0.31,5e-05,0.278,0.629,95.054,3BXWEWSrpRYmkaOjpfmyME,231826,4,4,2021
134,0.717,0.692,1,-4.859,1,0.133,0.599,0.0,0.127,0.737,76.023,3IM9nuZHmJ2qGfBAAP0qcl,183783,4,4,2020
135,0.498,0.358,6,-10.23,1,0.0375,0.298,0.0,0.168,0.126,94.535,0A8cJT245zXmWhcQWbtmw3,252773,4,4,2014
136,0.526,0.608,10,-5.776,0,0.169,0.127,0.0,0.113,0.372,93.311,3tPHvT1HIHGXnOh204vGnX,239751,4,4,2018
137,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,1cPWughgzWBJa3PPVPjrmO,199849,4,4,2018
138,0.655,0.603,8,-5.014,1,0.0555,0.0959,0.0,0.107,0.452,126.088,06gzWmTDhFTlYTnIlGcOsu,190643,4,4,2018
139,0.652,0.555,9,-6.608,1,0.032,0.137,2.18e-05,0.09,0.107,103.043,7eCcdP2vCfO7MOlSfxFEUR,216931,4,4,2018
140,0.759,0.604,8,-6.663,0,0.051,0.141,0.0,0.149,0.418,121.096,3p99wnGNUZ699SR8a0WrT3,196121,4,4,2018
141,0.934,0.564,11,-4.806,1,0.0638,0.461,1.84e-05,0.101,0.543,115.092,27VpbzZvYkt5B9xLcWL4Sb,193604,4,4,2018
142,0.812,0.67,5,-4.008,1,0.0901,0.172,3.29e-06,0.253,0.654,125.087,17lJKvKGafJSXXCkMgIz5s,183427,4,4,2018
143,0.604,0.405,10,-8.279,1,0.0597,0.735,0.0,0.105,0.0861,103.98,0s7RKr4U6FyDgZ95BU1XiH,210422,4,4,2018
144,0.728,0.448,0,-7.508,1,0.0541,0.6,1.11e-06,0.131,0.385,62.526,3IAVf2B5Omk3gy9JwDE42f,214425,4,4,2018
145,0.748,0.813,0,-6.687,0,0.0704,0.183,0.0518,0.424,0.445,116.962,7kIwWa4Vp22J4djxBXkPpo,688742,4,4,2018
146,0.778,0.619,1,-5.361,1,0.068,0.182,0.0,0.0947,0.288,118.019,44laVOWo65GiS1Y0rkOlvv,232551,4,4,2018
147,0.594,0.762,0,-5.457,1,0.0581,0.0536,0.0,0.127,0.574,154.791,6nVSqYJjwLHfqAgaIbgwWs,230728,4,4,2018
148,0.666,0.736,11,-5.363,0,0.137,0.00539,0.0,0.0613,0.477,110.389,7KHUrrw2wHtoP7ip5cHQx0,222885,4,4,2018
149,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047,3ruA1Kfcd7WZLMXR1O5W8K,214265,4,4,2018
150,0.699,0.714,9,-6.333,0,0.0948,0.131,0.0,0.0553,0.453,99.917,2nJCmhPrPOHZcULTDVfWaM,234308,4,4,2018
151,0.571,0.881,11,-4.791,0,0.0605,0.0457,0.0,0.339,0.618,129.976,19NLOUneLszhzQSgubwcBa,299573,4,4,2018
152,0.618,0.758,8,-4.368,1,0.0392,0.336,0.0,0.162,0.548,90.08,1eozbrV4HbSn9FKO9ujN2N,222680,4,4,2018
153,0.277,0.874,4,-5.22,0,0.0414,0.0307,0.0,0.351,0.185,94.977,45Ozi7D8uAhTlzUrYfSvYA,270840,4,4,2018
154,0.456,0.696,2,-4.756,1,0.0398,0.0162,3.65e-06,0.918,0.271,115.983,4z8Kmk1kGKIWTO5PICTWHg,416400,4,4,2018
155,0.692,0.797,8,-5.545,1,0.0376,0.104,6.64e-06,0.48,0.475,119.987,4JZYNnE9KqlXDFsUAqnR9n,262533,4,4,2018
156,0.575,0.854,11,-5.112,0,0.0407,0.124,0.0,0.181,0.453,98.913,3hpAr1RTZHUKTk5ey3M0PQ,301973,4,4,2018
157,0.613,0.522,0,-6.814,1,0.115,0.567,0.0,0.13,0.447,59.406,0eXb8Kgkm9UcMMQPIxk3wE,235545,4,4,2018
158,0.647,0.679,6,-6.224,0,0.262,0.0932,0.000365,0.085,0.667,115.937,3zzrKCO0OA85eemnlQnQ7c,169092,4,4,2020
159,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,110utfuF28YdGbEzmQKhsa,189960,4,4,2015
160,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,4HIFdhiDON9DaDFGlgvS0j,231013,4,4,2015
161,0.613,0.765,11,-6.582,1,0.0441,0.082,1.25e-06,0.092,0.299,103.951,3ZjXWP86wUJzqDoB24cjw0,239920,4,4,2015
162,0.532,0.599,6,-6.543,1,0.0333,0.00784,0.0,0.14,0.113,130.019,15ZsnNzAgRpkKxbc7GRUG8,238200,4,4,2015
163,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,4AHmOwMJjn5kDlobANEpbY,235493,4,4,2015
164,0.501,0.704,3,-5.64,1,0.0326,0.284,0.0,0.155,0.27,97.039,1ItRjZphMFm3Rgii4undfu,203453,4,4,2015
165,0.618,0.837,6,-6.142,0,0.0515,0.032,0.0,0.0475,0.434,126.082,7dP0eYnhs4lTVDm7kQ1sD2,219493,4,4,2015
166,0.63,0.886,5,-5.216,0,0.076,0.0107,0.00011,0.214,0.824,165.012,53km4kLvnpiKfTpHffZrQO,196547,4,4,2015
167,0.644,0.866,1,-5.687,0,0.0341,0.0121,0.0,0.0719,0.39,114.927,30TDqHl8iRdjpIHwU5NhlF,226960,4,4,2015
168,0.693,0.727,10,-5.364,0,0.0749,0.00365,0.0,0.0576,0.746,121.937,2JN3Ry9i4QucmMaYai03d6,194773,4,4,2015
169,0.41,0.327,1,-7.663,1,0.0301,0.547,0.0,0.0763,0.283,101.861,7KbXhOn1HsfrN5mPi73Gsu,236867,4,4,2015
170,0.54,0.766,4,-5.148,0,0.07,0.000248,0.0,0.641,0.176,98.932,2QHMYOwnUuXCyB2flj8mFa,224400,4,4,2015
171,0.595,0.797,8,-5.828,1,0.0352,0.00259,0.0,0.11,0.425,135.0,5T6qrFtpOZkmCWQycD0Sh3,189667,4,4,2015
172,0.805,0.38,10,-9.713,0,0.0352,0.322,1.33e-05,0.0629,0.653,133.926,55BrqIk1gCIJsULozi4OzG,264720,4,4,2015
173,0.494,0.582,0,-4.769,1,0.0266,0.102,0.0,0.0798,0.416,82.025,30p0klayCW8WvkcTehVvqs,267733,4,4,2015
174,0.735,0.809,1,-6.609,0,0.0838,0.0146,0.0,0.331,0.777,128.036,4KNtcV5N2R1htsB2gO4ciH,256453,4,4,2015
175,0.757,0.738,1,-6.207,0,0.041,0.000485,0.00132,0.0807,0.492,119.998,1dRbrDgfES2GYg5fo2dX4b,243653,4,4,2015
176,0.606,0.801,7,-6.241,1,0.0838,0.0105,0.0,0.104,0.426,95.019,6INVFZvIutGUpHZXpSIZYJ,300053,4,4,2015
177,0.551,0.832,4,-6.186,0,0.0354,0.0183,0.000609,0.0751,0.547,100.987,3KMWMoM53HfRDH0OJyWoY7,319120,4,4,2015
178,0.744,0.794,1,-7.159,1,0.0453,0.0123,0.0,0.0877,0.656,120.019,79TNteMaPdIfi2Z76KL8xR,234467,4,4,2015
179,0.451,0.348,9,-13.861,1,0.0308,0.0102,0.0,0.21,0.469,75.826,3nFUg5iCHSx1voWGBMwnl2,236827,4,4,1970
