danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.631,0.858,9,-4.671,1,0.0316,0.00287,0.26,0.0913,0.828,131.995,3NOFUE0bU7i2H7vaa79Obl,210747,4
0.681,0.871,10,-3.887,1,0.0383,0.0277,0.00165,0.242,0.417,124.034,4pe7IcXDjag96WLgJ0yaGK,212267,4
0.598,0.361,8,-6.658,1,0.0261,0.289,0.117,0.151,0.306,67.967,2NW0ZgE2BVRE8fwBtfTd4x,191227,3
0.441,0.782,0,-4.515,1,0.0288,0.00733,0.0252,0.105,0.204,83.372,5FRhJFd0yP2j99iNLcmRWW,212680,4
0.629,0.85,1,-3.653,1,0.0261,0.00802,0.0284,0.155,0.526,104.033,0mFSV2Bawz8i9wnlc9eYme,207533,4
0.605,0.748,0,-4.208,1,0.0286,0.00723,0.0196,0.127,0.492,95.999,6IO9VY11nOl5k596L4mvFY,214053,4
0.473,0.714,5,-6.495,1,0.0288,0.151,0.000328,0.389,0.414,150.497,0f2QUhWLaFJ28laxdkfO9x,219640,4
0.382,0.937,4,-3.62,1,0.0875,0.144,2.38e-06,0.543,0.34,179.702,5waiO1Ia2QKTmxubLKPbRS,200507,4
0.624,0.817,4,-4.403,1,0.0312,0.037,0.247,0.358,0.439,113.028,5dn0Sn7oEwq5Q3Hg5C7W0s,200600,4
0.46,0.868,4,-4.489,0,0.0619,0.00608,0.0399,0.0751,0.582,181.995,1KhXD3tMhAWv2f461ZTVBj,282147,4
0.309,0.915,6,-3.969,1,0.0526,0.0172,0.00559,0.462,0.648,155.739,6Kvo7awA6wOELsg4fQUEVS,240378,4
0.634,0.746,3,-4.212,1,0.0346,0.000737,0.168,0.262,0.515,137.967,2B59bBUixpUKHhOYdElNGv,206141,4
0.701,0.656,4,-6.593,1,0.0265,0.245,0.164,0.0627,0.665,114.425,33EAXRL27QIjSVA5x6zEMq,312267,4
0.642,0.766,2,-6.82,0,0.0401,0.0407,0.000103,0.0593,0.593,134.185,4bO6DljpuAeQh6HS20i0I5,504333,4
0.437,0.965,4,-4.448,1,0.136,0.326,0.00028,0.144,0.766,172.428,6HMFtoMvv6n6Q2eOyPFyne,248893,4
0.698,0.526,4,-8.955,1,0.0315,0.687,0.124,0.201,0.25,122.555,3brm8qxTrdnbvuEOCloIch,389333,4
0.608,0.213,4,-16.502,1,0.0291,0.925,0.243,0.113,0.111,93.689,5hbxfDA0SZbyIilb9NUjqx,503173,4
0.562,0.357,4,-11.407,0,0.0351,0.849,0.184,0.0805,0.617,143.174,0XxwUSwxbM6ddzK5WiMtou,418000,4
0.614,0.385,7,-9.911,1,0.026,0.397,7.14e-05,0.263,0.273,97.59,20w8V9fQINxZILwatU8mXm,278036,4
0.737,0.826,11,-6.185,0,0.033,0.213,0.00374,0.304,0.625,108.106,26fF37DpBVguwC0Uqf069x,217267,4
0.214,0.423,8,-9.454,0,0.0323,0.53,0.876,0.119,0.136,76.145,60bF2b61f7Q5Bt82QCBwvc,419773,4
0.514,0.825,0,-5.135,1,0.0487,0.000286,0.293,0.607,0.655,125.274,6rvldt6EoZwzogApECUCwd,207147,4
0.529,0.768,7,-5.51,1,0.0566,0.00224,0.00075,0.297,0.769,127.316,6yl8Es1tCYD9WdSkeVLFw4,210880,4
0.43,0.6,5,-8.259,1,0.067,0.0016,0.925,0.128,0.437,99.187,1nUk7iNwJ26jIhNaEHt910,173653,4
0.466,0.943,0,-4.551,1,0.0533,0.00126,0.607,0.424,0.544,123.796,3yGEXeeMSZtXoEvfcLFF1m,253400,4
0.737,0.425,0,-8.215,1,0.0483,0.393,0.00238,0.091,0.309,106.346,6vLemwLlTYDqQqbtXHRLRN,349920,3
0.392,0.887,4,-4.733,0,0.0463,0.00562,0.00821,0.141,0.282,107.677,2P884dqfjksDMSzUZksfrS,312893,4
0.543,0.926,0,-5.015,1,0.0544,0.0385,0.0272,0.0788,0.493,122.659,0dY2imDqcunCyIWoBfrcxB,231773,4
0.364,0.985,9,-5.905,0,0.0795,3.53e-05,0.801,0.0414,0.273,144.513,4LZyChIF8hKAAtGuPsvKCY,181360,4
0.371,0.909,4,-5.704,1,0.101,0.000341,0.508,0.0894,0.48,132.885,1Qf7H7d1TNP8VfPVDRLY0D,353693,4
