,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,genre
191,0.56,0.734,0,-3.973,0,0.121,0.064,0.0,0.08,0.467,75.836,5hU0E73cTNlotNqFYQKIO9,265347,3
192,0.478,0.809,3,-3.855,1,0.104,0.12,0.0,0.103,0.273,148.191,65GPdSkPFMMwlZrhcdfqLR,262347,3
193,0.734,0.892,2,-1.856,1,0.125,0.0648,0.0,0.58,0.605,138.031,4GVD0FIBo08FSAy3tbIY7g,303533,3
194,0.771,0.895,9,-4.805,1,0.253,0.0499,0.0,0.571,0.771,96.576,0wpYoahTjbbM3gFwQWRBfL,181920,3
195,0.571,0.948,1,-2.906,0,0.156,0.249,0.0,0.0943,0.509,88.784,09uBWdhWlfYwmGu0hdZRgI,257627,3
196,0.706,0.872,10,-1.861,0,0.0314,0.0682,0.0,0.353,0.702,138.054,6AcD073mcWSzurynzBPItv,207907,3
197,0.351,0.734,10,-6.375,0,0.341,0.117,0.0,0.219,0.338,81.897,3uK1BbfKzBP4XraL6eGQlL,248560,3
198,0.59,0.775,11,-3.764,0,0.0566,0.00118,0.0,0.612,0.465,140.111,12J0z9Au2utHX5Z4CiAK2s,305760,3
199,0.819,0.601,11,-5.339,1,0.067,0.00208,0.0,0.111,0.448,130.057,4oeh8d6p8nLcPB4KdWbN5v,230733,3
200,0.727,0.748,8,-3.373,1,0.103,0.0465,0.0,0.554,0.327,128.014,1YRUK7tSFEwoEF8w63xoVq,246413,3
201,0.602,0.825,7,-3.213,1,0.351,0.000269,0.0,0.629,0.783,141.219,4lvoTtMRbdkFsYupbqWjkd,252293,3
202,0.462,0.475,6,-7.934,0,0.0745,0.691,0.446,0.12,0.191,135.943,3rKx59mSVYUJS1EruGxGBt,176471,3
203,0.632,0.644,2,-5.999,1,0.0454,0.06,1.81e-05,0.17,0.112,86.007,0eCFVpSm0S34D44WnqRXVT,161743,3
204,0.73,0.535,2,-9.028,1,0.0436,0.0732,7.36e-05,0.163,0.555,110.012,17GJhdtJSpUmqQEbWg7o3v,156923,3
205,0.739,0.325,7,-8.934,1,0.162,0.217,0.0,0.124,0.139,73.002,197fj5BdOn5ZaT4EC84hs1,157710,3
206,0.652,0.566,6,-6.73,0,0.0862,0.174,0.0,0.109,0.374,133.941,08eagREy8O7JA9ipeHGsjp,204851,3
207,0.443,0.536,4,-8.187,0,0.0378,0.0194,4.24e-05,0.1,0.0391,121.967,4Knb7Rq5xr3nLK7w3eojue,283285,3
208,0.42,0.419,9,-9.189,0,0.0485,0.429,0.0,0.486,0.11,125.153,3IYkU8sZTjMBWNPXaT2MIJ,143196,3
209,0.695,0.669,9,-7.144,0,0.387,0.189,0.0,0.544,0.447,150.407,0lnwtc5uNiBpnrXebjVy5f,137600,3
210,0.729,0.503,0,-8.229,1,0.081,0.111,0.0,0.123,0.152,134.927,1plyOk5XeAODoIcAgPhbtc,152920,3
211,0.679,0.57,2,-6.079,1,0.0949,0.08,0.0,0.578,0.369,150.112,3K4VabUV1bF2q1FpXZEoCd,155154,3
212,0.65,0.52,7,-6.371,1,0.0737,0.287,0.0,0.169,0.38,136.895,4GsW87lSQAvo0cXViQRSUj,126131,3
213,0.513,0.498,6,-10.424,1,0.322,0.11,1.11e-05,0.305,0.0496,110.007,3cESAr2Ym7P0JbEU0IKN9f,174654,3
214,0.345,0.749,5,-6.065,0,0.163,0.121,0.0,0.187,0.613,154.984,0qdokVswgvvQHwTj6Okh0S,173846,3
215,0.768,0.646,0,-7.436,0,0.102,0.553,7.82e-06,0.218,0.598,143.047,7MRBWFnmAG28fYNXLFSuGs,201381,3
216,0.718,0.643,8,-6.939,0,0.216,0.0876,0.0,0.124,0.469,156.039,2BdNnwyzWAoq0PTEQ4q53M,258006,3
217,0.559,0.616,1,-8.479,0,0.251,0.712,0.0,0.167,0.873,83.737,74tN13a0mTHwb7uGwimzq1,185114,3
218,0.771,0.535,1,-8.472,1,0.208,0.101,3.68e-06,0.125,0.484,139.989,4tMuZG2MPSmlVW7eAd2C8x,184644,3
219,0.311,0.637,6,-6.204,1,0.0754,0.0821,5.2e-06,0.11,0.197,80.928,1HnofMRgApSAr05aq75tRm,127072,3
220,0.563,0.69,10,-9.835,0,0.448,0.251,0.0,0.445,0.649,78.978,1hMnpOxqZpQPSqiOxcXIoJ,117453,3
221,0.381,0.609,6,-8.223,0,0.133,0.363,0.0,0.131,0.196,80.366,4hVCrDNZq2jXYFbvWPn9Lg,121484,3
222,0.735,0.662,1,-7.862,1,0.05,0.0104,0.0,0.153,0.124,87.999,0NT7r5pUSdkdgkpuNTnoEZ,101353,3
223,0.618,0.4,1,-9.776,1,0.0734,0.000235,0.0,0.738,0.133,75.047,68g6NSdRSetCgBRGcf9HCw,217587,3
224,0.595,0.581,2,-8.872,0,0.185,0.51,0.0,0.584,0.33,112.299,7BtGlHjlececiU9pSp9My6,144216,3
225,0.76,0.507,7,-9.933,0,0.0875,0.203,1.25e-05,0.105,0.274,114.854,1Rnn4tE8WIEw8qmgM80ENs,227496,3
226,0.4,0.676,11,-7.118,0,0.0927,0.258,2.27e-05,0.32,0.354,170.148,0Agmg3vmDuFBjkBuzwVT9t,180022,3
227,0.584,0.369,6,-12.002,1,0.0304,0.38,0.000831,0.139,0.38,81.995,0ObfF8SK6kaaYvw7SnYsN9,192822,3
228,0.473,0.0354,0,-35.423,0,0.105,0.986,0.0731,0.295,0.11,60.922,0M5AxY5F9qNQiriiItyhy5,64000,3
229,0.454,0.69,10,-31.326,1,0.0624,0.731,0.8,0.938,0.0308,116.229,20wCulSGnse011fWm0w6s2,72000,3
230,0.823,0.478,4,-21.162,0,0.581,0.951,0.626,0.813,0.0373,123.095,48K2mX5Jx0wjRyFvupLRgg,63055,3
231,0.359,0.0338,4,-23.649,1,0.0475,0.97,0.00358,0.158,0.576,188.875,6BiuVRv8EBJ7OVOP4ksbyx,64931,3
232,0.359,0.0813,2,-23.018,1,0.0765,0.949,3.29e-06,0.962,0.404,97.605,4kLhv5cqf9LPIHMURfDxES,63131,3
233,0.254,0.291,1,-29.992,1,0.0369,0.931,0.0794,0.955,0.0256,81.711,6oFOjRsUhNZbKf4s1wfY8i,62009,3
234,0.74,0.576,6,-6.744,0,0.146,0.0249,0.0,0.104,0.315,110.095,4XkrlDVc8UQUvsyRsxvU0M,209476,3
235,0.424,0.904,1,-1.505,0,0.204,0.00168,0.0,0.0641,0.307,163.946,4WOuW0lareDJZO7Ys6ZkpV,287707,3
236,0.521,0.961,3,-2.898,1,0.377,0.208,0.0,0.345,0.548,108.011,4WoooS9l85UnMEEiXzC6U6,264573,3
237,0.688,0.904,1,-2.234,1,0.106,0.0229,0.0,0.0909,0.71,127.887,0UAmPUdpTRq8w54B3H8TzY,212427,3
238,0.548,0.785,2,-0.11,1,0.0346,0.0294,0.0,0.0544,0.435,123.012,7oZhqtkMQrZslDzPD7XrLs,267453,3
239,0.628,0.851,1,-3.064,0,0.0838,0.0143,0.0,0.218,0.305,130.073,1PZFjsl8dISUn55UYoMoRm,218933,3
240,0.546,0.915,4,-1.819,1,0.275,0.216,0.0,0.378,0.44,78.803,3ZNFX7sfWmvqZY44uLyMeG,327227,3
241,0.498,0.809,8,-4.304,0,0.0564,0.00824,0.0,0.189,0.401,140.27,04z8Jp9dEXMwW7SkCYYwWh,248800,3
242,0.56,0.734,0,-3.973,0,0.121,0.064,0.0,0.08,0.467,75.836,7KLZZq0t3jS6bcP64rCbwg,265347,3
243,0.478,0.809,3,-3.855,1,0.104,0.12,0.0,0.103,0.273,148.191,4v7wkyIjOiigPa1AxpVfQE,262347,3
244,0.734,0.892,2,-1.856,1,0.125,0.0648,0.0,0.58,0.605,138.031,0SdKcxcVQbqtTAuPniQJtR,303533,3
245,0.771,0.895,9,-4.805,1,0.253,0.0499,0.0,0.571,0.771,96.576,7BuVL3M0TxtOTyYdPzffXP,181920,3
246,0.571,0.948,1,-2.906,0,0.156,0.249,0.0,0.0943,0.509,88.784,1RyXGRN0GKjxLR93eeO8H9,257627,3
247,0.706,0.872,10,-1.861,0,0.0314,0.0682,0.0,0.353,0.702,138.054,3IsraVjNqa2t1GpH1Wq0j1,207907,3
248,0.351,0.734,10,-6.375,0,0.341,0.117,0.0,0.219,0.338,81.897,6c3Iea1I7YMiQyEInE80Rp,248560,3
249,0.59,0.775,11,-3.764,0,0.0566,0.00118,0.0,0.612,0.465,140.111,6JvxunuXazvSuWYZ3dJn0z,305760,3
250,0.819,0.601,11,-5.339,1,0.067,0.00208,0.0,0.111,0.448,130.057,5CuKAdFL870P6e8h4ndpYZ,230733,3
251,0.727,0.748,8,-3.373,1,0.103,0.0465,0.0,0.554,0.327,128.014,3jUdqLNmjpqJvti99ygpSs,246413,3
252,0.589,0.418,1,-12.973,1,0.687,0.00794,0.0,0.121,0.368,156.727,0FH9JnfF8M0x9OrMUz4RVs,146780,3
253,0.62,0.429,10,-6.854,0,0.156,0.148,0.0219,0.116,0.181,94.981,0p0ifP9xLkJ3Z1w6IgRrK4,250105,3
254,0.811,0.462,8,-8.153,1,0.418,0.0651,0.0,0.129,0.356,160.125,2LbNkvmYabhVf9jBCVeLm7,212027,3
255,0.671,0.668,9,-9.664,1,0.118,0.0936,2.3e-05,0.752,0.874,137.412,35V9YzMsh4pnxgp7FpCtVU,228698,3
256,0.631,0.324,2,-13.028,1,0.033,0.595,0.101,0.118,0.322,113.817,6xzcgR0VoEapbH3RcnRZJV,364208,3
257,0.698,0.544,1,-12.559,0,0.16,0.26,0.0,0.0806,0.289,149.898,4PWxiEUx7rfh3qALHGpmyA,195265,3
258,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,5HCyWlXZPP0y6Gqq8TgA20,141806,3
259,0.852,0.535,9,-6.7,0,0.261,0.0264,0.0,0.182,0.874,108.02,1JPqdTNDZAgS0hpreTYrLp,111571,3
260,0.735,0.524,2,-8.608,1,0.0985,0.0653,0.0,0.271,0.539,116.033,7KO1M3HuUpbk3WI1Hri5kH,165517,3
261,0.686,0.622,5,-8.677,0,0.0857,0.182,0.0,0.226,0.711,130.029,7wNgvn2gzTY7lL0nIZExBf,184615,3
262,0.861,0.435,9,-6.455,1,0.0832,0.245,2.42e-05,0.0979,0.156,109.949,2prUg5VwoM1avoTqwuv6Wl,140189,3
263,0.578,0.529,11,-11.189,0,0.257,0.0384,0.0,0.291,0.101,79.932,3H7PCFfes6BwvXbqv1G7eN,108969,3
264,0.814,0.517,1,-7.735,0,0.106,0.00126,0.109,0.0529,0.135,140.03,4OiGZrc60Qapi9U8CPEByi,123429,3
265,0.86,0.666,6,-10.008,0,0.0948,0.0194,0.00016,0.0894,0.331,122.996,1rjF73c3sdzOz7UrvZSwkr,172249,3
266,0.798,0.571,1,-6.102,1,0.0441,0.0229,0.0,0.0604,0.757,112.052,6RFfWRaF3aGA0iCFYvvgsX,165000,3
267,0.605,0.831,6,-3.225,1,0.0975,0.0298,0.0,0.267,0.682,128.004,33cbluuLpIvHDY7eZyR5FQ,215481,3
268,0.633,0.81,8,-4.011,1,0.0659,0.0531,0.0,0.344,0.682,120.107,4PuJCh9tV7jjqjhnYfjWPj,166916,3
269,0.658,0.801,6,-4.385,1,0.112,0.0462,0.0,0.261,0.702,120.03,3mhqJFgAcYbVQLsPvDIaPD,166916,3
270,0.652,0.842,1,-3.181,1,0.409,0.493,0.0,0.0937,0.559,165.063,3BhBwBUWElIsbMRcjzCqGp,168727,3
271,0.774,0.195,4,-12.233,1,0.087,0.789,0.00103,0.109,0.369,132.847,6GivWRmlYtefJr28jev6e0,122707,3
272,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,2ktxr00GpTtbMNeBjNeY8D,158532,3
273,0.861,0.712,6,-6.72,0,0.104,0.527,4.12e-05,0.622,0.687,119.042,2PRKaIkl62537yLUt8VhHR,177981,3
274,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.241,0.247,83.381,6uYgCE2OEulOw5zhHvZsHf,143713,3
275,0.837,0.57,2,-5.221,1,0.0767,0.372,0.0,0.0862,0.425,74.514,6Dqja51kHdm93TJGkX7T16,258552,3
276,0.716,0.68,4,-4.755,0,0.0589,0.114,0.0,0.366,0.219,76.47,07NMFSwppnky8JyIQIxAQZ,207059,3
277,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,7tgjDlQsMR8RvkdlNCJA58,199437,3
278,0.747,0.596,7,-6.904,0,0.0292,0.182,1.11e-06,0.319,0.502,120.006,3Z9vHQOOPvRtOnTPyXLkWD,174433,3
279,0.817,0.509,5,-7.287,1,0.0316,0.547,4.28e-06,0.0758,0.551,110.014,4hQ6o8ECY5MyHyodnyOHEw,244601,3
280,0.872,0.48,10,-7.184,1,0.0664,0.406,0.0,0.109,0.61,121.013,1FxTz4x5X7ewAICkKhB3kA,144771,3
281,0.445,0.737,11,-5.516,0,0.483,0.505,0.0,0.0797,0.642,74.374,01kOu8BA8yzAHx9LUidTi9,164780,3
282,0.78,0.679,5,-4.554,1,0.0881,0.174,0.0,0.127,0.47,139.978,56S5YTNqlsXSnR5T1S2oyJ,193933,3
283,0.676,0.503,8,-6.115,1,0.0971,0.137,6.36e-05,0.0981,0.196,162.85,1W24W6jQegnNh0x5DfBBPT,91288,3
284,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,3Kd6Wp3lG5HXMB2dlvuy7y,172196,3
285,0.732,0.411,0,-5.064,1,0.0648,0.433,0.0,0.369,0.0333,126.005,5e4oAwSsIzkNZxh4fLSKUH,129524,3
286,0.781,0.672,1,-4.159,1,0.256,0.719,0.0,0.275,0.757,140.281,2UUnhLf51JSrji1FAbJ17G,113143,3
287,0.744,0.677,5,-4.605,1,0.0873,0.181,0.0,0.158,0.417,155.954,39WVsfrPyaLCx04khGj3fN,135479,3
288,0.686,0.648,1,-6.055,1,0.0913,0.0491,0.0,0.382,0.0538,85.004,2cSqeOJIaFPEF7N5J7xiIZ,159556,3
289,0.848,0.454,2,-6.934,1,0.151,0.596,0.0,0.121,0.558,116.968,1M4pM5XgwxasguJP1dJIC6,184615,3
290,0.801,0.153,9,-8.492,1,0.0428,0.926,0.0,0.109,0.429,130.18,55L35RJDZHEd5kIqz0Umkv,240048,3
291,0.772,0.875,1,-5.534,1,0.397,0.232,0.0,0.108,0.616,101.989,6v36HjllB4mRIFlT3U1ZPL,132023,3
292,0.492,0.256,0,-17.838,1,0.038,0.954,0.861,0.357,0.482,173.971,0TlfemQaTCWA4uwEpdYFht,137239,3
293,0.716,0.179,1,-18.862,0,0.0446,0.967,0.813,0.105,0.349,111.909,4ZGolQPzqqzLXFHSsM8Gzj,135767,3
294,0.609,0.163,9,-20.343,1,0.0354,0.913,0.857,0.111,0.61,120.005,7DV0Zhyku3pqoRUpEo62sg,128100,3
295,0.651,0.367,2,-12.033,1,0.0307,0.893,0.955,0.132,0.189,103.064,2QM3F2hZWYuldLlLqAhMEb,132450,3
296,0.567,0.228,1,-18.103,1,0.041,0.92,0.938,0.104,0.123,74.998,6zpPrcVx3g3K3BEYtF4RqF,130736,3
297,0.544,0.55,8,-12.396,0,0.0751,0.825,0.891,0.0758,0.847,199.997,5ydVxacLhqPhDKA38ryKxe,136828,3
298,0.697,0.157,10,-18.879,0,0.0294,0.946,0.924,0.101,0.12,92.041,7AqKV5rEEwe6q0it0LhBx8,148747,3
299,0.652,0.219,3,-15.672,0,0.108,0.908,0.924,0.105,0.391,94.998,6uyL8hCsxyXMTEns6G7Yqq,143027,3
300,0.707,0.22,11,-19.771,1,0.0333,0.924,0.92,0.0711,0.66,100.004,6m8qGjDLq4sYpNFS2BU2kR,175000,3
301,0.715,0.172,5,-16.06,0,0.04,0.972,0.922,0.368,0.344,81.018,5MUGYP62kqF9Zq5BndvMKM,139801,3
302,0.602,0.506,4,-13.723,0,0.0308,0.943,0.935,0.169,0.264,107.019,4zjQr74MGIXB3hyxzaNlOT,128566,3
303,0.626,0.153,3,-22.222,1,0.0472,0.963,0.952,0.146,0.262,90.966,5LeF8vLWhCp8nkDSrQqfGD,171421,3
304,0.424,0.904,1,-1.505,0,0.204,0.00168,0.0,0.0641,0.307,163.946,4ZQCeNY5sz3N9Ro6B1g1Oq,287707,3
305,0.521,0.961,3,-2.898,1,0.377,0.208,0.0,0.345,0.548,108.011,7MLlXqOmaaIDtCDjXn6Y7Q,264573,3
306,0.688,0.904,1,-2.234,1,0.106,0.0229,0.0,0.0909,0.71,127.887,6nv3tAcAwYNV7FkNX3jmJI,212427,3
307,0.548,0.785,2,-0.11,1,0.0346,0.0294,0.0,0.0544,0.435,123.012,2YowW3kiKwFDXsavDJV6be,267453,3
308,0.628,0.851,1,-3.064,0,0.0838,0.0143,0.0,0.218,0.305,130.073,7CaZZEb4NCR3ynSTuqB7YX,218933,3
309,0.546,0.915,4,-1.819,1,0.275,0.216,0.0,0.378,0.44,78.803,3iA4MYI2bIsjECZFPhioyg,327227,3
310,0.498,0.809,8,-4.304,0,0.0564,0.00824,0.0,0.189,0.401,140.27,2abF3EQLXIWdUBHRnLtzpb,248800,3
311,0.56,0.734,0,-3.973,0,0.121,0.064,0.0,0.08,0.467,75.836,0YcQ1bs1bTVBlRhyaz2uJE,265347,3
312,0.478,0.809,3,-3.855,1,0.104,0.12,0.0,0.103,0.273,148.191,15LFVGIAVRFTuHlPO6cImp,262347,3
313,0.734,0.892,2,-1.856,1,0.125,0.0648,0.0,0.58,0.605,138.031,2conrdraCF22oTzxVvuXtn,303533,3
314,0.771,0.895,9,-4.805,1,0.253,0.0499,0.0,0.571,0.771,96.576,6D6pC7qhWWkPXuyV9Sxz7Z,181920,3
315,0.571,0.948,1,-2.906,0,0.156,0.249,0.0,0.0943,0.509,88.784,7idra7H1QfpH809IZWFaQv,257627,3
316,0.706,0.872,10,-1.861,0,0.0314,0.0682,0.0,0.353,0.702,138.054,6QalPck5wP6xvBGB85iZtb,207907,3
317,0.351,0.734,10,-6.375,0,0.341,0.117,0.0,0.219,0.338,81.897,1qvwoIrjJF2aoF7tmhD0xs,248560,3
318,0.59,0.775,11,-3.764,0,0.0566,0.00118,0.0,0.612,0.465,140.111,6VXKeRhKB7DRsGnOEr17Tz,305760,3
319,0.819,0.601,11,-5.339,1,0.067,0.00208,0.0,0.111,0.448,130.057,5u4OAY07pBvz3BitsFtt8P,230733,3
320,0.727,0.748,8,-3.373,1,0.103,0.0465,0.0,0.554,0.327,128.014,4a4cm2XmsbujmCp682DKmG,246413,3
321,0.486,0.939,11,-0.93,1,0.416,0.452,0.0,0.0889,0.605,176.202,75ko97VUsGIPD20OOiy3nR,220027,3
322,0.53,0.82,4,-4.936,0,0.0438,0.154,2.71e-06,0.14,0.355,171.933,1yX6sh2TkrT5hsXodo7aS6,128372,3
323,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,1xfFVYAQNBpmZDNXlLXMJu,132780,3
324,0.709,0.781,5,-4.377,0,0.0467,0.0114,0.0,0.26,0.656,160.038,2uD3R6DlRdZR8UZW3X97y5,195000,3
325,0.684,0.531,6,-9.632,0,0.183,0.163,6.37e-05,0.347,0.269,78.981,2j8Fp86dO1RphGyb96Oe54,195949,3
326,0.771,0.733,8,-4.693,1,0.22,0.101,0.0,0.081,0.169,131.042,2surFJVJh0cauXNEVQXn68,295053,3
327,0.929,0.763,1,-5.981,1,0.312,0.0478,0.0,0.142,0.455,128.995,4ikDCyyARlkEUcbxgTxprh,240353,3
328,0.867,0.625,2,-5.219,1,0.229,0.199,0.0,0.0825,0.281,128.13,0Vn3matkxCsr1C5NIibPil,318903,3
329,0.866,0.602,11,-7.075,0,0.283,0.0138,0.0,0.0777,0.124,130.059,0hYwohkL9Hd6zQAJoOtBLa,269610,3
330,0.958,0.864,1,-4.895,1,0.163,0.167,0.0,0.457,0.439,114.99,5vRE2lyh7sE5Mn1dMF2Mps,271360,3
331,0.847,0.751,1,-5.41,1,0.247,0.0823,0.0,0.306,0.635,134.872,4Py2PIAlc4GZycOX4WuaAw,274207,3
332,0.916,0.692,8,-6.021,1,0.36,0.333,0.0,0.0966,0.715,129.862,7lAl89gYlUdAfjHtzw9PeV,239491,3
333,0.906,0.589,2,-4.921,1,0.378,0.0752,0.0,0.0685,0.314,129.929,5fMPGW08RKgUjqZ6I4Ce5x,283977,3
334,0.85,0.577,1,-7.199,1,0.307,0.00665,0.0,0.161,0.229,118.055,0guODvbGOK6p216V96gxH1,268774,3
335,0.918,0.718,10,-5.998,0,0.202,0.0379,0.0,0.335,0.457,123.162,3a1JMPNEdjiePcDAZdG82o,291788,3
336,0.781,0.575,1,-6.59,1,0.108,0.149,0.0,0.0601,0.195,133.993,4dvejkvTqHa8zjHG8mwBSh,267050,3
337,0.839,0.67,11,-6.15,1,0.2,0.146,0.0,0.184,0.584,155.829,4q4quEXnwvFgICpBKgcRWh,262661,3
338,0.735,0.625,1,-7.799,1,0.0551,0.104,0.0,0.184,0.24,129.995,23HW7md2zN56ho9MaRgtN2,282749,3
339,0.761,0.836,8,-4.309,0,0.0944,0.124,0.0,0.0781,0.282,144.991,2ehf4KNvVbNqA1JQpOl6p3,257254,3
340,0.718,0.57,0,-5.498,1,0.463,0.661,0.0,0.199,0.498,109.867,52uprTsbtx6yLT3nLr9lgl,174555,3
341,0.516,0.78,8,-6.083,1,0.506,0.497,1.01e-05,0.313,0.322,129.868,1gL1Am19WVubnNZbH0Pr52,379017,3
342,0.56,0.759,6,-6.759,1,0.561,0.429,0.0,0.189,0.465,87.186,31riIlr3tDqmWIAvVern3C,288854,3
343,0.579,0.905,6,-6.657,0,0.564,0.401,0.0,0.121,0.515,170.517,5N5TnDvFhjC4SuWuhIF7jM,417377,3
344,0.575,0.752,0,-6.24,0,0.505,0.873,2.98e-05,0.257,0.491,88.495,3iP56aBzNFOLKcoaDlzEHO,275298,3
345,0.52,0.759,7,-7.698,1,0.568,0.6,0.0,0.537,0.261,100.883,3Tpd6WP8Ww1ts6enejeTGG,256415,3
346,0.695,0.77,1,-7.641,1,0.394,0.572,0.0,0.386,0.51,100.937,2eMwrAF2ufRPzVAAkjECDX,360460,3
347,0.653,0.731,1,-7.81,1,0.485,0.445,1.81e-06,0.116,0.351,88.752,0PVI3sWYGAL8PCUAqHIiF0,271500,3
348,0.398,0.589,7,-7.692,1,0.4,0.595,0.000497,0.546,0.396,169.298,0iVLEOwW2HtRZcNDr8obxd,342683,3
349,0.893,0.608,2,-6.416,1,0.243,0.342,0.0,0.648,0.521,101.026,5TkZaI3EA8UFLSMKPYpuEu,253503,3
350,0.816,0.751,7,-6.075,1,0.325,0.403,0.0,0.714,0.606,81.027,2P12KRYcLOiaXvEPRn7oRb,264973,3
351,0.684,0.533,8,-9.406,0,0.391,0.821,3.18e-05,0.171,0.241,83.124,6rk2y20Z2Vb4C5Bz6NC2cA,343234,3
352,0.889,0.47,8,-8.267,1,0.358,0.421,0.0,0.454,0.274,130.077,20f0u6fuRmjY82BDhoxc2R,292139,3
353,0.793,0.615,6,-7.346,1,0.274,0.368,0.0,0.126,0.309,104.09,5vmb1eKnjOU7FaUPediGHb,334741,3
354,0.707,0.576,8,-7.618,1,0.428,0.26,0.0,0.0734,0.316,110.083,7ixMMWmw3rEE7T2mo1sqL8,349785,3
355,0.574,0.609,6,-6.583,1,0.293,0.635,5.81e-06,0.699,0.3,104.821,69Un6E6eFYty56zGGzMCLx,375838,3
356,0.574,0.348,5,-12.591,1,0.0287,0.75,0.761,0.0736,0.292,114.956,505TW4cGq4dneuY9lfeLPI,305747,3
357,0.571,0.542,7,-12.541,1,0.0316,0.947,0.73,0.104,0.335,103.976,3MlD34jjMeffOBdhVLb8cc,227547,3
358,0.398,0.388,2,-10.325,1,0.0308,0.762,0.0458,0.109,0.115,135.737,3pFSEgLmKkETBWGj9NspK3,264253,3
359,0.451,0.141,9,-13.836,1,0.0291,0.909,0.636,0.1,0.0462,95.97,4855OSQZkBBtqXunzRnmk5,280587,3
360,0.551,0.545,4,-9.706,1,0.0264,0.802,0.196,0.0969,0.237,97.505,0PUK8Azwx64hT0J5aQosyp,221933,3
361,0.426,0.61,2,-7.267,1,0.0266,0.238,0.788,0.306,0.486,161.954,1y64RiGPK4s9wHKygjWYgC,277200,3
362,0.643,0.0335,1,-22.244,1,0.0341,0.961,0.775,0.101,0.116,90.001,08CkxtXMDT4mYQ0dHwUgL9,199653,3
363,0.614,0.364,3,-9.133,0,0.0245,0.79,0.291,0.106,0.317,97.035,2H6yfjg35DgWPtYUhNcH9e,241813,3
364,0.524,0.147,2,-17.171,1,0.0315,0.87,0.324,0.132,0.357,97.035,52nD3mkeUgVMiyA8yE2lfq,174880,3
365,0.512,0.643,1,-7.723,1,0.0283,0.0221,0.271,0.132,0.423,118.935,1iwNBVZEpNMQWPBVvJ3vAA,230453,3
366,0.505,0.176,1,-18.457,1,0.0372,0.889,0.608,0.0965,0.436,88.859,6KXjVls7c18oAxdVFXvy8i,219080,3
367,0.524,0.143,2,-16.938,1,0.0341,0.972,0.463,0.128,0.0443,126.023,59EzZIg6YJxRhzYw7wtUQh,286600,3
368,0.356,0.292,4,-10.638,1,0.0311,0.898,0.461,0.107,0.0456,108.98,0XWmASnaIP5d8dM9UHJjV8,433107,3
369,0.715,0.572,7,-6.853,1,0.0745,0.0244,0.0,0.26,0.429,113.02,4AUmyNUCGemtEcOMTNlkNx,205720,3
370,0.646,0.772,2,-3.826,1,0.0564,0.000402,0.0,0.102,0.414,117.097,4sYCWzivvHyGGAbz8JTbbQ,203769,3
371,0.532,0.868,3,-4.23,0,0.0908,0.011,0.0,0.0584,0.529,110.127,7G8bmgKbwPQdwsGXC9QWcL,187958,3
372,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,6JpntAGPPC5mhzOKBpXeL9,202915,3
373,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,1ny60YCHhEsxsJXWLhK7b0,217947,3
374,0.654,0.796,2,-4.761,0,0.122,0.0188,0.0,0.0948,0.491,108.854,797HyfWx7ZHVMOOawVSNuP,178583,3
375,0.46,0.828,10,-4.005,0,0.148,0.00475,0.0,0.141,0.419,151.548,004MiktqrlEPng9SDw4N9d,227947,3
376,0.678,0.714,0,-4.924,1,0.0408,0.00795,0.0,0.0827,0.307,109.021,08hu72Vi94UmIpLkmk5Cvs,216080,3
377,0.802,0.481,4,-5.132,0,0.043,0.0856,0.0,0.152,0.468,90.973,3GlcH544cl8c24886zoKfM,171947,3
378,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,6tF92PMv01Ug9Dh8Rmy6nH,209320,3
379,0.683,0.794,8,-4.558,1,0.0533,0.024,0.0,0.302,0.327,105.941,4PWgkvdYqkv8mUtSIQ6iXW,194107,3
380,0.426,0.224,6,-8.683,1,0.0391,0.948,0.0,0.112,0.399,85.728,77lCOoGlNEPMOXEKlpOPpN,230480,3
381,0.748,0.768,7,-4.703,0,0.0803,0.295,0.0,0.107,0.752,90.987,7jGCkLoIXmYa3T8Dq3pAna,197379,3
382,0.645,0.616,8,-8.377,0,0.285,0.481,1.59e-06,0.142,0.717,159.863,3Bd9KMZBAISW2StzKAfbS4,198048,3
383,0.81,0.429,9,-11.248,0,0.331,0.272,1.81e-05,0.357,0.292,139.99,35fctfFmP4Pt33dhfvcyE4,179801,3
384,0.772,0.725,7,-5.709,1,0.269,0.325,0.0,0.15,0.487,78.489,3ebPtoL5HOOS5r28CzmLbj,178875,3
385,0.764,0.774,5,-2.871,0,0.202,0.0178,0.0,0.113,0.597,149.952,6UHfW9PmGAUjIVeIkPzPQ2,168980,3
