danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.6,0.894,1,-5.541,1,0.183,0.0196,0.0,0.572,0.833,143.985,0O2OoDxr2II8J77p5cZltv,222954,4
0.546,0.705,11,-6.923,1,0.15,0.000457,0.0,0.228,0.737,160.017,4DI4p7EsjN31EQD9TU5gdj,245410,4
0.588,0.554,11,-9.555,1,0.0841,0.134,0.0,0.287,0.788,79.952,4sNvcZb99eFOHVPtPgm68v,213230,4
0.613,0.567,9,-9.236,0,0.0687,0.199,0.0,0.292,0.796,73.98,0j2iVnnoullNrMoZGmoShV,222358,4
0.594,0.692,2,-5.867,1,0.277,0.0421,0.0,0.622,0.575,152.265,49o4vYzN03xo148FVmornt,223533,4
0.587,0.881,7,-5.826,1,0.354,0.0509,0.0,0.373,0.655,175.051,6bZqjgNuTsG6wbBuv4SHaJ,205584,4
0.687,0.93,9,-11.939,1,0.887,0.415,0.0,0.643,0.42,138.227,5OT1c0vEBIecle6uAGe2Zd,19719,1
0.693,0.731,7,-6.723,1,0.362,0.0423,0.0,0.148,0.577,87.545,3AxMzll4TbHb5scygNS9qc,306730,4
0.937,0.582,2,-8.921,1,0.307,0.158,0.0,0.113,0.748,100.97,1p3pZdxd46JO5XtHZLunlW,212666,4
0.935,0.552,8,-8.87,0,0.324,0.115,0.0,0.0698,0.613,100.003,5mGnmj2O1nJyetQ8v8XaRd,299941,4
0.592,0.613,11,-8.01,1,0.479,0.286,0.0,0.181,0.711,78.744,1WcePZfH9tn1NOmqjik2fA,245333,1
0.591,0.615,1,-8.108,0,0.419,0.044,0.0,0.067,0.599,82.469,2ydyu3MJZCae2a1z6QnxWS,255997,4
0.719,0.63,9,-11.677,1,0.905,0.672,0.0,0.576,0.875,120.824,1TQMglPaGrxnmzPx5WoQGf,55650,4
0.8,0.742,9,-7.269,0,0.501,0.0488,0.0,0.0413,0.878,86.056,4v6hAKlhSasNX4lqIl92Z8,247189,4
0.568,0.784,7,-6.212,1,0.451,0.0461,0.0,0.3,0.64,171.937,6FV46larZnuRcPD8hHHh71,217674,4
0.702,0.678,7,-8.36,1,0.321,0.112,0.0,0.165,0.732,92.06,3soy1Ox2s8s7gZYGyKieD4,177430,4
