,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
43,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,3cbE0k4dUtvDJhyHjjuDPz,258004,4
44,0.536,0.925,6,-6.458,0,0.0477,0.0116,0.00112,0.0508,0.797,169.203,6qFUg7QsC04OqsPXSQiODi,229013,4
45,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.94,5UiKYpEd82mSyzURcCKEgB,230000,4
46,0.744,0.546,0,-9.361,1,0.0297,0.504,0.103,0.0649,0.345,97.415,1HYG9VLzZFzaUJwH30iHuC,328293,4
47,0.724,0.759,9,-3.996,0,0.0544,0.411,0.0,0.437,0.765,101.943,4WABkZSvuit43CdGn1Iife,250456,4
48,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,3pZNZx6t7Y8YnJPwxNghfT,266773,4
49,0.715,0.834,2,-5.379,1,0.109,0.00631,0.0,0.164,0.604,95.487,2GUx3AZ46hYSSGgHeciC0V,213093,4
50,0.668,0.271,9,-10.321,1,0.0378,0.5,2.49e-06,0.232,0.694,119.08,26HTJ83kA9hpNCe9zLFe1T,174800,4
51,0.956,0.502,9,-5.995,1,0.213,0.0593,0.0,0.238,0.795,110.003,1ebtUvlhiEU30jFRSvr8m6,187000,4
52,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,1OriVRofarOdcFAmJmVr2M,210960,4
53,0.725,0.606,7,-5.001,1,0.299,0.152,0.0,0.642,0.372,139.233,5cF8tASh6GbzZxxAme3rFP,202301,4
54,0.56,0.724,1,-6.263,1,0.0458,0.174,0.00321,0.149,0.279,159.916,1JjcFRCygP1OX0cCLOrBhZ,258140,4
55,0.635,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.014,3W5K5pilNtUnv263yiXqbr,220733,4
56,0.833,0.619,7,-5.595,1,0.0535,0.111,2.16e-05,0.159,0.903,109.918,6cv3nYoQTOZJuirOMzvTnh,306560,4
57,0.703,0.595,3,-7.81,0,0.258,0.168,0.0,0.155,0.743,140.11,3KCf7sMxFBWTSuIV3Tyn4f,123429,4
58,0.936,0.82,9,-2.554,1,0.325,0.163,0.0,0.0707,0.896,94.991,0PoBkNIsJfrTOOXKY0Mhv6,116211,4
59,0.516,0.869,11,-4.735,1,0.0678,0.0026,1.93e-06,0.21,0.436,93.242,7LijsRQmUqTgps2ddCdXIb,209558,4
60,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.824,145.062,27IftA236YurZn4cYxpGrG,139741,4
61,0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.701,6f1LUFPJjHKEiPiXuugq1z,121880,4
62,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.371,0.774,121.876,0rOq8jAqGBqdTyGSQ4MioB,146055,4
63,0.47,0.439,8,-8.892,1,0.0322,0.741,1.64e-05,0.0707,0.287,108.037,6eg7pJdZReMB6ObMr8FiOZ,209933,4
64,0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,35Pm6SgD290gMDszCb3wum,329800,4
65,0.691,0.813,0,-7.775,1,0.0559,0.0433,1.16e-06,0.299,0.686,127.568,5jTZZLDihnvCl52TFJ9EH8,220627,4
66,0.65,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.432,123.018,1i9mKN8QwkZCUSi0JluOnK,227344,4
67,0.817,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.771,138.559,2kX2LabOIpE7OeCvz1Bggs,222640,4
68,0.808,0.624,10,-15.803,0,0.0463,0.217,0.000433,0.0782,0.767,104.296,1m43ARUQg3r8aFifBmIuVZ,285573,4
69,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.000408,0.0696,0.407,100.621,6VgBl6Nq1zkNJ7CzwyTGFZ,268747,4
70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.867,7BYr0WyCAUNHcXd3Ml3yUP,263227,4
71,0.824,0.416,0,-9.506,1,0.0423,0.14,0.000206,0.0969,0.962,114.935,5GMgOmvs3ad4TZ1sHQFZUQ,145809,4
72,0.902,0.839,7,-6.736,1,0.0662,0.00373,8.79e-05,0.0859,0.857,118.485,2ZCgjqo8whQefnfTlHGuOH,329973,4
73,0.701,0.878,7,-7.912,1,0.035,2.79e-05,0.522,0.0608,0.875,130.513,01XQg0bieSVs2LDjel3kgG,251973,4
74,0.642,0.84,10,-4.355,0,0.167,0.111,0.0,0.186,0.802,171.95,6NLJlusvVnw31IYwU6mDPr,216173,4
75,0.675,0.479,0,-9.87,0,0.0278,0.633,1.81e-05,0.0881,0.454,81.993,0RHA9ghuwkroCsNoqebpKx,209493,4
76,0.477,0.472,6,-10.036,1,0.0277,0.195,1.74e-06,0.131,0.424,81.204,3qEtUFOGjWMTc0Ko6jTYJM,304787,4
77,0.581,0.429,1,-10.007,1,0.0326,0.18,0.00106,0.128,0.504,123.802,5Np6OF9KcKSRqtke9pvUmc,205573,4
78,0.789,0.739,5,-5.5,1,0.0574,0.531,0.00113,0.168,0.963,105.876,4Brxr31N487RExKnL0Z00S,244880,4
79,0.87,0.515,4,-5.128,1,0.0434,0.206,0.0,0.109,0.783,131.774,3DX180EkfMGzztYAtb5LjY,218707,4
80,0.459,0.689,7,-5.004,1,0.0295,0.323,1.12e-05,0.234,0.242,133.925,5EtMXTyJ5h3vQGIPDqbnK6,240547,4
81,0.653,0.932,6,-5.269,1,0.0502,0.00884,0.0,0.177,0.392,132.983,5vrXdB7SNmMncKSXB3lq6V,239347,4
82,0.696,0.875,0,-3.682,1,0.0653,0.134,0.0,0.159,0.773,127.391,6dtnRVcmJ4BeKhwVKazQAf,222733,4
83,0.779,0.456,0,-6.183,1,0.225,0.0867,4.96e-05,0.048,0.18,96.239,4ZKO7c5OzRVeg2STWxeWqP,162867,4
84,0.726,0.294,0,-9.653,1,0.0408,0.442,0.000253,0.248,0.608,102.929,6KkPGkNNVR5thYqT5Skw7X,175896,4
85,0.866,0.663,0,-9.001,1,0.206,0.119,0.0,0.318,0.83,85.298,51aeZKSrjIpgnnQvxXYgP7,238267,4
86,0.676,0.7,10,-8.534,1,0.0327,0.000354,0.0741,0.139,0.801,129.597,33CLIL21cs64CnQzRvItyH,213840,4
87,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048,5Ymcb9E9z7viFD5V9cY29c,285120,3
88,0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,75wtYBTwPwFWvNH6RhrNTU,288427,3
89,0.716,0.818,7,-7.455,1,0.0256,0.155,0.000806,0.236,0.817,103.672,2vXagpjeJCZk4JLf01RNmy,248600,4
90,0.476,0.583,7,-5.122,1,0.0271,0.111,0.00894,0.162,0.401,114.153,6gG3H7e6UkvgK6jG4r9Q1s,370747,4
91,0.661,0.828,5,-11.376,0,0.0343,0.225,0.000101,0.367,0.859,108.277,7LSkXeR2mljMMKeU7ZPzay,308160,4
92,0.507,0.676,6,-5.38,1,0.4,0.108,0.0,0.232,0.314,79.317,6TfT5lKIUo5ZvHldU9iWuk,366413,4
93,0.486,0.765,9,-5.283,0,0.144,0.142,0.0,0.0611,0.28,137.136,1gkOWPEDLZv0Kc6gseXwaa,267360,4
94,0.73,0.5,8,-7.899,1,0.262,0.0324,0.0,0.156,0.599,172.628,4wJfoAiintwsyqvqRqUyp0,174133,4
95,0.869,0.408,6,-8.669,0,0.202,0.0407,0.0,0.101,0.374,99.979,7xTm6W2mTbojyPRn9MsjOE,217693,4
96,0.625,0.347,8,-10.791,0,0.115,0.0547,3.71e-05,0.235,0.312,102.979,0QUJZfhqOlUKp1gqqPHXAK,251960,4
97,0.789,0.77,9,-6.452,1,0.134,0.137,2.42e-05,0.212,0.436,109.958,5zgqjLWYY9laRf5k1tkJDB,270187,4
98,0.616,0.486,1,-10.166,0,0.5,0.504,3.14e-06,0.126,0.396,91.757,23rFwQ1iBzirQDao0Hi9A5,322160,4
99,0.776,0.415,6,-7.408,0,0.0991,0.00416,3e-05,0.0721,0.283,100.003,1NY3olnZE9lU0NRCM2CwRD,227880,4
100,0.651,0.48,6,-9.481,0,0.155,0.422,0.0,0.141,0.483,74.99,3KlvSWOgHANOjnvsxX5UkI,296400,4
101,0.834,0.661,7,-8.377,1,0.348,0.00994,0.0,0.0725,0.579,120.174,6df0bdSOGYU6NHZWlEcHXP,224027,4
102,0.419,0.498,4,-8.86,0,0.371,0.0572,0.0,0.191,0.132,70.383,2gPYEleLxl9yWqV75uO2uo,255853,3
103,0.728,0.556,6,-5.909,1,0.533,0.189,0.0,0.139,0.152,140.643,6UhnXAyiAGLz9spxVPev50,261853,4
104,0.52,0.79,2,-5.392,1,0.527,0.13,3.53e-05,0.112,0.251,164.227,4tfZFYlUYtuXndIRn6yobU,433800,4
105,0.453,0.465,3,-5.811,1,0.231,0.141,0.0,0.382,0.476,77.075,5JzN4JB1wgByf3twEpi0eN,236360,3
106,0.866,0.502,1,-6.941,1,0.299,0.072,0.0,0.116,0.397,122.059,0WavAWbk0XMIGlNBQGyMeH,268253,4
107,0.67,0.705,4,-8.359,0,0.129,0.273,0.000545,0.14,0.502,157.623,6xV1ehAXRFtqHIpPF9Y2Ks,240960,4
108,0.569,0.59,2,-7.245,0,0.514,0.631,0.0,0.13,0.551,52.364,2zvT5QTIur9LRKuzw1lqnN,113691,4
109,0.752,0.775,6,-4.6,1,0.321,0.0262,0.0,0.177,0.795,89.809,08IXH3AAMj86nwvmJQaGBM,123727,4
110,0.603,0.649,11,-5.887,1,0.117,0.105,0.0,0.712,0.343,128.815,2QeQNF182V61Im0QpjdVta,231827,4
111,0.459,0.623,1,-4.45,1,0.0489,0.352,0.0,0.131,0.205,126.018,2rMFawCg4BW65jzbwztXAV,351253,4
112,0.773,0.595,8,-6.062,0,0.161,0.114,2.47e-06,0.13,0.338,123.968,1SGt65i9AnXYdDQt1AtDRH,461840,4
113,0.689,0.61,10,-9.004,0,0.217,0.0836,0.0,0.36,0.119,134.923,3dtBVBClM5ms0qCBBrqpUb,235680,4
114,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404,51EC3I1nQXpec4gDk0mQyP,339067,4
115,0.629,0.578,1,-4.704,1,0.0428,0.2,0.0,0.151,0.211,79.94,2dJ4rGtsOHOgvTQawsCRtg,307000,4
116,0.522,0.728,3,-3.801,0,0.0323,0.00134,0.0,0.132,0.18,124.045,3xby7fOyqmeON8jsnom0AT,321560,4
117,0.554,0.54,1,-5.687,1,0.0905,0.00793,1.05e-06,0.158,0.162,116.877,5H25xsIuRWUI8GwcoAoeSG,166320,4
118,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,1wHZx0LgzFHyeIZkUydNXq,262693,4
119,0.507,0.464,3,-8.531,0,0.171,0.398,2.62e-05,0.603,0.277,147.984,0IabpxMpUV7waD7U4uDIMJ,242507,4
120,0.648,0.631,4,-5.662,0,0.103,0.377,0.0,0.12,0.142,105.989,6Yqmv7XJLCrQEauMbPGZSw,349933,4
121,0.628,0.827,1,-3.139,0,0.04,0.0616,0.0,0.495,0.429,130.016,6HszFW6X5wM8DKX1SO0LaK,208627,4
122,0.696,0.8,2,-5.68,1,0.0324,0.000819,0.0,0.0954,0.0635,110.013,2hiuiI3ac0I5kJWtkeGHEL,235533,4
123,0.655,0.496,3,-4.139,0,0.0364,0.0335,0.0,0.156,0.28,137.945,6scpNkWEmUxmKY7nYjVLsX,219360,4
124,0.53,0.661,8,-5.507,1,0.083,0.141,0.00018,0.123,0.149,122.482,0MRZ9nMoLc7qQ8Nhovv8C8,417693,4
125,0.527,0.521,10,-8.341,0,0.033,0.0114,0.0232,0.167,0.127,99.438,3jg8bevUzKYONDLBBQquif,176160,4
126,0.805,0.861,1,-9.462,0,0.0616,0.00262,0.845,0.0277,0.252,122.063,2X4cDlFXcSBlxI2eTh0B93,432773,4
127,0.781,0.973,2,-10.97,1,0.0707,0.000244,0.967,0.0614,0.767,102.951,7uc749zi3TR0bEh5SRePfl,186507,4
128,0.809,0.79,1,-10.79,1,0.0609,0.000494,0.908,0.0719,0.469,119.946,22ZqWAlB1w4sPLpvQIkq2b,231693,4
129,0.942,0.539,7,-13.768,1,0.293,0.00411,0.929,0.0662,0.164,99.248,7FO1IXSUwEoGIaT0TFjmWn,198707,4
130,0.426,0.908,1,-12.211,1,0.0875,4.93e-05,0.972,0.132,0.887,199.6,0b2ijN3aoaODnT0qHddRWm,310173,4
131,0.766,0.669,7,-11.211,1,0.0395,0.00087,0.0444,0.287,0.806,99.857,4qBGSUy0WdJKMn9XAr9c5u,446053,4
132,0.81,0.59,5,-9.006,0,0.064,0.00022,0.931,0.156,0.528,119.818,1XzYtjNeZbUzD5ltp5MVnI,440000,4
133,0.69,0.665,0,-9.084,1,0.0293,7.74e-05,0.728,0.109,0.95,98.454,2WcQN0e75YfL2GBaV5lfMx,396387,4
