,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
6502,0.276,0.966,4,-5.342,0,0.0638,0.033,1.42e-05,0.175,0.335,104.294,55SHEpep4Cz8Xww1xXIHOt,180347,4
6503,0.149,0.917,2,-4.714,1,0.0686,0.00018,0.0,0.158,0.48,178.12,3xgOxMKUZQ1nbSYYQOsL1h,212933,4
6504,0.521,0.967,8,-3.173,1,0.0459,0.0281,0.0,0.0736,0.883,141.63,6dWFLuPwTUWTkF42fXlBIt,132027,4
6505,0.597,0.891,7,-4.062,1,0.0306,0.00199,0.0,0.113,0.822,96.093,6xpOuwXYTeKpDZ9lE95BIF,185133,4
6506,0.428,0.948,0,-2.898,1,0.0635,0.0191,0.0,0.305,0.784,167.01,7CFhxrWbAoqP5tsVDxYMFf,117427,4
6507,0.525,0.918,0,-3.233,1,0.0362,0.01,7.98e-06,0.412,0.912,169.987,2itW6yNVqzqtFM3G3qbhpx,129973,4
6508,0.541,0.978,9,-3.636,1,0.0471,0.000171,0.00014,0.13,0.737,107.457,5by6Zu7h7VZOAzLBEP7rv2,131960,4
6509,0.533,0.937,7,-2.968,1,0.0408,0.0037,0.0,0.27,0.898,102.489,5nA0K253qaX78Ji8hKbsXk,124120,4
6510,0.458,0.964,9,-2.9,1,0.0837,0.00842,0.0,0.332,0.801,164.095,6sYEdhRfQTr6lpKt9CliqT,145853,4
6511,0.519,0.945,0,-2.943,1,0.0707,0.00229,0.0,0.105,0.926,160.016,73OFeQjXKj3sSdxa6T2kn9,94893,4
6512,0.435,0.973,9,-3.492,0,0.0613,0.00148,2.1e-05,0.103,0.635,147.031,0AK9Du8xhG8xNI3BrJULcQ,142267,4
6513,0.51,0.965,0,-2.972,1,0.0381,0.0046,0.0,0.357,0.718,93.486,4qY4bipdKUljDJxSNmjy1B,192107,4
6514,0.606,0.956,10,-2.944,1,0.0604,0.0403,0.0,0.0808,0.962,145.041,6M6fcutwl872Iel0YPRtaR,146347,4
6515,0.366,0.953,5,-3.222,1,0.0906,0.0152,0.0,0.0757,0.574,168.049,1wD9IA6n3gwxMBM5yE9jdV,112293,4
6516,0.738,0.937,8,-3.863,1,0.0364,0.262,3.89e-05,0.07,0.958,157.987,0tOkKytw5RycOtD0Rfn2vv,176293,4
6517,0.547,0.966,4,-3.477,0,0.0579,0.00949,0.0,0.0367,0.717,139.087,3eAy5MH2ilrNrvo5NwOig2,140440,4
6518,0.661,0.952,4,-4.205,0,0.0396,0.0896,0.0,0.332,0.969,81.055,5o13lQHsMwQpwKKtVmu7fV,139268,4
6519,0.615,0.988,0,-3.256,1,0.0763,0.018,0.0,0.278,0.541,77.502,5Amzl1VcqXSiBSWongUcs7,166165,4
6520,0.589,0.945,8,-2.814,1,0.0548,0.00722,0.0,0.0662,0.911,122.535,1S8wdMvdvc01xBJZBt5GTJ,76307,4
6521,0.583,0.504,8,-4.861,1,0.0272,0.0233,0.00467,0.0568,0.621,99.985,3iAD6IOJ4F2A0zBMwLH7sE,239908,3
6522,0.653,0.895,1,-3.201,1,0.0274,0.0249,0.0,0.257,0.867,133.05,5GShnXKLgFbBFxOVnm0NY6,185057,4
6523,0.472,0.731,7,-4.294,1,0.0305,0.22,0.000207,0.189,0.367,152.918,2HysebQeQJJWqOknInL8ki,252365,4
6524,0.588,0.892,2,-4.322,1,0.0337,0.00193,0.000991,0.32,0.565,95.905,0qWizYBHEHpanTbr95NDq0,229533,4
6525,0.431,0.858,7,-3.533,1,0.0306,0.000481,7.65e-06,0.385,0.616,174.979,0tzWCL2uhb2xQDWgG259nU,254613,4
