,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
75,0.0932,0.0115,7,-41.874,1,0.0429,0.987,0.356,0.299,0.0367,79.829,0pt5ofeJVgxiYE0Ne7rXug,247733,4
76,0.123,0.00418,8,-43.598,1,0.0436,0.984,0.48,0.084,0.0353,92.955,7HYaKljC05jyGQAgdAXULp,161493,1
77,0.154,0.00447,5,-30.372,1,0.0441,0.982,0.622,0.116,0.0326,71.364,1BhEVf4yN6TKhw9jEZBXIe,385293,3
78,0.174,0.0043,0,-48.406,1,0.0404,0.985,0.529,0.25,0.0319,85.408,4BkUHJNka5aXuj21PRBq3y,299160,4
79,0.0948,0.0898,0,-22.681,1,0.0432,0.986,0.000144,0.124,0.0434,73.803,2DxPmwPBRpOfuAiAPuMoCo,346040,1
80,0.195,0.0538,9,-22.93,1,0.044,0.957,0.687,0.376,0.083,93.492,4s9WXuMbWaL1KnmRdQMCsc,832797,4
81,0.172,0.0423,6,-24.416,0,0.0487,0.96,0.729,0.103,0.0348,125.849,6bltHxfuCxEs6puAL5I39v,510200,4
82,0.319,0.132,7,-24.547,1,0.0545,0.95,0.765,0.148,0.14,174.977,1MQVIaEiVzAMig5XsbC5io,356173,4
83,0.429,0.0546,0,-22.16,1,0.0463,0.972,0.705,0.0887,0.142,102.579,3N3nMlYYNfKcYoInGUVU9s,663467,3
84,0.117,0.0563,5,-21.174,1,0.0409,0.961,0.843,0.105,0.0883,84.207,1sYFSFsWvNLykZNbPozKIL,334200,4
85,0.349,0.107,0,-21.646,1,0.0396,0.961,0.631,0.0568,0.12,133.133,5FYO3ZOijlVxmsrOSO02v6,354840,4
86,0.256,0.0846,0,-18.382,1,0.0392,0.967,0.692,0.0711,0.0768,130.828,2DLzpoSIrM1ZjFS1rELhwO,878000,3
87,0.173,0.0869,2,-18.875,1,0.0433,0.945,0.844,0.109,0.129,166.381,0gRb1Q3U9xJZZsOdkvQ5rL,508651,4
88,0.249,0.177,0,-19.074,1,0.0424,0.955,0.817,0.0966,0.258,76.205,4XrW3aBWRw59FybyR4mVOv,294413,4
89,0.131,0.128,9,-20.732,1,0.0556,0.939,0.798,0.16,0.066,59.648,5x9Ur7vZl4PIe70ZMXqyku,484400,4
90,0.25,0.206,7,-18.468,1,0.0577,0.948,0.696,0.171,0.0798,78.366,19ise4CzCIpH9tdB4OzxFF,415253,4
91,0.326,0.142,8,-20.798,1,0.0472,0.97,0.819,0.318,0.22,122.921,0kTQ358GkSp1t8NZJqnSpi,642467,4
92,0.197,0.0708,8,-23.625,1,0.045,0.98,0.895,0.113,0.165,87.505,1N7Hd9yye4UTpHqbqaZkSV,334333,4
93,0.408,0.147,5,-22.579,0,0.0515,0.975,0.807,0.191,0.451,162.287,0TK9ueSRLaaEvf1q59ED5A,233573,3
94,0.461,0.19,5,-19.226,0,0.0491,0.972,0.797,0.0841,0.139,90.494,1NoIBXP3OMc1iJM3aZY53p,566800,4
95,0.226,0.0343,5,-20.787,1,0.0533,0.971,0.57,0.0889,0.0692,182.732,0bTs5c4GengBPqTFXJ619T,137277,3
96,0.38,0.0818,5,-23.056,1,0.0389,0.969,0.791,0.0801,0.268,128.401,15PnMDsGcZ8FtqNgVjs7uv,326903,4
97,0.31,0.0309,7,-26.987,1,0.0476,0.941,0.676,0.103,0.14,124.191,1lDl9a2wyFHtrajdBjn0O5,165947,4
98,0.227,0.0418,7,-24.921,1,0.0481,0.926,0.0699,0.162,0.13,101.121,25hYvu8LS8GG82BwK4akm6,421187,4
99,0.342,0.144,7,-19.687,1,0.0486,0.928,0.279,0.0608,0.187,100.094,6BoRyJV4i0ZjrcaGwblVOS,602280,4
100,0.218,0.0439,9,-23.984,1,0.0475,0.944,0.682,0.108,0.0548,131.025,7tje00ZsbyRJVNUrybPrPL,531293,4
101,0.271,0.229,2,-14.997,1,0.0357,0.978,0.407,0.0793,0.367,85.763,7noxAjx2mwQdXWpnZH5LYd,378693,4
102,0.254,0.102,11,-20.41,1,0.0438,0.972,0.59,0.0671,0.0625,63.797,7tgIXewRwyXeyVmbYOzZAs,466067,4
103,0.307,0.107,2,-16.364,1,0.0362,0.952,0.0469,0.102,0.172,146.123,14FXcY5vUb9zeB4xiQOs5z,478663,3
104,0.227,0.0953,6,-19.053,1,0.0395,0.965,0.904,0.0504,0.0348,70.775,7LXSpD9uQge6FWMw3fBqpH,145667,3
105,0.096,0.0937,4,-25.617,1,0.0406,0.585,0.814,0.0703,0.036,88.619,0Cudryzlbt3d8KS6CjaTER,1264267,4
106,0.211,0.183,1,-23.089,1,0.0511,0.81,0.48,0.0645,0.0557,82.325,3DvIXznIFYqXoBYquZshPc,766667,4
107,0.138,0.0428,8,-26.137,1,0.0419,0.9,0.761,0.0717,0.0325,100.822,1VB1bn9BxLxCMbUd0DGRtv,900120,4
108,0.188,0.0335,9,-22.275,1,0.0392,0.971,0.859,0.105,0.0385,115.033,6r7fhjbw9najOMLFTj5dUx,1195307,3
109,0.0709,0.0349,11,-25.222,1,0.0433,0.972,0.841,0.103,0.0336,76.423,1ivOA7aUzPLIvEdg4HcvAX,634240,4
110,0.251,0.0252,7,-30.515,1,0.0426,0.977,0.688,0.0394,0.083,85.988,722Sm0hmVhf4odaoje47HF,328760,4
111,0.24,0.118,2,-18.5,1,0.0321,0.954,0.889,0.058,0.151,98.591,3wOKfTTrH9MjvEWdkCAnyf,562627,4
112,0.207,0.0898,5,-19.243,0,0.0417,0.93,0.915,0.309,0.054,111.253,7L3X1HxNxo06t2WTsNLnMj,175478,4
113,0.36,0.249,0,-16.406,1,0.0454,0.96,0.393,0.167,0.111,177.437,7878hM5OCeyrtTrt0Y88Fl,109661,4
114,0.454,0.212,3,-20.81,1,0.058,0.976,0.0271,0.356,0.351,134.757,05bk90axrEe6OZrF0VfG0Y,138961,4
115,0.317,0.239,0,-18.292,1,0.173,0.975,0.000256,0.695,0.155,171.509,5hEVLMQ6P9LF2cTcXVPniX,56541,4
116,0.397,0.122,0,-19.739,1,0.0934,0.968,0.000704,0.103,0.0859,86.581,7HKNvARKHUvt5r7LrYbh7b,153512,3
117,0.406,0.282,3,-15.498,1,0.114,0.95,0.111,0.244,0.444,75.484,3GgvNO3YvEf1i0utdaLKO0,185312,4
118,0.289,0.187,5,-21.09,1,0.0732,0.972,0.00404,0.734,0.293,80.102,3U8dlcKQSpptgroSx6k3Tm,309939,4
119,0.303,0.25,9,-18.084,0,0.0713,0.97,0.035,0.474,0.381,75.413,1SfZeIaMGlas9J7g7MotyI,53667,3
120,0.542,0.252,0,-17.255,1,0.0576,0.951,0.399,0.224,0.791,60.47,4UkyZJyF7laD4F7ZSY7aah,127317,4
121,0.189,0.0596,7,-20.015,1,0.0363,0.935,0.261,0.0994,0.0399,96.369,7i5snQelBU2ipPeFRadhHk,276600,4
122,0.194,0.0529,4,-22.548,1,0.0472,0.986,0.000222,0.126,0.082,190.994,25JBY4KDMimzgx4LvwxPZ6,135217,4
123,0.22,0.0805,1,-22.057,1,0.0415,0.969,0.000771,0.0865,0.238,83.223,5d9zTpKg418M7k5Rdmu2oH,139467,4
124,0.293,0.26,0,-15.511,1,0.0562,0.956,0.000772,0.119,0.491,69.076,36umIoXrbKHPtdPobwvbWJ,226656,5
125,0.229,0.0375,10,-29.065,1,0.0595,0.979,0.791,0.107,0.035,71.163,5IuPfS1ZFGmemcpfQLZRAy,338635,3
126,0.378,0.159,0,-18.324,1,0.0816,0.963,0.000196,0.117,0.118,89.792,6gNtjeouQs9PST2cSeA9IC,93893,4
127,0.333,0.14,9,-19.099,1,0.0625,0.972,0.000243,0.115,0.11,86.38,22c3M0uv947Ikek1rdYKqE,187712,4
128,0.499,0.175,8,-17.047,1,0.0902,0.953,0.00127,0.233,0.271,91.483,61kgdths8sOurHrhwew5dq,191720,4
129,0.213,0.0868,0,-28.477,1,0.077,0.974,0.000293,0.651,0.0374,170.762,5BgdXo6YkZ26ZhuUcXrDrN,106229,5
130,0.242,0.13,5,-22.147,1,0.0495,0.969,0.123,0.627,0.0967,82.969,0rCnFOmk7aEcQhlSABwVHK,203624,1
131,0.415,0.236,5,-16.626,1,0.0513,0.974,0.826,0.258,0.404,123.56,6g6gKUneNb0eeje9trnjne,129280,3
132,0.248,0.0469,0,-22.701,1,0.0466,0.955,0.106,0.0767,0.055,143.775,5Oh3NF53NNOPhCj8PgUPsN,223749,4
133,0.172,0.186,8,-19.427,1,0.0422,0.973,0.0878,0.1,0.222,80.219,5uPOkUFmb5tOHSmMGFqziD,280678,4
134,0.414,0.177,0,-20.072,0,0.0625,0.965,6.67e-06,0.195,0.179,113.219,1hKb82GXQSpGM4mnTOxzKe,121986,4
135,0.263,0.212,8,-21.471,1,0.0749,0.978,0.00374,0.2,0.155,87.154,3P9LX4Ojow0B4vqm0QA4sp,162057,3
136,0.368,0.188,1,-20.287,1,0.0497,0.968,0.00204,0.62,0.387,154.877,6n289cBPMbhMM4Ahbk1lK4,94659,4
137,0.471,0.273,10,-16.689,1,0.0597,0.967,0.0309,0.107,0.676,120.815,4jG3y4jBMQWaxLREjlbTjB,149188,4
138,0.506,0.133,5,-16.714,1,0.031,0.976,0.54,0.195,0.643,131.218,6VzmFul9yeqvrX1NtygH3Z,83080,4
139,0.367,0.0447,7,-28.608,1,0.0497,0.983,0.0294,0.0567,0.134,108.992,2lI433NEFcA5c7MySr0zPn,214936,4
140,0.388,0.211,4,-18.394,1,0.0653,0.97,0.000318,0.457,0.109,94.187,5LaEToz658xgfRQ6KKqPYk,212287,3
141,0.422,0.175,5,-20.382,1,0.0788,0.977,0.00572,0.1,0.17,81.069,13UYqNb3JseZaogDSCgbOp,133227,3
142,0.345,0.355,3,-13.904,1,0.0632,0.964,0.255,0.324,0.403,79.669,5pJrCk9UqprrRr7kwTeHaH,168839,4
143,0.231,0.0404,7,-23.638,1,0.0495,0.968,8.67e-06,0.102,0.0656,76.047,4y6fqL9UJqAfX4Re1NlcHz,295585,3
144,0.396,0.152,5,-19.691,1,0.0615,0.985,3.7e-05,0.702,0.231,79.823,0mXKfk6nC3TbdNiSDbpcOB,168800,4
