position,company,reviews,state,city,data scientist,data analyst,machine learning,research,data engineer,work experience
"Senior Analyst, Actuarial Risk Analytics (F)",Evolent Health,85.0,IL,Chicago,False,False,False,False,False,2-3 years
Quantitative Analyst- MBS Risk Models,Analytic Recruiting,2.0,IL,Chicago,False,False,False,False,False,3-5 years
Solutions Architect Lead,The Nerdery,0.0,IL,Chicago,False,False,False,False,False,
Director of Clinical Bioinformatics,The University of Chicago,368.0,IL,Chicago,False,False,False,False,False,
Lab Research Tech 2 - Pathology,Rush University Medical Center,454.0,IL,Chicago,False,False,False,Research,False,2 years
"Senior Manager, Decision Analytics Services (Claims Analyst)",EXL,1170.0,IL,Chicago,False,False,False,False,False,
Senior Cyber Security Analyst,Dyson,209.0,IL,Chicago,False,False,False,False,False,2 years
Quantitative Analyst Fixed Income,Analytic Recruiting,2.0,IL,Chicago,False,False,False,False,False,
Senior Software Engineer - Platform Team,Fooda,17.0,IL,Chicago,False,False,False,False,False,
"Senior Sales Engineer- Central US - ChicagoChicago, Illinois / Full-time APPLY",Dremio,0.0,IL,Chicago,False,False,False,False,False,
Sr. Epic Research Billing Application Analyst,Engage Partners,16.0,IL,Chicago,False,False,False,Research,False,
Senior Software Engineer,Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,
"Sr. Business Development Manager, Health",Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,
Senior Back-End Software Developer,IDEO,12.0,IL,Chicago,False,False,False,False,False,
Clinical Molecular Technologist (Shift Diff - PM Shift),Tempus,17.0,IL,Chicago,False,False,False,False,False,2 years
"Senior Analyst, Quantitative Risk Management (Model Development)",Options Clearing Corporation,36.0,IL,Chicago,False,False,False,False,False,2-5 years
"Post Doctoral Research Fellow, Genome Engineering - Alzheimer's",Rush University Medical Center,454.0,IL,Chicago,False,False,False,Research,False,
"Mid to Senior Data Engineer (Healthcare, Insurance, Finance)",Jobspring Partners,27.0,IL,Chicago,False,False,False,False,Data Engineer,3 years
Senior Technical Program Manager,The Climate Corporation,11.0,IL,Chicago,False,False,False,False,False,8 years
Senior Data Science Consultant,Klein Hersh International,0.0,IL,Chicago,Data Sci,False,False,False,False,5 years
Sr. Software Engineer,Nielsen,1919.0,IL,Chicago,False,False,False,False,False,3 years
Business Development Manager - Strategy and Sales - Tech Startup,Enterprise Peak,5.0,IL,Chicago,False,False,False,False,False,1-3 years
Senior Front End Engineer,SpotHero,4.0,IL,Chicago,False,False,False,False,False,5 years
Senior DevOps Engineer,Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,
"Senior Manager, Decision Analytics Services (Underwriting)",EXL,1170.0,IL,Chicago,False,False,False,False,False,
API Developer,Jobspring Partners,27.0,IL,Chicago,False,False,False,False,False,
"Senior Consultant, Advanced Analytics and Data Science",Analytic Recruiting,2.0,IL,Chicago,Data Sci,False,False,False,False,
Sr. Software Engineer (Full Stack),Nielsen,1919.0,IL,Chicago,False,False,False,False,False,3 years
"Post Doctoral Research Fellow, Stem Cell Biology & Alzheimer's",Rush University Medical Center,454.0,IL,Chicago,False,False,False,Research,False,
Adjunct Math Teacher,Hales Franciscan High School,5.0,IL,Chicago,False,False,False,False,False,54 years
Director of Marketing,Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,
Business Development Manager (Midwest Region),Catapult Sports,0.0,IL,Chicago,False,False,False,False,False,
Sustaining Technical Manager,JUUL Labs,2.0,IL,Chicago,False,False,False,False,False,
"Developer, Senior",Northwestern University,320.0,IL,Chicago,False,False,False,False,False,4 years
Senior Machine Learning Engineer,ServiceNow,90.0,IL,Chicago,False,False,Machine Learning,False,False,
Chicago Regional A&F Global Practice Manager,Burns & McDonnell,152.0,IL,Chicago,False,False,False,False,False,10 years
"Artificial Intelligence Engineer, Senior Associate",KPMG,4493.0,IL,Chicago,False,False,False,False,False,
"Mid to Senior Level Data Engineer (Python, Spark, ETL)",Workbridge Associates,40.0,IL,Chicago,False,False,False,False,Data Engineer,
Software Engineer,Nielsen,1919.0,IL,Chicago,False,False,False,False,False,1 years
Experienced Data Engineer (Health tech),Jobspring Partners,27.0,IL,Chicago,False,False,False,False,Data Engineer,3 years
DevOps Engineer,The University of Chicago,368.0,IL,Chicago,False,False,False,False,False,
Senior Research Analyst - Competitive Intelligence,Mintel,15.0,IL,Chicago,False,False,False,Research,False,
Enterprise Architect,The Nerdery,11.0,IL,Chicago,False,False,False,False,False,
Technical Sales Specialist (Essen),Sartorius North America,0.0,IL,Chicago,False,False,False,False,False,
"Machine Learning Engineer, Manager",KPMG,4493.0,IL,Chicago,False,False,Machine Learning,False,False,5 years
Software Engineer II,Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,
Sales Engineer (Chicago),Alation Inc.,0.0,IL,Chicago,False,False,False,False,False,3 years
Deals Analytics Manager - Chicago,PwC,5648.0,IL,Chicago,False,False,False,False,False,
Director of Product Management,Tempus,17.0,IL,Chicago,False,False,False,False,False,
"Customer Success Manager (Enterprise, Channel Partnership)",Rippleshot,0.0,IL,Chicago,False,False,False,False,False,3-5 years
"Senior Analyst, Operational Risk Analytics (F)",Evolent Health,85.0,IL,Chicago,False,False,False,False,False,2-3 years
Senior Product Designer,Trunk Club,85.0,IL,Chicago,False,False,False,False,False,
"Solutions Sales Executive Midwest,Research Intelligence",Elsevier,476.0,IL,Chicago,False,False,False,Research,False,5 years
Staff Software Engineer,General Electric,292.0,IL,Chicago,False,False,False,False,False,8 years
Senior Quantitative Finance Analyst; Development Market Risk,Bank of America,21952.0,IL,Chicago,False,False,False,False,False,
"Sr. Manager, Data Engineering - CoE Analytical Solutions",Kraft Heinz Company,2936.0,IL,Chicago,False,False,False,False,Data Engineer,
Sr. Director of Marketing,H5,5.0,IL,Chicago,False,False,False,False,False,
Food Scientist,Labtech Specialty Staffing,0.0,IL,Chicago,False,False,False,False,False,3 years
Machine Learning Engineering Manager,ServiceNow,90.0,IL,Chicago,False,False,Machine Learning,False,False,
Commercial Banking - CB Client Data Management – Business Analysis and Reporting - Senior Associate,JP Morgan Chase,20320.0,IL,Chicago,False,False,False,False,False,
Research Scientist,American Nursing Services,3.0,IL,Chicago,False,False,False,Research,False,3 years
"Senior Relationship Manager - GC Insights, New Ventures",McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,
Epic Research Billing Analyst,Engage Partners,16.0,IL,Chicago,False,False,False,Research,False,
Front-End Software Developer,IDEO,12.0,IL,Chicago,False,False,False,False,False,
DevOps Engineer - New Ventures Technology,McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,
Sales Development Representative,Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,1-3 years
Business Development Manager (NBA),Catapult Sports,0.0,IL,Chicago,False,False,False,False,False,
Senior Product Manager,NCSA - Next College Student Athlete,0.0,IL,Chicago,False,False,False,False,False,17 years
Accounts Payable/Accounts Receivable Specialist,Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,3 years
"Director of Product, Media Optimization",Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,10 years
Full-Stack Software Engineer - New Ventures Technology,McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,
Cloud Ops Engineer,The Climate Corporation,11.0,IL,Chicago,False,False,False,False,False,
E-Commerce Marketing Manager,Dyson,209.0,IL,Chicago,False,False,False,False,False,2 years
"Public Relations Director, Healthcare",Golin,13.0,IL,Chicago,False,False,False,False,False,9-12 years
Cloud DevSecOps Engineer,CUNA Mutual Group,141.0,IL,Chicago,False,False,False,False,False,
Experienced Quantitative Analyst - Insurance Modeling & Major Initiatives,Allstate,5375.0,IL,Chicago,False,False,False,False,False,
"Senior Credit Research Analyst, North American Consumers & Retail - Global Credit.",Aviva,868.0,IL,Chicago,False,False,False,Research,False,
"Lab Research Assistant 2, Rush Alzheimer Disease Center",Rush University Medical Center,454.0,IL,Chicago,False,False,False,Research,False,5 years
Analytics and Machine Learning Director,HUB International,211.0,IL,Chicago,False,False,Machine Learning,False,False,10 years
"Senior Digital Analyst, Decision Science",The Marketing Store,22.0,IL,Chicago,False,False,False,False,False,2-4 years
"Senior Associate, Fixed Assets",KPMG,4493.0,IL,Chicago,False,False,False,False,False,
Senior Data Science Solutions Architect Manager,Allstate,5375.0,IL,Chicago,Data Sci,False,False,False,False,
Sales Manager,Persado,3.0,IL,Chicago,False,False,False,False,False,1-2 years
"Lab Research Assistant 2, Internal Medicine & Infectious Disease",Rush University Medical Center,454.0,IL,Chicago,False,False,False,Research,False,5 years
Research Analyst (REIT) (1-294),Brokerage Consultants Inc.,0.0,IL,Chicago,False,False,False,Research,False,
Mechanic- 2nd shift,Method Products,4.0,IL,Chicago,False,False,False,False,False,
Application Analyst Sr. - Epic Research Billing,Ann & Robert H. Lurie Children’s Hospital of Chicago,178.0,IL,Chicago,False,False,False,Research,False,
Research Nurse-Allergy,Ann & Robert H. Lurie Children’s Hospital of Chicago,178.0,IL,Chicago,False,False,False,Research,False,2 years
Senior Recruiter - North America,McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,5 years
Digital Marketing Manager,Brad's Deals,0.0,IL,Chicago,False,False,False,False,False,
Database and IT Operations Manager,Careers In Nonprofits,0.0,IL,Chicago,False,False,False,False,False,
Marketing Manager (Demand Generation),Walker Sands Communications,0.0,IL,Chicago,False,False,False,False,False,
Accelerator Consultant I - Accounting/Sales/Fixed Operations - Automotive Software - Field/Remo,CDK Global,230.0,IL,Chicago,False,False,False,False,False,
"US SBD Account Executive Issuing, Central U S",Feedzai,0.0,IL,Chicago,False,False,False,False,False,
Machine Learning Researcher,"The Hagan-Ricci Group, Inc.",0.0,IL,Chicago,False,False,Machine Learning,Research,False,
Information Security Lead - New Ventures Technology,McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,3-5 years
Solution Architect,Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,
Full Stack Engineer (Chicago),Collective Health,7.0,IL,Chicago,False,False,False,False,False,
Lead Analyst - Geo Analytics,The Boston Consulting Group,198.0,IL,Chicago,False,False,False,False,False,
Senior Quantitative Strategist,Quantlab,0.0,IL,Chicago,False,False,False,False,False,3 years
Machine Learning Lead,Maven Wave Partners,2.0,IL,Chicago,False,False,Machine Learning,False,False,5 years
"Product Manager, Media Optimization",Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,5 years
Senior Statistical Programmer,Covance,423.0,IL,Chicago,False,False,False,False,False,5-8 years
Research Technologist 2,Northwestern University,320.0,IL,Chicago,False,False,False,Research,False,
Entry-Level Electrical Engineer,Burns & McDonnell,152.0,IL,Chicago,False,False,False,False,False,
Compensation Manager,Dyson,209.0,IL,Chicago,False,False,False,False,False,2 years
Sr. Business Analyst (Insights & Analytics),US Foods,1909.0,IL,Chicago,False,False,False,False,False,
"Research Engineer, Rush Alzheimer's Disease Center",Rush University Medical Center,454.0,IL,Chicago,False,False,False,Research,False,
Commissioning Engineer,dbHMS,3.0,IL,Chicago,False,False,False,False,False,
"Partner, Affiliate, & SEM Marketing Specialist",BOEING,5550.0,IL,Chicago,False,False,False,False,False,
Sales Development Representative,Fit Analytics,0.0,IL,Chicago,False,False,False,False,False,
"Director of Data Science (Machine Learning, AI)",Workbridge Associates,40.0,IL,Chicago,Data Sci,False,Machine Learning,False,False,
Sr Quantitative Finance Analyst,Bank of America,21952.0,IL,Chicago,False,False,False,False,False,
Consumer Retail Operations Manager,Dyson,209.0,IL,Chicago,False,False,False,False,False,2 years
Chicago - Data science - Insurance,Oliver James Associates,5.0,IL,Chicago,Data sci,False,False,False,False,
Staff Project Controls Specialist,Burns & McDonnell,152.0,IL,Chicago,False,False,False,False,False,4 years
Senior Research Analyst,The University of Chicago,368.0,IL,Chicago,False,False,False,Research,False,
"Developer, Lead",Northwestern University,320.0,IL,Chicago,False,False,False,False,False,2 years
Executive Director Methodology,The NPD Group,0.0,IL,Chicago,False,False,False,False,False,
Laboratory Technician,The University of Chicago,368.0,IL,Chicago,False,False,False,False,False,
Front Desk Administrator,Weaver Consultants Group,3.0,IL,Chicago,False,False,False,False,False,
Director,Wipro Limited,11133.0,IL,Chicago,False,False,False,False,False,
"Product Manager - Digital Manufacturing, New Ventures",McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,
Assistant Construction Professional,Burns & McDonnell,152.0,IL,Chicago,False,False,False,False,False,
"Senior Software Engineer, Big Data and Machine Learning",Cars.com,51.0,IL,Chicago,False,False,Machine Learning,False,False,
"AVP, Salesforce Effectiveness & Commercial Insights (L11)",Synchrony Financial,519.0,IL,Chicago,False,False,False,False,False,18 years
Research Associate III,Ann & Robert H. Lurie Children’s Hospital of Chicago,178.0,IL,Chicago,False,False,False,Research,False,2 years
"Research Assistant - Biologics Core, Full-time",Shirley Ryan Ability Lab,19.0,IL,Chicago,False,False,False,Research,False,
"Lead Architect, Big Data",CCC Information Services Inc.,64.0,IL,Chicago,False,False,False,False,False,
Director of Technology,envisionit,0.0,IL,Chicago,False,False,False,False,False,3-5 years
Product Manager,NCSA - Next College Student Athlete,0.0,IL,Chicago,False,False,False,False,False,17 years
Technical Research Analyst - Cryptoassets,DRW,0.0,IL,Chicago,False,False,False,Research,False,
Field Engineer,Domino Data Lab,0.0,IL,Chicago,False,False,False,False,False,
"Research Professional, Sr. Analyst",The University of Chicago,368.0,IL,Chicago,False,False,False,Research,False,
Statistical Analyst Sr,Northwestern University,320.0,IL,Chicago,False,False,False,False,False,6 years
BI Architect,NCSA - Next College Student Athlete,0.0,IL,Chicago,False,False,False,False,False,
Receiving and Inventory Associate,Tempus,17.0,IL,Chicago,False,False,False,False,False,
Cell Culture Research Associate,Tempus,17.0,IL,Chicago,False,False,False,Research,False,2 years
Senior Data Scientist,BrainWorks,0.0,IL,Chicago,Data Sci,False,False,False,False,2-5 years
Postdoctoral Research Associate,University of Illinois at Chicago,495.0,IL,Chicago,False,False,False,Research,False,
Lead Data Engineer,Civis Analytics,0.0,IL,Chicago,False,False,False,False,Data Engineer,
"Principal Product Development Scientist - Chicago, IL",Mars,978.0,IL,Chicago,False,False,False,False,False,9 years
Big Data Developer,ITStaff Technical Resources,0.0,IL,Chicago,False,False,False,False,False,
Artificial Intelligence and Machine Learning Architect - Midwest Region,Accenture,14200.0,IL,Chicago,False,False,Machine Learning,False,False,
Learning Architect - McKinsey Academy,McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,15 years
"Junior Business Analytics Consultant (Charlotte, NC)",Allstate,5375.0,IL,Chicago,False,False,False,False,False,
Patient Services Representative,The University of Chicago Medicine,525.0,IL,Chicago,False,False,False,False,False,
Senior Statistical Analyst,US Cellular,1504.0,IL,Chicago,False,False,False,False,False,
HLS - Statistical Quality Lead,Oliver Wyman,537.0,IL,Chicago,False,False,False,False,False,3 years
"Manager, Machine Learning and Financial Crimes Models",BMO Financial Group,1749.0,IL,Chicago,False,False,Machine Learning,False,False,200 years
Scientific Project Manager-1,The University of Chicago,368.0,IL,Chicago,False,False,False,False,False,
"Software Engineer, Backend (Multiple levels)",The Climate Corporation,11.0,IL,Chicago,False,False,False,False,False,
Data Engineer (AI),Jobspring Partners,27.0,IL,Chicago,False,False,False,False,Data Engineer,5 years
Product Manager,Grubhub,262.0,IL,Chicago,False,False,False,False,False,
Digital Marketing Analyst,Brad's Deals,0.0,IL,Chicago,False,False,False,False,False,
Rating Services Consultant,Allstate,5375.0,IL,Chicago,False,False,False,False,False,2-5 years
Market Research Consultant | Customer Success,Displayr,0.0,IL,Chicago,False,False,False,Research,False,
Executive Director - Finance Decision Sciences,JP Morgan Chase,20320.0,IL,Chicago,False,False,False,False,False,
Sr. Pentaho Big Data Engineer,CCC Information Services Inc.,64.0,IL,Chicago,False,False,False,False,Data Engineer,
Extraction Technologist (Shift Diff - Tuesday to Saturday),Tempus,17.0,IL,Chicago,False,False,False,False,False,
Regional Collaborations Director (Central Region),Siemens,6095.0,IL,Chicago,False,False,False,False,False,7 years
Director of Engineering,Crafty Machine,0.0,IL,Chicago,False,False,False,False,False,
"Software Engineer, Machine Learning",Tempus,17.0,IL,Chicago,False,False,Machine Learning,False,False,
Laboratory Assistant,Tempus,17.0,IL,Chicago,False,False,False,False,False,
Product Manager,Tempus,17.0,IL,Chicago,False,False,False,False,False,
Analyst - Periscope Advanced Insights - Growth Mapping,McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,2 years
Software Engineer,Label Insight,5.0,IL,Chicago,False,False,False,False,False,
People Analytics Senior Analyst,Dyson,209.0,IL,Chicago,False,False,False,False,False,2 years
Technical Product Manager,Tempus,17.0,IL,Chicago,False,False,False,False,False,
Technical Lead - Claims (Chicago),Collective Health,7.0,IL,Chicago,False,False,False,False,False,
Data Science Manager,Workbridge Associates,40.0,IL,Chicago,Data Sci,False,False,False,False,
Lead Designer,Drivin/Autoniq,0.0,IL,Chicago,False,False,False,False,False,5 years
Lead Analyst,84.51°,2.0,IL,Chicago,False,False,False,False,False,3-5 years
"Consultant - Healthcare Actuarial, New Ventures",McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,
Senior Research Analyst,NORC at the University of Chicago,370.0,IL,Chicago,False,False,False,Research,False,3 years
Senior Research Analyst - Competitive Intelligence,Mintel Group,2.0,IL,Chicago,False,False,False,Research,False,
Medical Tech / Lab Scientist Supervisor - Generalist,Simple Laboratories,0.0,IL,Chicago,False,False,False,False,False,
Material Planner,Method Products,4.0,IL,Chicago,False,False,False,False,False,3-5 years
"MGS Physical Analysis Senior Scientist- Chicago, IL",Mars,978.0,IL,Chicago,False,False,False,False,False,
Office Assistant,Burns & McDonnell,152.0,IL,Chicago,False,False,False,False,False,5 years
"Product Regulatory Specialist, Full-time",AkzoNobel,1095.0,IL,Chicago,False,False,False,False,False,
Senior Research Analyst,Market Track,25.0,IL,Chicago,False,False,False,Research,False,2-4 years
Legal Compliance and Ethics Counsel Americas,Dyson,209.0,IL,Chicago,False,False,False,False,False,3 years
Senior Research Analyst,JLL,1786.0,IL,Chicago,False,False,False,Research,False,
Data Engineer (Downtown),Jobspring Partners,27.0,IL,Chicago,False,False,False,False,Data Engineer,3 years
Sr Research Analyst,UnitedHealth Group,12170.0,IL,Chicago,False,False,False,Research,False,
Technical Research Analyst - Cryptoassets,DRW Trading Group,7.0,IL,Chicago,False,False,False,Research,False,
Quantitative Researcher- Machine Learning,Akuna Capital,6.0,IL,Chicago,False,False,Machine Learning,Research,False,
Senior Data Engineer,Strike Social,2.0,IL,Chicago,False,False,False,False,Data Engineer,
Lead Operations Research Scientist,XPO Logistics,3237.0,IL,Chicago,False,False,False,Research,False,4 years
"Director, Data Science",84.51°,2.0,IL,Chicago,Data Sci,False,False,False,False,
Program Assistant,Natural Resources Defense Council,13.0,IL,Chicago,False,False,False,False,False,2 years
Logistics Analyst,Dyson,209.0,IL,Chicago,False,False,False,False,False,2 years
"Business Analyst, I&A- Supply Chain",US Foods,1909.0,IL,Chicago,False,False,False,False,False,3 years
Data Scientist Lead (Manager or Director Level position),Uptake,6.0,IL,Chicago,Data Sci,False,False,False,False,
Cost Policy Compliance Analyst,BOEING,5550.0,IL,Chicago,False,False,False,False,False,5 years
Embedded Analyst,The University of Chicago,368.0,IL,Chicago,False,False,False,False,False,
Crain Product Manager -Data/Research,Crain Communications,25.0,IL,Chicago,False,False,False,Research,False,
Data & Analytics Contract Recruiter,KPMG,4493.0,IL,Chicago,False,False,False,False,False,
Business Operations Analyst,Civis Analytics,0.0,IL,Chicago,False,False,False,False,False,1-2 years
Quantitative Model Analyst,U.S. Bank,5416.0,IL,Chicago,False,False,False,False,False,
Market Research Analyst,Kantar Millward Brown,21.0,IL,Chicago,False,False,False,Research,False,
Machine Learning Engineer,ServiceNow,90.0,IL,Chicago,False,False,Machine Learning,False,False,
Quantitative Analyst,Neuberger Berman,59.0,IL,Chicago,False,False,False,False,False,
Admissions Manager,Northwestern University,320.0,IL,Chicago,False,False,False,False,False,1-2 years
Lead Data Engineer,ThoughtWorks,59.0,IL,Chicago,False,False,False,False,Data Engineer,
Research Analyst – Global Public Markets,DiMeo Schneider & Associates,0.0,IL,Chicago,False,False,False,Research,False,3-7 years
Senior Data Engineer (Chicago),QuantumBlack,0.0,IL,Chicago,False,False,False,False,Data Engineer,
"Sr. Vice President, Data Analytics",UnitedHealth Group,12170.0,IL,Chicago,False,Data Analy,False,False,False,
"Scientist III, Chemistry, Mfg & Cntrl",Cardinal Health,2557.0,IL,Chicago,False,False,False,False,False,2 years
Supply Chain Data Science Manager,Accenture,14200.0,IL,Chicago,Data Sci,False,False,False,False,3 years
Corporate Research Analyst,Grant Thornton,919.0,IL,Chicago,False,False,False,Research,False,
Statistical Consultant,Blue Health Intelligence,4.0,IL,Chicago,False,False,False,False,False,
RESEARCH AND CONSULTING ANALYST,TransUnion,173.0,IL,Chicago,False,False,False,RESEARCH,False,
Quantitative Analyst,BMO Financial Group,1749.0,IL,Chicago,False,False,False,False,False,200 years
Data Science Solutions Consultant or Consultant Senior-PS9797,"Anthem, Inc.",3182.0,IL,Chicago,Data Sci,False,False,False,False,3-5 years
"Senior Manager, Machine Learning Data Scientist",Capital One,6324.0,IL,Chicago,Data Sci,False,Machine Learning,False,False,6 years
Manager of Clinical Data Analytics,Tempus,17.0,IL,Chicago,False,Data Analy,False,False,False,
Survey Research Analyst,American Dental Association,23.0,IL,Chicago,False,False,False,Research,False,3 years
Intermediate Research Analyst I,Aegon,297.0,IL,Chicago,False,False,False,Research,False,5-7 years
"Specialist - Cyber Solutions, New Ventures",McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,3-5 years
Lead Data Engineer,Discover Financial Services,1797.0,IL,Chicago,False,False,False,False,Data Engineer,
Staff Scientist/Geologist/Engineer,Weaver Consultants Group,3.0,IL,Chicago,False,False,False,False,False,5 years
Research Assistant,NORC at the University of Chicago,370.0,IL,Chicago,False,False,False,Research,False,
Developer,Northwestern University,320.0,IL,Chicago,False,False,False,False,False,2 years
"Analyst - Cyber Solutions, New Ventures",McKinsey & Company,385.0,IL,Chicago,False,False,False,False,False,1-3 years
BIG DATA TECHNICAL LEAD,TransUnion,173.0,IL,Chicago,False,False,False,False,False,
Analyst - GeoAnalytics,The Boston Consulting Group,198.0,IL,Chicago,False,False,False,False,False,
"Research Analyst, Demand Innovation",Nielsen,1919.0,IL,Chicago,False,False,False,Research,False,
Machine Learning/Hadoop Engineer,Incandescent Technologies,0.0,IL,Chicago,False,False,Machine Learning,False,False,
Developer / Quantitative Analyst,Global Computing - Mexico,0.0,IL,Chicago,False,False,False,False,False,
"Director, Data Science (PS6695)","Anthem, Inc.",3182.0,IL,Chicago,Data Sci,False,False,False,False,7 years
Research Analyst - Health & Wellness Consumer Insights,Mintel Group,2.0,IL,Chicago,False,False,False,Research,False,
Data Scientist,"Quadratic Systems, Inc.",0.0,IL,Chicago,Data Sci,False,False,False,False,
Clinical Quality Research Analyst,"Blue Cross Blue Shield of IL, MT, NM, OK & TX",1387.0,IL,Chicago,False,False,False,Research,False,
Manager Research Analyst,Morningstar,129.0,IL,Chicago,False,False,False,Research,False,
A Safe Haven Foundation Research and Evaluation Jr. Analyst,AmeriCorps,1984.0,IL,Chicago,False,False,False,Research,False,
Research Scientist - Pulmonary Medicine,Ann & Robert H. Lurie Children’s Hospital of Chicago,178.0,IL,Chicago,False,False,False,Research,False,5 years
Quantitative Risk Management Analyst,Intercontinental Exchange,57.0,IL,Chicago,False,False,False,False,False,0-2 years
Database Developer,exp,54.0,IL,Chicago,False,False,False,False,False,
Planning Associate,Mindshare,92.0,IL,Chicago,False,False,False,False,False,
Sr. Research Analyst-Infrastructure,Duff & Phelps Investment Management Company,0.0,IL,Chicago,False,False,False,Research,False,5-10 years
Project Assistant,Burns & McDonnell,152.0,IL,Chicago,False,False,False,False,False,
"Manager, Data Engineering (Big Data and Machine Learning)",Cars.com,51.0,IL,Chicago,False,False,Machine Learning,False,Data Engineer,
"Consultant, Executive Practice Area",Grenzebach Glier and Associates,7.0,IL,Chicago,False,False,False,False,False,50 years
Quantitative Analyst – Quality & Operations,Morningstar,129.0,IL,Chicago,False,False,False,False,False,
Consulting Utility Forester,Davey Tree,208.0,IL,Chicago,False,False,False,False,False,2 years
"Lead Analyst,Data Management and Quantitative Analysis",BNY Mellon,3254.0,IL,Chicago,False,False,False,False,False,5-7 years
Computational Biologist: Phenotypic and genomic data analysis,Tempus,17.0,IL,Chicago,False,data analy,False,False,False,
Quantitative Analyst – Pricing Model – New York/Chicago,Quanteam,0.0,IL,Chicago,False,False,False,False,False,
Quantitative Trading Analyst,Old Mission Capital,0.0,IL,Chicago,False,False,False,False,False,
Quantitative Analyst,KCS Partners,0.0,IL,Chicago,False,False,False,False,False,
Data Scientist,"Transworld Systems, Inc. (TSI)",0.0,IL,Chicago,Data Sci,False,False,False,False,40 years
Data Scientist,Performics,15.0,IL,Chicago,Data Sci,False,False,False,False,5-7 years
Data Scientist,Outcome Health,15.0,IL,Chicago,Data Sci,False,False,False,False,
Data Scientist Intern,Brookfield Asset Management,18.0,IL,Chicago,Data Sci,False,False,False,False,100 years
Data Scientist,The University of Chicago,368.0,IL,Chicago,Data Sci,False,False,False,False,
Embedded Data Scientist,The University of Chicago,368.0,IL,Chicago,Data Sci,False,False,False,False,2 years
Data Scientist,Scienaptic Systems Inc,0.0,IL,Chicago,Data Sci,False,False,False,False,3 years
Data Scientist,Cars.com,51.0,IL,Chicago,Data Sci,False,False,False,False,2-3 years
Pricing & Promotions Data Scientist,Groupon,624.0,IL,Chicago,Data Sci,False,False,False,False,
Research Analyst,CMIC Group,0.0,IL,Chicago,False,False,False,Research,False,
"Field Applications Scientist, Microarray Bioinformatics - Midwest",Thermo Fisher Scientific,1878.0,IL,Chicago,False,False,False,False,False,
Supply Chain Data Science Manager,Accenture,14200.0,DC,Washington,Data Sci,False,False,False,False,3 years
Exercise Physiologist,The Henry M. Jackson Foundation,73.0,DC,Washington,False,False,False,False,False,2-5 years
Product Manager,Morning Consult,2.0,DC,Washington,False,False,False,False,False,
Scientist (Contingent),Davis Defense Group,11.0,DC,Washington,False,False,False,False,False,8 years
Research Analyst I,IFPRI (International Food Policy Research Institute),0.0,DC,Washington,False,False,False,Research,False,
Research Analyst,American Council of Life Insurers,4.0,DC,Washington,False,False,False,Research,False,
Data Scientist/Statistician II (Data Mapping),Ardent Eagle Solutions,4.0,DC,Washington,Data Sci,False,False,False,False,8 years
Research Analyst,"Lionshare Lending, LLC",0.0,DC,Washington,False,False,False,Research,False,
"Senior Associate, Data Scientist",KPMG,4494.0,DC,Washington,Data Sci,False,False,False,False,
"Intern, Behavioral Science - Social and Opinion Research",Ipsos North America,333.0,DC,Washington,False,False,False,Research,False,
Lead Data Scientist,American Institutes for Research,158.0,DC,Washington,Data Sci,False,False,False,False,
Data Analysis Manager,Liberty Healthcare Corporation,71.0,DC,Washington,False,Data Analy,False,False,False,
Statistical Analyst,American Institutes for Research,158.0,DC,Washington,False,False,False,False,False,
Staff Data Scientist,General Electric,292.0,DC,Washington,Data Sci,False,False,False,False,5 years
Data Scientist / Sr. Data Scientist,Visa,606.0,DC,Washington,Data Sci,False,False,False,False,
Data Scientist,Perspecta,12.0,DC,Washington,Data Sci,False,False,False,False,4 years
Senior Transportation Engineer -- CIVIL,"Precision Systems, Inc.",0.0,DC,Washington,False,False,False,False,False,
Accenture Labs - Cyber Security Research & Development Programmer Senior Analyst,Accenture,14200.0,DC,Washington,False,False,False,Research,False,2 years
Full Stack Engineer,CAVA - Technology,0.0,DC,Washington,False,False,False,False,False,2 years
Infrastructure Engineer,CAVA - Technology,0.0,DC,Washington,False,False,False,False,False,
Sr. Vulnerability Management Engineer,Jacobs,2380.0,DC,Washington,False,False,False,False,False,5-7 years
Staff Electrical Engineer,Burns & McDonnell,152.0,DC,Washington,False,False,False,False,False,2 years
