position,company,reviews,state,city,data scientist,data analyst,machine learning,research,data engineer,work experience
Development Director,ALS TDI,0.0,GA,Atlanta,False,False,False,False,False,6-8 years
An Ostentatiously-Excitable Principal Research Assistant to Chief Scientist,The Hexagon Lavish,0.0,GA,Atlanta,False,False,False,Research,False,
Data Scientist,Xpert Staffing,0.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Analyst,Operation HOPE,44.0,GA,Atlanta,False,Data Analy,False,False,False,25 years
Assistant Professor -TT - Signal Processing & Machine Learning,Emory University,550.0,GA,Atlanta,False,False,Machine Learning,False,False,
Manager of Data Engineering,McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,Data Engineer,
"Product Specialist - Periscope, New Ventures",McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,False,5-7 years
"Junior to Mid-level Engineer, Geologist or Environmental Scientist",Wood,899.0,GA,Atlanta,False,False,False,False,False,
Analyst - CIB Credit Research,SunTrust,3343.0,GA,Atlanta,False,False,False,Research,False,
Senior Associate - Cognitive Data Scientist Natural Language Processing,KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
STATISTICAL FORECAST ANALYST,The Home Depot,38844.0,GA,Atlanta,False,False,False,False,False,1 years
Health Scientist III-CPTS,Chenega Corporation,390.0,GA,Atlanta,False,False,False,False,False,
"Senior Associate, Data Scientist",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
Assistant Scientist (AR) SOM,Emory University,550.0,GA,Atlanta,False,False,False,False,False,
Business Intelligence Data Science Analyst - Supply Chain,Newell Brands,912.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Scientist,Cotiviti,104.0,GA,Atlanta,Data Sci,False,False,False,False,
Senior Structural Engineer-Transmission & Distribution,Burns & McDonnell,152.0,GA,Atlanta,False,False,False,False,False,7 years
Senior Mobile Developer (iOS/Android),Perficient,44.0,GA,Atlanta,False,False,False,False,False,
Data Scientist,Relus Cloud,0.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Scientist,Inspire Brands,0.0,GA,Atlanta,Data Sci,False,False,False,False,
Senior Electrical Engineer,Burns & McDonnell,152.0,GA,Atlanta,False,False,False,False,False,7 years
"Sr. Manager, Full Stack Development, KPMG Tax Ignition",KPMG,4494.0,GA,Atlanta,False,False,False,False,False,15 years
Data Scientist,Norfolk Southern Corp,722.0,GA,Atlanta,Data Sci,False,False,False,False,
DATA SCIENTIST - Supply Chain,The Home Depot,38844.0,GA,Atlanta,DATA SCI,False,False,False,False,3 years
"Data Scientist, Keying & Linking",Equifax,447.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Scientist,AirSage,0.0,GA,Atlanta,Data Sci,False,False,False,False,5 years
Data Scientist 1 – AP Forensics Team,The Home Depot,0.0,GA,Atlanta,Data Sci,False,False,False,False,7 years
Data Scientist - ICL,Georgia Tech Research Institute,496.0,GA,Atlanta,Data Sci,False,False,False,False,
"Data Scientist, Online",The Home Depot,38844.0,GA,Atlanta,Data Sci,False,False,False,False,0 years
Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,5720.0,GA,Atlanta,Data Sci,False,False,False,False,1-4 years
Senior Data Scientist,Catalina Marketing,78.0,GA,Atlanta,Data Sci,False,False,False,False,
Business Intelligence Data Scientist - Supply Chain,Newell Brands,912.0,GA,Atlanta,Data Sci,False,False,False,False,
Entry Level/Junior-Level Scientist,"Kleinfelder, Inc.",92.0,GA,Atlanta,False,False,False,False,False,0-3 years
Scientist - Data Analysis,AMERICAN CANCER SOCIETY,959.0,GA,Atlanta,False,Data Analy,False,False,False,
Data Scientist,SalesLoft,7.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Scientist,McKesson,3558.0,GA,Atlanta,Data Sci,False,False,False,False,2 years
Data Scientist,The Intersect Group,29.0,GA,Atlanta,Data Sci,False,False,False,False,3 years
Health Scientist,Centers for Disease Control and Prevention,350.0,GA,Atlanta,False,False,False,False,False,5 years
Data Scientist,OM Partners,0.0,GA,Atlanta,Data Sci,False,False,False,False,
DATA SCIENTIST - SPACE OPTIMIZATION,The Home Depot,38844.0,GA,Atlanta,DATA SCI,False,False,False,False,3 years
"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,385.0,GA,Atlanta,Data Sci,False,False,False,False,
Senior Data Scientist,Cotiviti,104.0,GA,Atlanta,Data Sci,False,False,False,False,
Manager - Data Scientist ! Orlando!,Capgemini,5720.0,GA,Atlanta,Data Sci,False,False,False,False,5-10 years
Scientist II,The Coca-Cola Company,7236.0,GA,Atlanta,False,False,False,False,False,1-3 years
Lead Data Scientist,Norfolk Southern Corp,722.0,GA,Atlanta,Data Sci,False,False,False,False,
Senior Data Scientist,Norfolk Southern Corp,722.0,GA,Atlanta,Data Sci,False,False,False,False,
"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,5720.0,GA,Atlanta,Data Sci,False,False,False,False,1-4 years
Flight Safety Data Analysis Fall Co-Op,Delta Air Lines,2963.0,GA,Atlanta,False,Data Analy,False,False,False,
Chief Deep Learning Scientist,YIWEI Medical Inc.,0.0,GA,Atlanta,False,False,False,False,False,
Supervisory Health Scientist,Centers for Disease Control and Prevention,350.0,GA,Atlanta,False,False,False,False,False,
Manager - Cognitive Data Scientist Natural Language Processing,KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
"Director, Data Scientist",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
"VP, Data Scientist- Atlanta, GA; Charlotte, NC",Bank of America Merchant Services,159.0,GA,Atlanta,Data Sci,False,False,False,False,
Statistical Analyst,Hawkins Diagnostics,0.0,GA,Atlanta,False,False,False,False,False,1-5 years
"VP, Data Analytics",TCGplayer,0.0,GA,Atlanta,False,Data Analy,False,False,False,
Lead Decision Scientist,"Moxie Interactive, Inc.",0.0,GA,Atlanta,False,False,False,False,False,3-5 years
Scientist I - Sensory Panel Leader,The Coca-Cola Company,7236.0,GA,Atlanta,False,False,False,False,False,1-3 years
Data Scientist or Data Scientist Lead PS10268,"Anthem, Inc.",3182.0,GA,Atlanta,Data Sci,False,False,False,False,3-5 years
Lead Decision Scientist,Moxie,347.0,GA,Atlanta,False,False,False,False,False,3-5 years
Senior Cyber Security Data Scientist,Bank of America,21954.0,GA,Atlanta,Data Sci,False,False,False,False,
Scientist II/Ecologist II,HNTB Corporation,127.0,GA,Atlanta,False,False,False,False,False,5 years
Data Engineer,Gallup,140.0,GA,Atlanta,False,False,False,False,Data Engineer,
"Manager, Data Scientist",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
Machine Learning / Artificial Intelligence Research Scientist,Symantec,950.0,GA,Atlanta,False,False,Machine Learning,Research,False,
Statistical Quantitative Analyst,SunTrust,3343.0,GA,Atlanta,False,False,False,False,False,
Research Scientist,MacDermid Inc.,0.0,GA,Atlanta,False,False,False,Research,False,
Environmental Scientist,Tetra Tech,260.0,GA,Atlanta,False,False,False,False,False,3-7 years
"Scientist, Asst Bioinformatics",Emory University,550.0,GA,Atlanta,False,False,False,False,False,
Research Analyst,Evident,8.0,GA,Atlanta,False,False,False,Research,False,
"Scientist, Asst (AR) SOM",Emory Healthcare,1181.0,GA,Atlanta,False,False,False,False,False,
"Analyst, Research",Turner,375.0,GA,Atlanta,False,False,False,Research,False,
"Director, NLP Data Scientist",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
Information Technology Specialist,Centers for Disease Control and Prevention,350.0,GA,Atlanta,False,False,False,False,False,5 years
Quantitative Analyst,GreenSky,26.0,GA,Atlanta,False,False,False,False,False,
DATA ANALYST SUPPLY CHAIN,The Home Depot,38844.0,GA,Atlanta,False,DATA ANALY,False,False,False,1-3 years
"Scientist, Asst (AR) SOM",Emory University,550.0,GA,Atlanta,False,False,False,False,False,
Health Communications Specialist,Eagle Medical Services,15.0,GA,Atlanta,False,False,False,False,False,3 years
"Senior Associate, Data Scientist (NLP/AI)",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
"Data Engineer - GC Insights, New Ventures",McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,Data Engineer,
"Technical Evangelist – Database, Analytics, and Machine Learning",Amazon.com,25907.0,GA,Atlanta,False,False,Machine Learning,False,False,
"Sr Scientist II, Analytical Science",The Coca-Cola Company,7236.0,GA,Atlanta,False,False,False,False,False,
Director of Data Science,Prestige Staffing,139.0,GA,Atlanta,Data Sci,False,False,False,False,7-10 years
HIV Research Scientist,Eagle Medical Services,15.0,GA,Atlanta,False,False,False,Research,False,8 years
SI CoE IoT Data Modeling Architect,Xylem,257.0,GA,Atlanta,False,False,False,False,False,
Research Scientist,PreVisor,0.0,GA,Atlanta,False,False,False,Research,False,1-3 years
"Azure Data Scientist, Manager",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
"Associate Scientist, SOM",Emory University,550.0,GA,Atlanta,False,False,False,False,False,
"Data Engineer, Scala",CapTech Consulting,14.0,GA,Atlanta,False,False,False,False,Data Engineer,3 years
"Director, Financial Services - Data Scientist",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
"Regulatory Labeling, Advertising and Promotion Scientist",UCB,206.0,GA,Atlanta,False,False,False,False,False,6 years
Data & Analytics Developer,SunTrust,3343.0,GA,Atlanta,False,False,False,False,False,
Product Development Scientist,The Coca-Cola Company,7236.0,GA,Atlanta,False,False,False,False,False,3 years
Research Scientist I,Georgia State University,658.0,GA,Atlanta,False,False,False,Research,False,3 years
"Data Scientist - Senior Consultant - Orlando, Florida",Capgemini,5720.0,GA,Atlanta,Data Sci,False,False,False,False,3-5 years
Lead R & D Engineer/Scientist,Honeywell,6121.0,GA,Atlanta,False,False,False,False,False,
Quantitative Finance Analyst,Bank of America,21954.0,GA,Atlanta,False,False,False,False,False,
Advertiser Research Analyst,Cox Media Group,221.0,GA,Atlanta,False,False,False,Research,False,
"Manager, Data Scientist (ML/NLP) -- Financial Services",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Science Instructor,General Assembly,144.0,GA,Atlanta,Data Sci,False,False,False,False,1-2 years
Research Informatics Analyst,Emory University,550.0,GA,Atlanta,False,False,False,Research,False,
Enterprise Data Analyst & Data Engineer,Novelis,189.0,GA,Atlanta,False,Data Analy,False,False,Data Engineer,
Supply Chain Data Science Consultant,Accenture,14200.0,GA,Atlanta,Data Sci,False,False,False,False,1 years
Public Health Communications Specialist,2M Research Services,2.0,GA,Atlanta,False,False,False,False,False,3 years
Communications Specialist,Loyal,10.0,GA,Atlanta,False,False,False,False,False,3–5 years
2018 - Health Research Analyst 2 - New,Northrop Grumman,4061.0,GA,Atlanta,False,False,False,Research,False,
Business Intelligence Engineer,Amazon.com,25907.0,GA,Atlanta,False,False,False,False,False,
Staff Research Scientist VII: Informational Interpretation Researcher,The Hexagon Lavish,0.0,GA,Atlanta,False,False,False,Research,False,8-15 years
"Scientist, Asst (AR) School Of Medicine (SOM)",Emory University,550.0,GA,Atlanta,False,False,False,False,False,
"Entry Level Geologist, Engineer or Environmental Scientist",Wood,899.0,GA,Atlanta,False,False,False,False,False,
"Regulatory Labeling, Advertising and Promotion Scientist",UCB S.A.,206.0,GA,Atlanta,False,False,False,False,False,6 years
Quantitative Analyst,Voya Financial,168.0,GA,Atlanta,False,False,False,False,False,40 years
"Director, Data Scientist -- Financial Services/Insurance",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
Supervisory Epidemiologist,Centers for Disease Control and Prevention,350.0,GA,Atlanta,False,False,False,False,False,
Quantitative Finance Analyst/C++ Developer,Bank of America,21954.0,GA,Atlanta,False,False,False,False,False,3 years
Jr Microbiologist - CDC,G2S Corporation,0.0,GA,Atlanta,False,False,False,False,False,
"Azure Data Scientist, Senior Associate",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
Research Analyst,"Epiq Systems, Inc.",131.0,GA,Atlanta,False,False,False,Research,False,
Coding Research Analyst,Zelis Healthcare,21.0,GA,Atlanta,False,False,False,Research,False,5 years
Data Science Manager- Atlanta,Capgemini,5720.0,GA,Atlanta,Data Sci,False,False,False,False,5-10 years
Quantitative Analyst,Intercontinental Exchange,57.0,GA,Atlanta,False,False,False,False,False,2 years
Data Visualization Software Engineer,KPMG,4494.0,GA,Atlanta,False,False,False,False,False,
"Business Intelligence Analyst, People Analytics & Measurement",McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,False,1-2 years
Mid Data Scientist - Machine Learning,Elev8 Hire Solutions,0.0,GA,Atlanta,Data Sci,False,Machine Learning,False,False,
Vendor Research Analyst,Northside Hospital,838.0,GA,Atlanta,False,False,False,Research,False,16 years
Big Data SW Engineer,KPMG,4494.0,GA,Atlanta,False,False,False,False,False,
"Senior Scientist, Content Science","Pandora Media, Inc.",33.0,GA,Atlanta,False,False,False,False,False,
Sponsored Research Financial Analyst,Emory University,550.0,GA,Atlanta,False,False,False,Research,False,4 years
Supply Chain Data Science Manager,Accenture,14200.0,GA,Atlanta,Data Sci,False,False,False,False,3 years
Director HR Data and Insights,WestRock,1301.0,GA,Atlanta,False,False,False,False,False,
BI Quantitative Analyst,Children's Healthcare of Atlanta,524.0,GA,Atlanta,False,False,False,False,False,100 years
Research Specialist,Emory University,550.0,GA,Atlanta,False,False,False,Research,False,3 years
Associate Product Designer,IBM,22257.0,GA,Atlanta,False,False,False,False,False,
Ecologist,VHB,22.0,GA,Atlanta,False,False,False,False,False,40 years
Tech Fall 2018 Intern - Machine Learning,Turner,375.0,GA,Atlanta,False,False,Machine Learning,False,False,
R&D Innovation Engineer - Video Analytics/Machine Learning,Honeywell,6121.0,GA,Atlanta,False,False,Machine Learning,False,False,
Lead Data Engineer,ThoughtWorks,59.0,GA,Atlanta,False,False,False,False,Data Engineer,
Data Analytics Engineer / Big Data Engineer,UST Global Inc.,653.0,GA,Atlanta,False,Data Analy,False,False,Data Engineer,5 years
Corporate Investment Quantitative Finance Analyst,Bank of America,21954.0,GA,Atlanta,False,False,False,False,False,
Malware Analyst,ICF,392.0,GA,Atlanta,False,False,False,False,False,
Principal Research Scientist I: Informational Library Architect Extraordinaire,The Hexagon Lavish,0.0,GA,Atlanta,False,False,False,Research,False,8-15 years
Market Research Analyst,SKIM,0.0,GA,Atlanta,False,False,False,Research,False,
"Manager, Statistical Modeling & Analytics",Piedmont Healthcare,325.0,GA,Atlanta,False,False,False,False,False,
"Senior Scientist, Advertising","Pandora Media, Inc.",33.0,GA,Atlanta,False,False,False,False,False,3-5 years
"Junior Specialist - Periscope Advanced Insights Growth Mapping, New Ventures",McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,False,
Full Stack Developer,GreenSky,26.0,GA,Atlanta,False,False,False,False,False,
"Senior Associate, Data Scientist/Statistics -- Financial Services",KPMG,4494.0,GA,Atlanta,Data Sci,False,False,False,False,
Assistant Scientist - Metabolics Division Lead,Emory University,550.0,GA,Atlanta,False,False,False,False,False,
"Senior Data Engineer, Next Big Sound","Pandora Media, Inc.",33.0,GA,Atlanta,False,False,False,False,Data Engineer,
Market Research Analyst,ResMed,78.0,GA,Atlanta,False,False,False,Research,False,4-5 years
Biomedical Engineering: Faculty Position - Open Rank (Asst or Assoc Professor),Emory University,550.0,GA,Atlanta,False,False,False,False,False,
Solutions Consultant,Oversight Systems,6.0,GA,Atlanta,False,False,False,False,False,
"Senior Scientist, Immunology","GeoVax, Inc.",0.0,GA,Atlanta,False,False,False,False,False,5 years
"Director, Data Science (PS6695)","Anthem, Inc.",3182.0,GA,Atlanta,Data Sci,False,False,False,False,7 years
A Vigorously-Charged Scientific Programmer,The Hexagon Lavish,0.0,GA,Atlanta,False,False,False,False,False,
Software Engineer,FraudScope,0.0,GA,Atlanta,False,False,False,False,False,
Sr. Data Scientist – Market Research,Analytic Recruiting,2.0,GA,Atlanta,Data Sci,False,False,Research,False,
Director of Software,Bionic Sciences Inc.,0.0,GA,Atlanta,False,False,False,False,False,
Certifying Scientist / Quantitation Scientist,Lighthouse Lab Services,0.0,GA,Atlanta,False,False,False,False,False,14 years
Senior Data Scientist,Smith Hanley Associates,18.0,GA,Atlanta,Data Sci,False,False,False,False,
Sr Manager - Data & Analytics,General Electric,292.0,GA,Atlanta,False,False,False,False,False,3 years
Big Data Engineer (mid to senior level),GreenSky,26.0,GA,Atlanta,False,False,False,False,Data Engineer,
Data Scientist,"Xpect SVC, LLC",0.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Science - Senior Consultant,Capgemini,5720.0,GA,Atlanta,Data Sci,False,False,False,False,3-5 years
Adolescent Health Evaluation Specialist,ICF,392.0,GA,Atlanta,False,False,False,False,False,
Windows Programmer / Software Engineer - Intermediate/Senior -ELSYS -7332,The Goal Inc.,0.0,GA,Atlanta,False,False,False,False,False,
Sr. Data Engineer,Optomi,16.0,GA,Atlanta,False,False,False,False,Data Engineer,6 years
"Team Lead – Informatics. Sensus USA Inc. Atlanta, Georgia",Xylem,257.0,GA,Atlanta,False,False,False,False,False,
Electrical / Substation Design Engineer,Burns & McDonnell,152.0,GA,Atlanta,False,False,False,False,False,3 years
Windows Programmer / Software Engineer (Advanced Degree) - ELSYS,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,
Electrical/Computer Engineer - EOSL,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,0-7 years
Windows Programmer / Software Engineer - Entry/ Intermediate -ELSYS - 7333,The Goal Inc.,0.0,GA,Atlanta,False,False,False,False,False,
Principal Research Scientist,Headway Workforce Solutions,209.0,GA,Atlanta,False,False,False,Research,False,2-5 years
Senior Business Intelligence Analyst,The Home Depot,38844.0,GA,Atlanta,False,False,False,False,False,2 years
"Senior Software Engineer, Machine Learning","Pandora Media, Inc.",33.0,GA,Atlanta,False,False,Machine Learning,False,False,
Scientist,R&D Partners,4.0,GA,Atlanta,False,False,False,False,False,
Staff CAD Technician,Golder Associates,307.0,GA,Atlanta,False,False,False,False,False,3 years
Engineering Co-op,Golder Associates,307.0,GA,Atlanta,False,False,False,False,False,
"Associate Manager, Agile Paid Media",The Home Depot,38844.0,GA,Atlanta,False,False,False,False,False,3-5 years
Category Manager,JUUL Labs,2.0,GA,Atlanta,False,False,False,False,False,2-3 years
FPGA Hardware Researcher - CIPHER,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,Research,False,
Senior Marketing Research Analyst,HD Supply,1202.0,GA,Atlanta,False,False,False,Research,False,5-8 years
"Right-of-Way Acquisition Manager | Atlanta, GA","Gresham, Smith and Partners.",27.0,GA,Atlanta,False,False,False,False,False,5 years
Associate Research Scientist,R&D Partners,4.0,GA,Atlanta,False,False,False,Research,False,
Entry-Level Electrical Engineer,Burns & McDonnell,152.0,GA,Atlanta,False,False,False,False,False,
Staff Software Engineer,General Electric,292.0,GA,Atlanta,False,False,False,False,False,8 years
Principal Engineer,Cotiviti,104.0,GA,Atlanta,False,False,False,False,False,
DevOps Engineer - ELSYS,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,
"Senior Analyst, Payments Study - GC Insights, New Ventures",McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,False,
"Senior Analyst - Multi-client Benchmarks, GC Insights - New Ventures",McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,False,
BI - Analytics - Cloud Platform Operations Analyst,The Coca-Cola Company,7236.0,GA,Atlanta,False,False,False,False,False,4 years
Sr Quantitative Finance Analyst/C++ Developer,Bank of America,21954.0,GA,Atlanta,False,False,False,False,False,5 years
Business Analytics Consultant Sr,PNC Financial Services Group,4650.0,GA,Atlanta,False,False,False,False,False,
"Various Professional, Technical, Administrative and Scientific positions supporting a Public Health Client",Alaka`ina Foundation Family of Companies,0.0,GA,Atlanta,False,False,False,False,False,2 years
"Senior Engineer II, Packaging Research",The Coca-Cola Company,7236.0,GA,Atlanta,False,False,False,Research,False,10 years
Pediatrics – Dir. Pediatric Clinical and Translational Research,Emory University,550.0,GA,Atlanta,False,False,False,Research,False,
Avionics System Designer - ELSYS,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,5 years
Business Development Manager (Southeast Region),Catapult Sports,0.0,GA,Atlanta,False,False,False,False,False,
Senior Research Analyst and Team Lead - HR Insights - Bersin,Deloitte,6869.0,GA,Atlanta,False,False,False,Research,False,
Landscape Architect (Graduate),Jacobs,2380.0,GA,Atlanta,False,False,False,False,False,0-3 years
Implementation Engineer (Machine Learning/Data Analytics),"eHire, LLC",0.0,GA,Atlanta,False,Data Analy,Machine Learning,False,False,
Senior Sales Account Executive,Clear Story Data,0.0,GA,Atlanta,False,False,False,False,False,
"Post-Doctoral Fellowship Training Program in Cancer Epidemiology, Prevention and Survivorship",AMERICAN CANCER SOCIETY,959.0,GA,Atlanta,False,False,False,False,False,
Senior Software Researcher - CIPHER,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,Research,False,7 years
Configuration Management/Quality Assurance Manager -ATAS,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,
Practice Technology Regional BIM Manager (East Region),"HKS, Inc.",0.0,GA,Atlanta,False,False,False,False,False,10 years
Windows Programmer / Software Engineer- ELSYS,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,
Cyber Security Systems Engineer,ICF,392.0,GA,Atlanta,False,False,False,False,False,
"Technical Product Manager – Secureworks – Austin, TX, Atlanta, GA, D.C. Metro, or Remote",DELL,8380.0,GA,Atlanta,False,False,False,False,False,
Data Scientist,Matrix Resources,58.0,GA,Atlanta,Data Sci,False,False,False,False,
Senior FPGA Hardware Researcher - CIPHER,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,Research,False,
Environmental Project Engineer - CCR/Fly Ash NPDES,Stantec,460.0,GA,Atlanta,False,False,False,False,False,5 years
Technical Lead Data Engineer/Architect,Beacon Hill Technologies,184.0,GA,Atlanta,False,False,False,False,Data Engineer,
"Post-Doctoral Fellow- Medical Imaging, Machine Learning and CT Physics",Emory University,550.0,GA,Atlanta,False,False,Machine Learning,False,False,
Avionics System Designer (Advanced Degree) - ELSYS,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,5 years
Branch Head for FPGA Hardware Research and Development - CIPHER,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,Research,False,
Sr. Staff Enterprise Application Engineer,General Electric,292.0,GA,Atlanta,False,False,False,False,False,10 years
Commercial Construction Market Leader – Global Facilities,Burns & McDonnell,152.0,GA,Atlanta,False,False,False,False,False,10 years
Senior Firmware Engineer - ELSYS,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,15 years
Senior Staff-National Tax office,Crowe,176.0,GA,Atlanta,False,False,False,False,False,2 years
Senior Analyst - Marketing Research,GEORGIA-PACIFIC,1947.0,GA,Atlanta,False,False,False,Research,False,2 years
"Sr. Product Manager – Secureworks – Austin, TX, Atlanta, GA, D.C. Metro, or Remote",DELL,8380.0,GA,Atlanta,False,False,False,False,False,
Senior Web Developer,Perficient,44.0,GA,Atlanta,False,False,False,False,False,
Senior Software Engineer,Feedzai,0.0,GA,Atlanta,False,False,False,False,False,
Sr Staff Software Engineer,General Electric,292.0,GA,Atlanta,False,False,False,False,False,10 years
Data Scientist,"Elavon, Inc.",233.0,GA,Atlanta,Data Sci,False,False,False,False,25 years
"Senior Analyst - GC Insights, New Ventures",McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,False,
Assistant Architect,Burns & McDonnell,152.0,GA,Atlanta,False,False,False,False,False,0-4 years
Senior Market Research Analyst,Pearson,1600.0,GA,Atlanta,False,False,False,Research,False,
Advanced Analytics Consultant - Machine Learning,Slalom Consulting,48.0,GA,Atlanta,False,False,Machine Learning,False,False,
Data Scientist,Cardinal Solutions,2.0,GA,Atlanta,Data Sci,False,False,False,False,
Research Epidemiologist,Piedmont Healthcare,0.0,GA,Atlanta,False,False,False,Research,False,
Data Scientist,Operation HOPE,44.0,GA,Atlanta,Data Sci,False,False,False,False,25 years
Advanced Data Scientist,Honeywell,6121.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Scientist,The Coca-Cola Company,7236.0,GA,Atlanta,Data Sci,False,False,False,False,0-2 years
Jr. Data Scientist,Jvion,0.0,GA,Atlanta,Data Sci,False,False,False,False,
Account Executive - Healthcare Sales (Atlanta),"ChartSpan Medical Technologies, Inc.",0.0,GA,Atlanta,False,False,False,False,False,
Account Executive - Atlanta,Dataiku,0.0,GA,Atlanta,False,False,False,False,False,
Data Scientist III,Honeywell,6121.0,GA,Atlanta,Data Sci,False,False,False,False,
Data Scientist,U.S. Bank,5416.0,GA,Atlanta,Data Sci,False,False,False,False,25 years
Data Scientist,Catalina Marketing,78.0,GA,Atlanta,Data Sci,False,False,False,False,
Research Analyst,"Happy Faces Personnel Group, Inc.",0.0,GA,Atlanta,False,False,False,Research,False,
Product Manager (Flexible Location),BrightBytes,0.0,GA,Atlanta,False,False,False,False,False,5 years
Data Science Solutions Lead(Data Engineer)-PS10274,"Anthem, Inc.",3182.0,GA,Atlanta,Data Sci,False,False,False,Data Engineer,
Account Executive - Atlanta,"Alteryx, Inc.",5.0,GA,Atlanta,False,False,False,False,False,7-10 years
Clinical Research Coordinator/Nurse,General Dynamics Information Technology,5915.0,GA,Atlanta,False,False,False,Research,False,2-5 years
Computer Network Defense (CND) Analyst,ICF,392.0,GA,Atlanta,False,False,False,False,False,3 years
Computer Operator/Support Engineer,Oversight Systems,6.0,GA,Atlanta,False,False,False,False,False,4 years
"Sr. Manager , Data Science Forecasting",Newell Brands,912.0,GA,Atlanta,Data Sci,False,False,False,False,
Operations Research Analyst (contractor role),Norfolk Southern Corp,722.0,GA,Atlanta,False,False,False,Research,False,1-2 years
Director of Monitoring and Evaluation,United Way,1365.0,GA,Atlanta,False,False,False,False,False,
Post Doctoral Fellow Biochemistry,Emory University,550.0,GA,Atlanta,False,False,False,False,False,
SR DATA ANALYST SUPPLY CHAIN,The Home Depot,38844.0,GA,Atlanta,False,DATA ANALY,False,False,False,2 years
Chronic Disease Portfolio Lead,ICF,392.0,GA,Atlanta,False,False,False,False,False,10 years
Compensation and HRIS Analyst,Scientific Research Corporation,90.0,GA,Atlanta,False,False,False,False,False,
Sr Quantitative Finance Analyst,Bank of America,21954.0,GA,Atlanta,False,False,False,False,False,
"Director, Customer Analytics","Carters, Inc",1178.0,GA,Atlanta,False,False,False,False,False,
Information Systems Security Officer - RSD,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,False,False,
Data Science - Senior Manager - Atlanta,Capgemini,5720.0,GA,Atlanta,Data Sci,False,False,False,False,7 years
Account Executive - Healthcare Sales,ChartSpan,11.0,GA,Atlanta,False,False,False,False,False,
Front End Engineer,Loyal,10.0,GA,Atlanta,False,False,False,False,False,
Sr. Market Research Analyst,SKIM,0.0,GA,Atlanta,False,False,False,Research,False,
Software Engineer - 6943,The Goal Inc.,0.0,GA,Atlanta,False,False,False,False,False,
"Professional Development Manager - McKinsey Academy, New Ventures",McKinsey & Company,385.0,GA,Atlanta,False,False,False,False,False,
Software Researcher - CIPHER,Georgia Tech Research Institute,496.0,GA,Atlanta,False,False,False,Research,False,
Systems Software Engineer,Emory University,550.0,GA,Atlanta,False,False,False,False,False,
Digital Marketing Consultant - Automotive Retail - Atlanta,CDK Global,230.0,GA,Atlanta,False,False,False,False,False,
Senior Packaging Engineer I - PET,The Coca-Cola Company,7236.0,GA,Atlanta,False,False,False,False,False,
"Account Executive Fraud Solutions, Acquiring Eastern Region",Payments & Cards Network,0.0,GA,Atlanta,False,False,False,False,False,
"Junior DevOps Software Engineer – Secureworks – Atlanta, GA, Austin, TX or Remote",DELL,8380.0,GA,Atlanta,False,False,False,False,False,
