danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.273,0.00324,0,-16.856,1,0.0705,0.711,0.978,0.323,0.0,86.228,05K9iP4NbxcxywOzuEA3d7,54680,4
0.692,0.946,7,-5.991,1,0.0446,0.000428,0.607,0.0937,0.973,127.965,5Lx3yHmFZF0aQ2hbb245l1,341760,4
0.773,0.504,2,-5.117,1,0.0494,7.19e-05,0.792,0.0805,0.43,133.904,5hwPScbXEB0byXPmQPY7zP,247947,4
0.72,0.797,5,-6.338,0,0.0383,0.00402,0.0431,0.283,0.949,128.025,2B3jjwe3iaqJ7HCNQpoilC,270707,4
0.0,0.0915,3,-15.586,1,0.0,0.995,0.991,0.0,0.0,0.0,48eVBJaOkFchY0yUlhTSC4,7755,0
0.757,0.612,4,-6.069,0,0.0913,0.001,0.812,0.0631,0.965,100.97,4yRfR8GzW7XN4TOFFTE0Kz,246653,4
0.926,0.158,7,-9.423,1,0.0948,0.278,0.852,0.229,0.507,121.892,5nSeHqFqlNdSCdj2PjYG3b,258707,4
0.667,0.812,10,-5.993,1,0.0434,0.0145,0.759,0.136,0.897,132.927,2SfclDLTOWPYc5TaF7jm8B,296573,4
0.929,0.434,5,-7.978,1,0.0545,0.00102,0.304,0.0775,0.882,114.977,7uIk9IZLSk5qHYvR6Sfjvo,236720,4
0.423,0.46,0,-7.587,1,0.0454,0.433,0.0,0.0701,0.266,125.106,4NpGJZC2cL5RYbzFfbcEVE,229600,4
0.463,0.755,4,-7.244,1,0.0634,0.11,4.89e-06,0.103,0.252,145.319,5u0YB9bpmgEPS2bPhwfRFV,261213,4
0.445,0.797,7,-5.578,1,0.0629,0.00324,3.97e-05,0.262,0.589,164.385,2OjHf8ZzA6OaARARpQabjN,185267,4
0.4,0.445,2,-7.546,1,0.0323,0.416,9.03e-06,0.0938,0.108,150.15,5WDlNHQW1LmcQIA15oGjiW,236067,4
0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,0HZhYMZOcUzZKSFwPOti6m,246587,4
0.459,0.744,2,-6.209,0,0.0546,0.00332,0.0191,0.0239,0.255,138.985,7DtWwldvUq9N3Oo3wCBxjx,213587,4
0.19,0.132,7,-20.038,1,0.0408,0.982,0.954,0.08,0.0413,74.857,1apYfqtaXefTBkHDfUT9QP,50653,1
0.427,0.145,4,-12.685,1,0.0327,0.848,0.0,0.0905,0.0611,139.417,7pOcnni0UFajywUyhQhFHC,276400,4
0.465,0.775,0,-5.525,1,0.0414,0.141,3.89e-05,0.244,0.49,156.072,0tv7e81tRqibc5Q8PYhweP,244627,4
0.237,0.269,7,-9.61,0,0.0298,0.573,0.000283,0.101,0.0681,81.256,21JTgoZLDB2F4Fx0uRCmTL,233480,4
0.457,0.382,11,-8.999,1,0.0328,0.466,0.0,0.122,0.365,140.9,6TqpSLQx0zR6IoWssL5fIS,269587,4
0.458,0.52,9,-5.947,0,0.0291,0.0882,3.36e-05,0.146,0.309,134.313,7wWUdleEFkbMyDNHud1t8X,279733,4
0.412,0.463,2,-7.571,1,0.0328,0.436,0.0,0.0989,0.0898,150.117,6JT8FZD6yLksUgZQKwrAog,234816,4
0.573,0.522,7,-8.185,1,0.0369,0.00306,0.0553,0.0875,0.0517,100.005,7ANqBG5q7FWsuVOtKPJixn,257277,4
0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790,5
0.677,0.8,11,-5.731,1,0.0438,0.0166,2.35e-05,0.0819,0.842,144.957,6iXHdoxYWDuuacnffO2fzb,187583,4
0.76,0.579,5,-5.079,0,0.0388,0.00715,0.000679,0.0304,0.975,99.979,1leXuBiWQMgbvOIIedqbLB,223187,4
0.688,0.808,1,-5.618,0,0.0445,0.00126,0.00183,0.0557,0.956,122.024,5U3qiJCXKCJ40Nf6tkI7Sq,234333,4
0.781,0.771,9,-6.558,1,0.0383,0.0184,0.0999,0.0637,0.936,116.977,55jQ1wZBkkIjXCmPV0rxks,241983,4
