,dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
340,1607490000,2,360.49,0.07,17.48,25.39,3.76,17.16,18.57,0.28
341,1607493600,2,393.87,0.39,23.99,17.7,5.01,18.66,19.94,0.37
342,1607497200,2,410.56,0.89,28.1,13.05,5.96,17.49,18.43,0.47
343,1607500800,2,417.23,1.19,29.82,10.73,6.44,15.77,16.51,0.53
344,1607504400,2,427.25,1.45,30.5,10.01,6.8,14.83,15.49,0.55
345,1607508000,2,427.25,2.18,29.47,11.44,7.03,14.36,15.11,0.61
346,1607511600,2,423.91,2.07,28.79,13.23,7.09,13.61,14.55,0.67
347,1607515200,2,413.9,1.77,28.79,14.84,7.27,13.0,14.1,0.69
348,1607518800,2,417.23,1.57,30.5,14.31,7.75,13.23,14.49,0.71
349,1607522400,2,423.91,1.31,32.22,11.8,7.63,14.58,16.01,0.73
350,1607526000,2,417.23,1.05,32.22,10.82,6.97,15.36,17.0,0.71
351,1607529600,2,393.87,0.94,30.5,11.8,6.38,14.86,16.82,0.69
352,1607533200,2,373.84,0.94,30.85,12.34,6.62,14.64,16.83,0.68
353,1607536800,2,373.84,1.1,31.87,11.62,7.27,15.02,17.29,0.72
354,1607540400,2,373.84,1.06,31.19,12.16,7.33,14.89,17.25,0.75
355,1607544000,2,367.17,0.71,28.79,15.2,6.86,13.74,16.07,0.75
356,1607547600,2,357.15,0.48,27.42,18.42,6.56,12.78,15.06,0.72
357,1607551200,2,347.14,0.3,25.71,21.28,6.08,12.17,14.38,0.7
358,1607554800,2,320.44,0.11,20.91,25.39,5.72,11.62,13.81,1.14
359,1607558400,2,303.75,0.08,17.65,26.46,7.03,12.08,14.3,2.31
360,1607562000,2,303.75,0.08,16.45,25.39,7.75,13.51,15.85,3.04
361,1607565600,2,307.08,0.08,15.94,24.32,8.7,15.0,17.52,3.58
362,1607569200,2,310.42,0.07,15.25,24.68,9.66,16.0,18.82,3.93
363,1607572800,2,303.75,0.04,13.54,28.97,10.97,16.27,19.16,3.1
364,1607576400,2,300.41,0.04,13.2,31.47,11.56,16.03,18.63,2.57
365,1607580000,2,313.76,0.1,16.45,30.4,12.99,16.2,18.57,2.53
366,1607583600,2,320.44,0.17,19.54,28.97,14.42,16.45,18.63,2.47
367,1607587200,2,320.44,0.19,20.74,28.25,15.14,16.6,18.69,2.47
368,1607590800,2,320.44,0.23,20.74,28.61,14.78,16.3,18.31,2.6
369,1607594400,2,317.1,0.31,20.39,28.97,14.54,15.85,17.8,2.79
370,1607598000,2,310.42,0.34,19.19,30.04,14.07,15.22,17.12,2.82
371,1607601600,2,307.08,0.28,17.99,30.76,13.59,14.73,16.6,2.72
372,1607605200,2,307.08,0.27,18.17,30.4,13.59,14.54,16.44,2.72
373,1607608800,2,307.08,0.21,18.51,29.68,13.71,14.39,16.37,2.85
374,1607612400,2,307.08,0.13,18.68,29.68,13.47,14.1,16.1,3.04
375,1607616000,2,307.08,0.15,20.05,29.33,13.23,13.92,15.93,3.2
376,1607619600,2,320.44,0.28,24.33,25.75,13.83,14.58,16.65,3.39
377,1607623200,2,347.14,0.58,29.47,19.85,15.26,15.79,18.01,3.61
378,1607626800,2,367.17,0.85,32.56,16.27,16.45,16.74,19.11,3.74
379,1607630400,2,370.5,0.75,32.22,16.09,16.69,17.03,19.49,3.74
380,1607634000,2,373.84,0.73,32.22,15.74,17.41,17.48,20.13,3.83
381,1607637600,2,370.5,0.51,30.85,16.99,17.41,17.6,20.39,3.9
382,1607641200,2,347.14,0.16,25.71,21.64,15.5,16.89,19.68,3.8
383,1607644800,2,327.11,0.08,20.39,26.46,13.59,16.11,18.78,3.58
384,1607648400,2,313.76,0.05,17.14,29.68,12.28,15.41,17.9,3.39
385,1607652000,2,303.75,0.04,15.42,32.19,11.44,14.83,17.09,3.2
386,1607655600,2,297.07,0.03,14.05,33.98,10.97,14.28,16.35,3.01
387,1607659200,2,293.73,0.03,13.71,34.69,11.21,14.14,16.18,2.95
388,1607662800,2,300.41,0.06,15.08,32.54,12.4,14.69,16.81,3.07
389,1607666400,2,333.79,0.28,22.28,24.32,15.14,16.51,18.93,3.42
390,1607670000,2,363.83,0.75,29.13,17.17,17.17,18.33,20.95,3.64
391,1607673600,2,367.17,0.81,30.16,16.27,17.17,18.35,20.89,3.42
392,1607677200,2,357.15,0.64,28.45,20.03,16.69,17.39,19.7,2.88
393,1607680800,2,347.14,0.75,27.08,23.6,15.74,17.14,19.43,2.01
394,1607684400,2,343.8,0.96,26.39,23.96,13.47,18.1,20.67,1.11
395,1607688000,2,343.8,1.13,26.05,23.25,12.64,18.78,21.58,0.92
396,1607691600,2,343.8,1.54,26.05,21.64,12.16,19.1,21.93,0.84
397,1607695200,2,343.8,0.92,26.73,19.13,11.21,19.28,22.02,0.78
398,1607698800,2,343.8,0.47,26.73,18.42,10.13,19.55,22.15,0.69
399,1607702400,2,340.46,0.37,26.39,20.21,9.18,19.39,21.67,0.58
400,1607706000,2,340.46,0.36,26.73,21.1,9.18,19.12,21.1,0.59
401,1607709600,3,350.48,0.48,27.42,19.13,11.44,20.1,22.14,1.11
402,1607713200,3,363.83,0.85,27.76,14.31,12.16,21.9,24.35,1.49
403,1607716800,3,390.53,1.76,29.47,7.69,12.99,23.98,26.89,1.9
404,1607720400,4,427.25,3.8,32.22,2.77,13.23,26.1,29.33,2.06
405,1607724000,4,447.27,4.75,32.22,1.24,10.25,25.8,28.92,1.43
406,1607727600,3,440.6,2.57,30.5,1.99,6.91,22.58,25.32,0.75
407,1607731200,2,427.25,0.81,27.42,5.23,5.42,17.98,20.23,0.44
408,1607734800,2,413.9,0.3,23.65,9.92,5.01,13.92,15.75,0.32
409,1607738400,2,400.54,0.19,20.56,13.23,4.47,11.11,12.68,0.32
410,1607742000,1,387.19,0.15,18.17,15.2,3.87,9.6,11.04,0.33
411,1607745600,1,380.52,0.15,16.79,16.27,3.64,9.22,10.59,0.35
412,1607749200,1,373.84,0.18,16.62,16.99,3.87,9.28,10.61,0.39
413,1607752800,2,387.19,0.5,20.22,14.84,5.01,10.11,11.47,0.48
414,1607756400,2,397.21,0.89,23.99,12.16,6.02,11.0,12.42,0.56
415,1607760000,2,397.21,0.95,25.02,11.62,6.32,11.53,13.01,0.59
416,1607763600,2,393.87,1.3,23.99,12.52,6.38,12.29,13.88,0.59
417,1607767200,2,390.53,1.75,22.28,14.48,6.38,12.67,14.28,0.56
418,1607770800,2,380.52,1.68,21.08,16.45,6.14,12.43,13.98,0.55
419,1607774400,2,370.5,1.24,19.54,18.6,5.72,11.69,13.16,0.58
420,1607778000,2,363.83,0.91,19.71,18.95,5.78,11.11,12.52,0.62
421,1607781600,2,367.17,0.7,21.59,16.63,5.84,11.38,12.82,0.66
422,1607785200,2,373.84,0.64,23.31,13.95,5.54,11.67,13.24,0.71
423,1607788800,2,380.52,0.89,25.02,11.62,5.07,12.0,13.66,0.74
424,1607792400,2,390.53,1.29,27.08,9.3,4.89,12.83,14.54,0.75
425,1607796000,2,413.9,1.9,29.47,6.88,5.19,14.42,16.18,0.77
426,1607799600,2,433.92,2.74,30.85,4.83,5.36,16.4,18.23,0.77
427,1607803200,2,447.27,3.55,31.53,3.26,5.25,18.16,19.93,0.74
428,1607806800,2,453.95,4.53,31.53,2.21,5.19,19.67,21.37,0.75
429,1607810400,3,460.63,4.92,30.85,1.59,4.71,20.44,22.02,0.72
430,1607814000,2,433.92,3.05,28.45,2.28,3.31,19.91,21.38,0.63
431,1607817600,2,413.9,1.54,24.68,4.25,2.44,19.21,20.55,0.6
432,1607821200,2,403.88,1.3,22.62,4.92,2.21,19.19,20.46,0.59
433,1607824800,2,407.22,1.75,22.28,3.71,2.24,19.57,20.83,0.62
434,1607828400,2,413.9,2.6,22.28,2.24,2.41,19.95,21.25,0.67
435,1607832000,3,417.23,3.69,21.76,1.23,2.56,20.46,21.82,0.74
436,1607835600,3,427.25,5.81,21.25,0.57,2.95,21.17,22.63,0.81
437,1607839200,3,480.65,14.53,21.76,0.08,5.01,23.61,25.35,1.03
438,1607842800,4,540.73,25.48,22.62,0.01,6.8,26.51,28.52,1.27
439,1607846400,4,580.79,32.19,23.31,0.01,7.75,28.06,30.36,1.38
440,1607850000,4,587.46,34.42,23.31,0.31,8.23,28.66,31.4,1.39
441,1607853600,4,574.11,31.74,22.62,1.13,8.58,27.81,30.55,1.3
442,1607857200,4,554.09,29.5,22.28,1.95,8.82,26.79,29.41,1.22
443,1607860800,4,540.73,28.61,22.28,2.46,9.42,26.13,28.75,1.27
444,1607864400,4,607.49,40.68,24.68,1.41,10.97,29.18,32.24,1.44
445,1607868000,4,720.98,59.9,27.42,0.32,16.45,34.53,38.15,2.98
446,1607871600,4,794.41,71.53,29.47,0.02,23.84,37.74,41.59,5.89
447,1607875200,4,781.06,71.53,29.47,0.0,25.51,37.42,41.27,8.87
448,1607878800,4,767.71,70.63,28.1,0.0,21.46,36.85,40.59,9.25
449,1607882400,4,794.41,74.21,28.1,0.0,16.93,38.31,41.75,7.03
450,1607886000,4,781.06,66.16,27.76,0.0,11.68,37.35,40.09,3.04
451,1607889600,4,781.06,62.59,27.08,0.0,9.78,37.08,39.61,1.6
452,1607893200,4,787.74,63.48,26.05,0.0,9.18,36.77,39.4,1.17
453,1607896800,4,761.03,60.8,25.02,0.0,8.11,34.68,37.34,0.95
454,1607900400,4,687.6,49.62,23.99,0.0,5.84,29.66,32.11,0.73
455,1607904000,3,607.49,38.0,22.96,0.0,4.77,24.96,27.15,0.64
456,1607907600,3,567.44,30.85,22.62,0.0,4.65,22.05,23.98,0.6
457,1607911200,3,547.41,26.6,21.94,0.0,4.65,20.29,21.92,0.57
458,1607914800,2,520.71,23.02,21.42,0.0,4.59,17.98,19.36,0.58
459,1607918400,2,473.98,20.34,21.25,0.0,4.71,14.39,15.6,0.62
460,1607922000,2,447.27,20.34,21.76,0.0,5.19,11.55,12.68,0.63
461,1607925600,2,460.63,25.03,22.96,0.0,7.09,11.34,12.58,0.78
462,1607929200,2,480.65,29.95,24.68,0.0,8.82,12.28,13.65,0.9
463,1607932800,2,480.65,30.85,24.68,0.01,9.3,12.17,13.61,0.91
464,1607936400,2,453.95,26.38,23.99,0.13,9.06,11.37,12.94,0.86
465,1607940000,1,387.19,13.75,24.68,0.87,7.51,9.2,10.59,0.63
466,1607943600,1,347.14,6.99,25.71,3.13,7.27,7.72,9.0,0.54
467,1607947200,1,337.12,3.97,26.73,6.88,7.63,7.16,8.37,0.57
468,1607950800,1,333.79,3.35,27.42,9.39,7.51,6.44,7.64,0.7
469,1607954400,1,340.46,3.69,29.13,7.6,7.51,6.16,7.47,0.78
470,1607958000,1,337.12,2.57,30.85,5.28,7.15,5.69,7.07,0.79
471,1607961600,1,340.46,3.02,31.53,3.58,7.03,5.63,7.04,0.79
472,1607965200,1,357.15,5.14,32.56,1.61,7.33,6.08,7.54,0.81
473,1607968800,1,377.18,7.6,33.24,0.7,7.99,6.89,8.44,0.84
474,1607972400,1,390.53,8.27,33.93,0.6,8.35,7.33,8.97,0.86
475,1607976000,1,380.52,6.15,34.27,1.16,8.35,6.98,8.64,0.86
476,1607979600,1,367.17,3.74,34.62,2.75,8.23,6.47,8.12,0.96
477,1607983200,1,360.49,2.24,34.62,4.74,7.75,6.3,7.91,0.97
478,1607986800,1,343.8,1.08,32.56,7.15,6.26,5.98,7.52,0.75
479,1607990400,1,333.79,0.57,29.82,10.19,5.31,5.97,7.5,0.58
480,1607994000,1,337.12,0.47,29.13,11.0,5.13,6.67,8.3,0.52
481,1607997600,1,347.14,0.45,29.47,10.91,5.25,7.57,9.39,0.48
482,1608001200,1,353.81,0.45,29.82,10.73,5.36,8.77,10.8,0.45
483,1608004800,2,363.83,0.48,30.5,10.37,5.6,10.11,12.27,0.43
484,1608008400,2,377.18,0.82,32.56,8.23,6.08,11.52,13.78,0.43
485,1608012000,2,417.23,3.86,37.36,2.84,7.75,13.46,15.82,0.55
486,1608015600,2,453.95,9.84,38.04,0.35,9.18,15.0,17.39,0.7
487,1608019200,2,473.98,12.63,37.01,0.14,9.78,15.9,18.24,0.74
488,1608022800,2,473.98,10.95,36.67,0.61,9.89,16.61,18.84,0.73
489,1608026400,2,460.63,7.94,35.99,2.71,9.54,16.32,18.4,0.71
490,1608030000,2,440.6,6.43,34.96,4.87,9.18,15.29,17.31,0.84
491,1608033600,2,440.6,6.15,35.64,6.17,9.3,14.19,16.2,1.08
492,1608037200,2,447.27,6.93,39.41,4.87,9.89,13.27,15.32,1.38
493,1608040800,2,460.63,7.49,43.18,2.41,10.25,12.53,14.58,1.57
494,1608044400,2,453.95,7.38,44.55,0.96,9.78,11.6,13.68,1.66
495,1608048000,2,453.95,8.38,45.24,0.54,9.42,11.12,13.19,1.69
496,1608051600,2,453.95,9.16,45.93,0.46,9.66,10.79,12.86,1.76
497,1608055200,2,453.95,8.16,46.61,0.74,10.13,10.34,12.36,1.76
498,1608058800,2,433.92,5.64,45.93,1.83,10.25,9.7,11.45,1.52
499,1608062400,2,413.9,2.85,44.55,4.78,9.78,8.68,10.09,1.11
500,1608066000,2,393.87,1.36,42.16,9.12,9.06,7.59,8.7,0.83
501,1608069600,1,373.84,0.63,38.04,13.77,7.75,6.75,7.61,0.62
502,1608073200,1,343.8,0.19,31.53,19.31,5.96,5.7,6.36,0.45
503,1608076800,1,320.44,0.11,26.05,22.53,4.95,4.93,5.49,0.38
504,1608080400,1,310.42,0.08,22.62,23.25,4.41,4.65,5.21,0.38
505,1608084000,1,303.75,0.08,19.36,23.6,3.99,4.52,5.11,0.4
506,1608087600,1,297.07,0.09,16.79,21.99,3.76,4.93,5.63,0.37
507,1608091200,1,297.07,0.18,16.97,17.17,3.87,6.22,7.36,0.33
508,1608094800,1,317.1,0.73,20.22,9.39,4.47,7.78,9.39,0.4
509,1608098400,2,373.84,6.48,25.71,1.54,6.62,10.93,13.04,0.59
510,1608102000,2,453.95,19.89,26.73,0.02,9.18,14.87,17.39,0.85
511,1608105600,2,520.71,31.29,27.42,0.0,11.56,18.14,20.96,1.03
512,1608109200,3,567.44,39.34,28.1,0.04,14.19,20.79,23.83,1.19
513,1608112800,3,607.49,45.6,29.47,0.1,17.64,23.11,26.23,1.28
514,1608116400,4,647.54,52.3,31.53,0.17,21.46,25.21,28.33,1.33
515,1608120000,4,667.57,55.88,33.59,0.21,24.8,26.54,29.44,1.36
516,1608123600,4,660.9,54.99,36.33,0.31,24.32,26.76,29.46,1.25
517,1608127200,4,667.57,54.09,38.04,0.25,20.27,26.83,29.38,1.16
518,1608130800,3,620.84,42.92,39.07,0.04,15.5,23.4,25.63,1.01
519,1608134400,2,534.06,29.06,39.07,0.01,11.56,17.72,19.68,0.87
520,1608138000,2,467.3,19.67,38.04,0.09,9.89,13.88,15.76,0.72
521,1608141600,2,440.6,16.32,33.59,0.13,9.18,14.01,15.86,0.63
522,1608145200,2,427.25,13.64,27.76,0.11,8.58,16.24,18.09,0.48
523,1608148800,2,433.92,12.18,28.45,0.07,9.78,18.19,20.34,0.43
524,1608152400,2,433.92,10.51,29.82,0.16,9.89,18.05,20.24,0.47
525,1608156000,2,420.57,6.87,29.82,0.63,8.58,16.71,18.83,0.46
526,1608159600,2,380.52,2.21,26.39,3.44,6.08,14.8,16.84,0.39
527,1608163200,2,353.81,0.62,21.42,8.94,4.65,13.72,15.7,0.36
528,1608166800,2,350.48,0.31,19.36,13.05,4.41,13.65,15.57,0.34
529,1608170400,2,353.81,0.21,19.19,15.74,4.65,14.13,16.05,0.32
530,1608174000,2,357.15,0.16,20.22,17.35,5.07,15.11,17.09,0.29
531,1608177600,2,363.83,0.18,22.28,16.81,5.54,16.09,18.13,0.26
532,1608181200,2,377.18,0.44,26.05,12.52,5.9,17.12,19.27,0.31
533,1608184800,2,417.23,2.79,33.93,4.69,7.45,18.46,20.79,0.48
534,1608188400,2,460.63,8.05,39.41,0.84,9.06,19.33,21.72,0.65
535,1608192000,2,473.98,10.39,41.81,0.41,9.66,18.53,20.83,0.71
536,1608195600,2,453.95,9.05,41.47,1.31,9.66,17.08,19.21,0.71
537,1608199200,2,423.91,6.09,37.7,4.2,8.82,15.04,16.93,0.7
538,1608202800,2,407.22,5.64,32.9,9.21,7.99,13.09,14.77,0.74
539,1608206400,2,397.21,5.25,29.82,13.05,7.39,10.75,12.22,0.82
540,1608210000,1,383.85,3.97,29.82,14.84,7.57,8.28,9.64,0.88
541,1608213600,1,370.5,1.76,33.93,15.56,8.35,6.47,7.76,0.88
542,1608217200,1,367.17,0.52,35.99,17.17,8.35,5.71,6.84,0.82
543,1608220800,1,377.18,0.47,35.3,17.17,7.45,6.18,7.01,0.74
544,1608224400,1,377.18,0.39,32.56,18.95,6.56,6.53,7.2,0.7
545,1608228000,1,373.84,0.36,30.85,19.85,6.26,7.18,7.88,0.68
546,1608231600,1,377.18,0.43,30.16,18.24,6.2,8.48,9.31,0.67
547,1608235200,1,380.52,0.48,29.82,16.63,6.14,9.62,10.6,0.6
548,1608238800,2,377.18,0.57,29.47,15.2,5.96,10.24,11.33,0.56
549,1608242400,1,367.17,0.52,28.1,14.66,5.36,9.99,11.14,0.52
550,1608246000,1,340.46,0.24,23.65,16.63,4.11,8.82,9.92,0.44
551,1608249600,1,323.77,0.18,20.74,17.7,3.55,7.91,8.96,0.4
552,1608253200,1,313.76,0.18,19.54,17.35,3.4,7.51,8.56,0.39
553,1608256800,1,310.42,0.2,19.19,16.45,3.49,7.23,8.31,0.41
554,1608260400,1,310.42,0.22,19.36,15.91,3.7,7.15,8.24,0.41
555,1608264000,1,307.08,0.25,19.71,15.56,3.93,7.24,8.36,0.4
556,1608267600,1,313.76,0.42,21.59,13.77,4.41,7.61,8.78,0.42
557,1608271200,1,357.15,2.38,29.82,6.44,6.38,9.55,10.91,0.56
558,1608274800,2,417.23,8.61,37.36,1.05,8.7,12.16,13.78,0.74
559,1608278400,2,453.95,13.52,40.1,0.28,10.01,13.6,15.35,0.82
560,1608282000,2,447.27,15.65,36.67,3.44,10.49,14.25,15.93,0.81
561,1608285600,2,417.23,14.98,29.82,7.96,10.13,14.17,15.83,0.72
562,1608289200,2,390.53,12.18,28.79,9.03,10.01,14.08,15.78,0.72
563,1608292800,2,370.5,8.83,31.53,7.51,10.37,13.49,15.16,0.78
564,1608296400,2,377.18,8.05,35.64,4.74,10.73,12.98,14.68,0.84
565,1608300000,2,410.56,11.4,40.1,2.19,10.73,13.39,15.23,0.83
566,1608303600,2,440.6,14.53,42.84,0.31,10.01,13.53,15.53,0.84
567,1608307200,2,440.6,17.21,41.47,0.04,9.06,13.5,15.63,0.86
568,1608310800,2,440.6,17.66,41.47,0.05,8.82,13.29,15.42,0.86
569,1608314400,2,440.6,16.09,42.16,0.1,9.3,13.19,15.29,0.88
570,1608318000,2,433.92,12.85,42.5,0.28,9.42,12.65,14.66,0.87
571,1608321600,2,423.91,9.28,42.16,0.74,8.94,11.59,13.56,0.82
572,1608325200,2,417.23,6.54,41.81,1.57,8.46,10.72,12.63,0.78
573,1608328800,2,397.21,3.55,40.44,3.67,7.39,9.71,11.55,0.71
574,1608332400,1,353.81,0.75,33.24,11.09,5.25,8.32,9.97,0.55
575,1608336000,1,317.1,0.12,24.68,20.74,3.55,7.71,9.15,0.4
576,1608339600,1,307.08,0.06,21.08,26.11,2.95,8.32,9.59,0.33
577,1608343200,1,313.76,0.05,20.91,26.82,2.98,9.79,11.01,0.29
578,1608346800,2,323.77,0.06,22.28,24.68,3.19,11.96,13.22,0.28
579,1608350400,2,337.12,0.1,24.68,20.92,3.49,14.38,15.77,0.28
580,1608354000,2,353.81,0.19,27.42,17.7,3.93,16.57,18.04,0.3
581,1608357600,2,387.19,0.7,32.9,13.05,5.31,19.08,20.61,0.4
582,1608361200,3,423.91,1.72,39.41,7.78,6.68,21.83,23.39,0.5
583,1608364800,3,433.92,2.12,41.13,6.62,7.27,23.02,24.57,0.54
584,1608368400,3,407.22,3.69,34.62,15.74,7.39,20.96,22.39,0.53
585,1608372000,2,360.49,4.47,26.05,29.68,6.91,15.78,17.05,0.55
586,1608375600,2,333.79,4.08,22.28,36.48,6.5,11.47,12.67,0.59
587,1608379200,1,327.11,3.74,21.59,37.19,6.26,9.88,11.05,0.63
588,1608382800,1,337.12,3.63,23.99,33.62,6.38,9.85,11.07,0.68
589,1608386400,2,353.81,2.68,28.45,26.46,6.56,10.35,11.66,0.7
590,1608390000,2,367.17,0.68,32.9,19.49,6.38,10.66,12.04,0.7
591,1608393600,2,380.52,0.53,35.3,15.02,6.2,11.43,12.86,0.67
592,1608397200,2,407.22,1.08,38.39,10.01,6.2,12.54,14.09,0.68
593,1608400800,2,433.92,1.98,40.44,6.26,6.56,14.15,15.87,0.68
594,1608404400,2,460.63,2.77,41.47,4.29,6.86,15.75,17.65,0.65
595,1608408000,2,473.98,3.05,41.47,3.4,6.74,16.57,18.58,0.61
596,1608411600,2,480.65,3.41,41.13,2.79,6.56,17.04,19.08,0.57
597,1608415200,2,473.98,2.82,40.1,3.09,5.9,16.99,18.98,0.52
598,1608418800,2,447.27,1.1,36.33,5.9,4.59,15.96,17.79,0.42
599,1608422400,2,427.25,0.45,31.87,9.66,3.87,15.48,17.15,0.38
600,1608426000,2,417.23,0.29,29.13,11.98,3.79,15.71,17.24,0.37
601,1608429600,2,410.56,0.21,27.08,14.13,3.67,15.98,17.42,0.37
602,1608433200,2,397.21,0.12,24.33,18.24,3.52,15.71,17.04,0.37
603,1608436800,2,383.85,0.06,21.42,24.32,3.46,14.76,15.93,0.36
604,1608440400,2,380.52,0.06,20.74,26.82,3.7,14.59,15.71,0.38
605,1608444000,2,407.22,0.26,26.39,21.1,4.95,16.21,17.43,0.49
606,1608447600,2,447.27,1.12,33.24,11.18,6.32,18.61,20.05,0.61
607,1608451200,2,473.98,2.63,35.3,4.83,7.03,19.57,21.21,0.67
608,1608454800,2,467.3,3.86,32.9,5.63,7.45,18.49,20.21,0.69
609,1608458400,2,433.92,3.69,29.47,11.98,7.45,15.83,17.49,0.69
610,1608462000,2,403.88,2.71,27.42,18.42,7.39,13.1,14.67,0.76
611,1608465600,2,393.87,2.12,27.42,21.28,7.39,11.79,13.35,0.92
612,1608469200,2,407.22,2.12,30.16,17.52,7.75,11.91,13.54,1.08
613,1608472800,2,427.25,2.21,34.27,10.82,7.75,12.52,14.28,1.11
614,1608476400,2,440.6,2.18,36.67,5.63,7.27,12.69,14.55,1.05
615,1608480000,2,440.6,3.07,36.67,3.26,6.68,12.39,14.29,0.94
616,1608483600,2,447.27,4.64,36.67,1.77,6.68,12.35,14.31,0.88
617,1608487200,2,453.95,6.76,36.67,0.81,7.15,13.3,15.44,0.85
618,1608490800,2,473.98,8.38,37.01,0.4,7.75,14.85,17.28,0.82
619,1608494400,2,480.65,9.39,37.36,0.24,8.11,16.02,18.65,0.81
620,1608498000,2,480.65,9.61,37.7,0.22,8.11,16.29,18.84,0.84
621,1608501600,2,460.63,6.2,38.04,0.88,7.15,14.97,16.85,0.75
622,1608505200,2,400.54,1.38,33.59,6.08,5.25,12.11,13.26,0.58
623,1608508800,2,363.83,0.3,27.42,14.66,4.71,10.15,10.92,0.51
624,1608512400,1,353.81,0.15,25.71,19.13,4.89,9.61,10.29,0.49
625,1608516000,1,353.81,0.12,24.68,20.92,4.83,9.43,10.06,0.44
626,1608519600,1,350.48,0.11,22.96,21.64,4.59,9.46,10.05,0.41
627,1608523200,1,350.48,0.12,21.76,21.28,4.53,9.98,10.58,0.38
628,1608526800,2,360.49,0.24,23.31,18.42,4.95,10.86,11.54,0.42
629,1608530400,2,403.88,1.58,31.19,9.12,6.8,13.23,14.12,0.56
630,1608534000,2,460.63,6.82,38.73,1.68,8.94,16.07,17.23,0.74
631,1608537600,2,494.0,12.52,40.1,0.28,10.25,17.42,18.82,0.84
632,1608541200,2,487.33,15.87,36.67,3.13,10.73,17.15,18.67,0.86
633,1608544800,2,460.63,16.99,29.47,7.6,10.37,15.45,16.93,0.82
634,1608548400,2,427.25,14.31,27.42,8.67,10.13,13.51,14.95,0.83
635,1608552000,2,400.54,10.39,28.45,8.05,10.13,11.75,13.15,0.86
636,1608555600,2,383.85,7.71,29.47,7.87,9.89,10.3,11.68,0.85
637,1608559200,2,393.87,8.61,31.87,5.59,9.89,10.52,12.03,0.86
638,1608562800,2,400.54,7.26,35.64,1.63,9.06,10.6,12.22,0.85
639,1608566400,2,400.54,6.93,35.64,0.85,7.99,10.71,12.41,0.82
640,1608570000,2,400.54,7.04,35.99,0.97,7.51,11.21,12.9,0.79
641,1608573600,2,407.22,6.71,35.99,1.26,7.57,11.94,13.54,0.78
642,1608577200,2,407.22,5.31,35.64,2.06,7.51,12.01,13.36,0.74
643,1608580800,2,400.54,2.88,34.27,4.47,6.91,11.81,12.96,0.64
644,1608584400,2,387.19,1.17,32.56,9.66,6.8,12.45,13.49,0.53
645,1608588000,2,357.15,0.23,28.45,19.49,7.21,12.01,13.05,0.42
646,1608591600,2,337.12,0.05,23.99,26.11,6.44,11.88,13.24,0.38
647,1608595200,2,337.12,0.02,20.91,29.68,5.66,10.83,12.41,0.4
648,1608598800,1,333.79,0.01,19.19,32.54,5.25,8.23,9.24,0.38
649,1608602400,1,320.44,0.01,16.28,36.12,4.47,5.73,6.21,0.39
650,1608606000,1,297.07,0.01,12.51,41.84,3.43,3.51,3.78,0.41
651,1608609600,1,283.72,0.01,10.54,45.42,2.83,2.38,2.59,0.32
652,1608613200,1,287.06,0.01,12.17,42.2,3.13,2.39,2.59,0.27
653,1608616800,1,297.07,0.04,16.45,35.41,4.11,2.72,2.96,0.33
654,1608620400,1,300.41,0.08,18.68,31.11,4.83,2.7,2.99,0.38
655,1608624000,1,283.72,0.07,16.62,31.83,4.65,2.09,2.37,0.38
656,1608627600,1,260.35,0.2,13.2,31.83,3.99,1.57,1.82,0.35
657,1608631200,1,240.33,0.47,10.54,33.26,3.55,1.28,1.51,0.33
658,1608634800,1,230.31,0.59,10.2,39.34,3.79,1.24,1.47,0.31
659,1608638400,1,223.64,0.62,10.2,44.35,3.93,1.26,1.5,0.29
660,1608642000,1,220.3,0.58,10.71,44.35,3.99,1.3,1.56,0.29
661,1608645600,1,223.64,0.37,11.82,41.13,4.11,1.35,1.67,0.29
662,1608649200,1,223.64,0.06,12.68,38.98,3.93,1.26,1.66,0.29
663,1608652800,1,216.96,0.02,12.68,38.98,3.43,1.16,1.7,0.35
664,1608656400,1,220.3,0.03,13.88,34.33,3.37,1.31,2.09,0.42
665,1608660000,1,230.31,0.08,15.08,28.61,3.67,1.67,2.69,0.47
666,1608663600,1,243.66,0.14,16.11,25.03,4.05,2.11,3.34,0.52
667,1608667200,1,250.34,0.17,16.11,22.89,4.17,2.44,4.0,0.55
668,1608670800,1,253.68,0.18,16.28,22.35,4.29,2.77,4.72,0.59
669,1608674400,1,257.02,0.14,16.11,23.6,4.17,2.98,5.35,0.6
670,1608678000,1,247.0,0.06,13.54,27.18,3.46,2.81,5.57,0.55
671,1608681600,1,240.33,0.04,12.0,29.68,3.16,2.9,6.1,0.55
672,1608685200,1,253.68,0.15,15.42,23.96,3.22,3.46,6.76,0.52
673,1608688800,1,283.72,0.69,21.76,13.05,3.79,4.58,7.78,0.56
674,1608692400,1,313.76,2.18,26.39,5.36,4.83,5.78,8.99,0.74
675,1608696000,1,343.8,6.09,28.45,1.23,6.2,7.17,10.64,1.0
676,1608699600,1,410.56,16.54,28.79,0.05,7.87,9.95,13.84,1.11
677,1608703200,2,614.17,47.83,32.9,0.0,13.95,18.87,23.53,1.6
678,1608706800,4,921.25,95.67,39.07,0.0,20.5,32.91,38.19,2.38
679,1608710400,4,1121.52,130.53,43.87,0.0,23.13,43.82,49.26,2.69
